,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2024_NFSU_841131_1,National Forensic Sciences University||HQ NFSU - Gandhinagar,NFSU Uganada Campus,Supply and Installation of Stereo Zoom Microscope with PC and Camera,2024-12-23 18:00,2025-01-20 18:00,39000,,NA,26-12-2024 23:16:27,Centerl GOV BOT
1,2024_IITRP_811360_3,Indian Institute of Technology Ropar,"M. Visvesvaraya Block, Room no105, FF, East wing",Supply and Installation of High Speed Camera,2024-12-23 13:00,2025-01-20 15:00,60000,,NA,26-12-2024 23:17:25,Centerl GOV BOT
