,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2024_CHD_83796_1,Chandigarh Administration||Engineering||Electrical Circle||Electrical Div - III,Chandigarh,"PROVIDING REWIRING AND REPLACEMENT OF OLD CONVENTIONAL TYPE FITTINGS WITH LED FITTINGS AND SWITCHGEAR IN CRECHE SECTOR 37 B, CHANDIGARH.",2024-12-12 16:00,2024-12-19 15:00,5300,,264588,14-12-2024 23:39:13,CHDTenders GOV NICGEP BOT
