,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2024_CHD_83860_1,Chandigarh Administration||Engineering||Electrical Circle||Electrical Div - I,Chandigarh,"MTC. OF E.I IN NON-RESIDENTIAL BUILDING AT CHANDIGARH (PROVIDING ON HIRE CHARGES BASIS CCTV SURVEILLANCE SYSTEM AT PARADE GROUND, SECTOR-17 ON THE OCCASION OF REPUBLIC DAY)",2024-12-13 16:10,2024-12-19 12:00,12110,,605352,14-12-2024 23:23:44,CHDTenders GOV NICGEP BOT
