,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2024_ITDA_78691_1,Director (ITDA)||Manager (Procurement),"ITDA, IT Park, Sahastradhara Road, Dehradun",Rate Contract of Horizontal Connectivity under Uttarakhand State Wide Area Network,2024-12-12 09:00,2025-01-15 11:30,75000,2024-12-23 09:00,NA,15-12-2024 16:40:06,UKtenders GOV NICGEP BOT
