,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_UPHDB_1011900_1,U.P. Housing and Development Board||SE Circle - Avadh Vihar||CD Lucknow-09,"Bhumi Vikas evam Grahsthan Yojna-1, Mohanlalgan","Detailed Topographical Survey using DGPS Total Station, Drone Mapping, Contouring, Khasra Map Digitalization/Superimpose, Advertisement, Preparation and Publication of the Social Impact Assessment (SIA) Study, Preparation of EIA EMP Report",2025-02-28 09:00,2025-03-18 15:00,162000,,8075000,28-02-2025 15:00:38,Etenders UP NIC BOT
