,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_TCIL_226192_1,Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Business Development Division - TCIL,New Delhi,"Pre bid EOI for Rate Contract for Drones, Drone as a Service, Drone Add on parts and Drone Training Programs (Initially a period of 02 years plus 02 year Extendable equals to 04 years)",2025-02-10 13:00,2025-03-03 13:00,500000,,NA,12-02-2025 10:39:25,Etenders GOV BOT
