,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_RSRTC_450567_1,RSRTC - CMD||ED - Engineering||GM - SP,RSRTC CENTRAL STORE,RSRTC INVITES THE TENDER FOR PURCHASE OF AUTOMOTIVE SWITCHES AND FLASHERS,2025-02-28 15:30,2025-03-24 17:00,30000,2025-03-03 13:00,1500000,01-03-2025 13:45:43,Eproc Rajasthan GOV BOT
