,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_NTPC_94810_1,NTPC Limited||Corporate Centre||USSC||CPG-1,"Western Region Head QuartersII Plot No. -87, Secto","Design, Supply, Installation, Commissioning of CCTV Surveillance systemand 3 year CMC at NTPC-Farakka",2025-02-19 11:00,2025-03-10 15:00,500000,,NA,28-02-2025 05:48:00,Eprocurentpc Nic Nicgep BOT
