,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_BEL_96689_1,Bharat Electronics Limited||Bangalore Unit - BEL||CMS - BEL||Purchase-CMS - BEL,ISU,Implementation of Centralized Network Management System,2025-02-10 13:40,2025-02-20 18:00,0.00,,NA,11-02-2025 14:07:43,Eprocurebel Nicgep BOT
