,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_BEL_96807_1,Bharat Electronics Limited||Bangalore Unit - BEL||ES - BEL||Purchase-ES - BEL,"Tamilnadu Explosive Ltd, Katpadi, Vellore",Conducting Drone Survey of land at Tamilnadu Explosive Ltd Katpadi Vellore,2025-02-25 17:30,2025-03-07 15:00,0.00,,NA,27-02-2025 16:14:46,Eprocurebel Nicgep BOT
