,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_BEL_96795_1,Bharat Electronics Limited||Pune Unit - BEL||Contracts-Pune - BEL,Chennai,"Design, Manufacturing, Supply, Configuration, Testing, Commissioning and 2 years DLP support for CCTV Video Surveillance System - ASA06 for Chennai Metro Rail Limited (CMRL)",2025-02-24 18:00,2025-03-03 14:00,0.00,2025-02-26 14:00,NA,27-02-2025 15:42:17,Eprocurebel Nicgep BOT
1,2025_BEL_96754_1,Bharat Electronics Limited||Bangalore Unit - BEL||HLS and SCB - BEL||Purchase-HLS and SCB - BEL,Bengaluru,"Design, Supply, Installation and Commissioning and followed by operation and maintenance for period of 02 Years of CCTV Surveillance System at BEL ACADEMY FOR EXCELLENCE BAE, Bengaluru.",2025-02-20 16:00,2025-02-28 14:00,0.00,,NA,27-02-2025 15:42:45,Eprocurebel Nicgep BOT
