,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_NTPC_94870_1,NTPC Limited||Corporate Centre||USSC||CPG-1,Kudgi Super Thermal Power Project,"Contracts For Civil Maint. Works related to Ash dyke, OFL, AWRS andsurrounding Roads, Drains, Ash Pipe Corridor, Drone Survey of Ashdyke atNTPC Kudgi",2025-02-20 16:00,2025-03-03 11:00,200000,,0.00,28-02-2025 07:24:41,Eprocurentpc Nic Nicgep BOT
