Tender ID,Name,Customer,Stage,Status,inserted Time,Inserted User ID
GEM_2024_B_5509512,Video Conferencing Camera / Web Camera,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,rejected,New-Corrigendum,17-10-2024 05:03:27,GEM BOT
GEM_2024_B_5509843,Video Recorder for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,rejected,,14-11-2024 13:08:38,GEM BOT
GEM_2024_B_5510325,SWITCH,Ministry of Defence Department of Military Affairs,rejected,,05-11-2024 13:15:49,GEM BOT
GEM_2024_B_5510332,"BUSBAR and PT FUSE SUPPORT,VACUUM CONTACTOR SAVAC4,VOLTMETER SELECTOR SWITCH 10A 3P 440VAC,MOTOR PR",Ministry of Coal COAL INDIA LIMITED,rejected,,06-11-2024 05:12:33,GEM BOT
GEM_2024_B_5510871,Repair and Overhauling Service - Installation of CCTV with all Accesories; Installation of CCTV wit,Ministry of Defence Department of Military Affairs,approved,Not Submitted,17-10-2024 13:05:09,GEM BOT
GEM_2024_B_5511347,"Router,Layer - 3 Distribution Switch",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,New-Corrigendum,18-10-2024 05:10:21,GEM BOT
GEM_2024_B_5511480,Surveillance Hard disk,PMO Department of Atomic Energy,rejected,,14-11-2024 05:55:47,GEM BOT
GEM_2024_B_5511491,"Supply of IP based network Alarm control panel with hooter,supply of IP based Emergency POE Call po",Ministry of Defence Department of Military Affairs,rejected,,31-10-2024 13:08:47,GEM BOT
GEM_2024_B_5511892,"Clutch Plate,Chain Sprocket Kit,Starter Kit,Switch Coil,Regulator Eng Gen",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 05:10:48,GEM BOT
GEM_2024_B_5511999,"TABLET COMPUTER,TABLE DESK STAND,WIRELESS AC INTI,ESSENTIAL PROTECTION,CCTV CAMERA,WORKSTATION,CHAI",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,23-10-2024 05:00:49,GEM BOT
GEM_2024_B_5512260,"Cover,Lock,Bkt Top,Handle,Seal,Plate,Pump,Lamp,Switch,Temp T,Ring,Plug,Seal B,Handle LH,M Guard,Cap",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 05:14:40,GEM BOT
GEM_2024_B_5512788,"Combat Cloth MCT Cover,Iron Direction Disc with radium printed for camp setting,LED appointment Tit",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 05:01:32,GEM BOT
GEM_2024_B_5512954,"Camera for CCTV System (V2),Camera for CCTV System (V2),Cables suitable for CCTV System (Accessorie",Ministry of Defence Department of Military Affairs,rejected,,29-10-2024 13:03:17,GEM BOT
GEM_2024_B_5513036,"Switch Fuse Unit,Switch Fuse Unit,Switch Fuse Unit,Switch Fuse Unit,MCB - Miniature Circuit - Break",Ministry of Coal COAL INDIA LIMITED,rejected,,13-11-2024 05:08:13,GEM BOT
GEM_2024_B_5513434,"EOI for Supply, Installation and Commissioning of Interactive panel with CPU, Video Conference Came",Ministry of Education Department of Higher Education,rejected,New-Corrigendum,18-10-2024 05:02:02,GEM BOT
GEM_2024_B_5513724,Body Worn Camera as per (MHA) (QRs),Ministry of Defence Department of Defence Research & Development,rejected,New-Corrigendum,23-10-2024 13:02:07,GEM BOT
GEM_2024_B_5513856,"air conditioner 1 ton for baber shop,dp switch,electric extension board 20 amp,electric board 16 am",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 05:13:23,GEM BOT
GEM_2024_B_5514239,"Camera for CCTV System (V2),CAT 6 Cable for Outdoor,Port Fast Ethernet PoE Switch with 2 Gigabit Up",Ministry of Communications Department of Posts,rejected,,24-10-2024 13:03:24,GEM BOT
GEM_2024_B_5514348,Custom Bid for Services - COMPREHENSIVE ANNUAL MAINTENANCE CONTRACT OF CCTV SURVEILLANCE SYSTEM,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 13:10:05,GEM BOT
GEM_2024_B_5515642,"COMBINATION SWITCH,MASTER CYL POWER,DOOR HANDLE,HANDLE DOOR,MASTER CYL KIT,BREAK BOOSTER REP KIT,CL",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 13:17:31,GEM BOT
GEM_2024_B_5515682,CCTV Surveillance System & Integration of Existing CCTV Cameras,Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 05:02:31,GEM BOT
GEM_2024_B_5516073,Cables suitable for CCTV System (Accessories),Education Department Gujarat,rejected,New-Corrigendum,19-10-2024 13:06:46,GEM BOT
GEM_2024_B_5516438,"Networking / Server Rack,Camera for CCTV System (V2),Video Recorder for CCTV System (V2),Multifunct",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,31-10-2024 05:00:28,GEM BOT
GEM_2024_B_5516697,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Defence,rejected,New-Corrigendum,20-10-2024 13:01:34,GEM BOT
GEM_2024_B_5516750,"Universal Joint,352 Dia Clutch Disc Assy,Gear Fly Wheel Ring,Battery Cut Off Switch,Nozzle Injectio",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 13:20:23,GEM BOT
GEM_2024_B_5516896,SOLAR POWERED PTZ CAMERA,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,18-10-2024 13:08:46,GEM BOT
GEM_2024_B_5516917,"Digital Signal Processor,Chairman Mic,Delegate Mic,Table Box,Passive Speaker,Handheld Mic,PTZ Camer",Public Works Department,rejected,,24-10-2024 13:06:06,GEM BOT
GEM_2024_B_5517011,"FPV Drone Digital FPV System without propeller guard,FPV Drone Analog Without propeller guard,FPV D",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,19-10-2024 05:03:30,GEM BOT
GEM_2024_B_5517312,"Honeywell 2MP IPCamera Dome,40ch 20ch NVR 10TB supported,D link Giga POE Switch 16 2 SFP Port,D Lin",Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:09:32,GEM BOT
GEM_2024_B_5517797,Cables suitable for CCTV System (Accessories),Ministry of Defence Department of Military Affairs,rejected,,25-10-2024 13:10:16,GEM BOT
GEM_2024_B_5517979,"IGNINATION SWITCH,BODY FAN,WIPER ARM,ALTERNATOR 24 VOLT,FIELD COIL,REGULATOR,INJECTOR ASSY,BULB HIP",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,20-10-2024 05:07:13,GEM BOT
GEM_2024_B_5518090,SWITCH / 175.74. 004CB,Ministry of Defence Department of Defence Production,rejected,New-Corrigendum,20-10-2024 05:05:52,GEM BOT
GEM_2024_B_5518688,"Main Stop Valve,Magnetic Switch Mobery,Assembly Gland Pack of water level and Steam level Cock,Igni",Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),rejected,,05-11-2024 13:18:09,GEM BOT
GEM_2024_B_5519187,"Network keystone Jack with Gang Box and plate,SFP Cable 10G SFP with DAC,Cable manager duct raceway",Ministry of Information and Broadcasting Ministry of Information and Broadcasting,rejected,New-Corrigendum,19-10-2024 13:13:02,GEM BOT
GEM_2024_B_5519887,Custom Bid for Services - RTV coating of Switchyard equipments of POWERGRID Bays at 400220 kV Ss at,Ministry of Power POWER GRID Corporation OF INDIA Limited,rejected,New-Corrigendum,20-10-2024 05:13:16,GEM BOT
GEM_2024_B_5519899,"Annual Maintenance Contract for Networking Devices (Version 2) - L3 Switch; CISCO,Annual Maintenanc",Ministry of Education Department of Higher Education,rejected,New-Corrigendum,30-10-2024 13:15:24,GEM BOT
GEM_2024_B_5520030,Camera for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,rejected,New-Corrigendum,19-10-2024 13:02:02,GEM BOT
GEM_2024_B_5520330,Video Recorder for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,rejected,,14-11-2024 13:08:21,GEM BOT
GEM_2024_B_5520397,"Inmoov Hardware Kit,Camera,Nervo Board with Components,Nvidia Jetson Orin NX,NVIDIA Jetson AGX Orin",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,New-Corrigendum,19-10-2024 13:06:11,GEM BOT
GEM_2024_B_5521222,"desktop pc computer,video multimedia projector,video conferencing camera,audio conferencing device ",Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:08:34,GEM BOT
GEM_2024_B_5521229,"Camera for CCTV System (V2),Professional Large Format Display,Video Recorder for CCTV System (V2)",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,24-10-2024 05:01:44,GEM BOT
GEM_2024_B_5521548,CCTV SETUP PROVIDE AND INSTALLATION,Ministry of Education Department of School Education and Literacy,rejected,Open,23-10-2024 05:00:38,GEM BOT
GEM_2024_B_5521965,Video Recorder for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,rejected,,14-11-2024 13:08:09,GEM BOT
GEM_2024_B_5522384,Vector Network Analyser (CEX M7),PMO Department of Atomic Energy,rejected,New-Corrigendum,23-10-2024 13:11:08,GEM BOT
GEM_2024_B_5522842,"HDMI Ethernet Extender 120 mtr,Media converter OTE,OTE Aggregator 14 device,08 Port Switch,UTP cabl",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:11:34,GEM BOT
GEM_2024_B_5522885,"Relay 24v,Filter Fuel,Assy Clutch Slav Cyl,Combination Switch Rhd,Slave Cyl Rep Kit,Master Cyl,Fiel",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,20-10-2024 05:10:04,GEM BOT
GEM_2024_B_5523093,4MP Solar Powered Camera with Accessories,Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:08:56,GEM BOT
GEM_2024_B_5523248,"Syscon A7 FH,BMC 1527,IC 4755,Rotary Switch,Display 2965",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,21-10-2024 13:16:55,GEM BOT
GEM_2024_B_5523599,"BILGE LIQUID LEVEL SWITCH (EL0003B-PS238918015241),BATTERY PACK FOR UPS (EL0003B-PS389833025840),TA",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:19:06,GEM BOT
GEM_2024_B_5523681,"AMC of Integrated Security and Surveillance System - Theft Prevention; Comprehensive; Hardware, Sof",Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,New-Corrigendum,30-10-2024 13:19:35,GEM BOT
GEM_2024_B_5524209,"Turbo Charger JCB,Pump Switch JCB,Self Starter Assy Dozer,Combination Switch JCB,Shutoff Valve Doze",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,21-10-2024 13:17:58,GEM BOT
GEM_2024_B_5524340,Telescopic Camera pole,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,21-10-2024 13:08:01,GEM BOT
GEM_2024_B_5526000,"Amplifier,Transmitter,Receiver,Display,Display,Stand,Blue Link USB Interface,Rack,Display,Cable and",Ministry of Culture NA,rejected,,12-11-2024 05:10:04,GEM BOT
GEM_2024_B_5526059,"CCTV Camera 2 MP,CCTV Camera 4 MP,Luminous Bty 200AH,Automatic Stabilizer 2KVA,UPS 1550W,Stabilizer",Ministry of Defence Department of Defence,rejected,Open,22-10-2024 13:14:48,GEM BOT
GEM_2024_B_5526252,"Logitech Web Camera,L2 Manageable Switch,Subscriber Connector to Square Connector Patch Cord,Local ",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:02:26,GEM BOT
GEM_2024_B_5526700,"961452370000-LIMIT SWITCH,961452380000-LIMIT SWITCH: LEVER",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,22-10-2024 13:29:51,GEM BOT
GEM_2024_B_5526757,"Patch cord,Joint Enclosure,Wifi Dongle,Respberry pi4 power,HDMI Switcher,HDMI Cable 10 tr,HDMI Spli",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:28:28,GEM BOT
GEM_2024_B_5526951,"USB C TYPE TO LAN CONVERTER,4 port USB 3.0HUB,MINI HDMI TO HDMI CABLE,lan to usb,H/W RS232 DEV SERV",Ministry of Defence Department of Defence Production,rejected,New-Corrigendum,24-10-2024 05:03:07,GEM BOT
GEM_2024_B_5527044,Camera for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,rejected,,10-11-2024 13:03:06,GEM BOT
GEM_2024_B_5527222,Camera for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,rejected,,10-11-2024 13:02:57,GEM BOT
GEM_2024_B_5527230,Video Conferencing Camera / Web Camera,Home Department Jammu and Kashmir,rejected,New-Corrigendum,23-10-2024 13:01:52,GEM BOT
GEM_2024_B_5527464,"IP Camera 5 MP,8 Port Gigabit Smart Managed PoE,NVR 32 Channel with 12 TB svl hard disk,UTP Cable C",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:03:33,GEM BOT
GEM_2024_B_5527723,"Server,Server,Networking / Server Rack,ERP DR Hardware, Software and Networking Products Sr. No. fr",Ministry of Defence Department of Defence Production,rejected,New-Corrigendum,22-10-2024 13:22:54,GEM BOT
GEM_2024_B_5527902,"Layer 2 Access Switch (V2),Online UPS (V2),Connector Mounting Hardware - Multi Plug,Networking / Se",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:06:51,GEM BOT
GEM_2024_B_5527918,Camera Trap TS equivalent or more EREAGLE A9 Hunting Camera,Ministry of Power POWER GRID Corporation OF INDIA Limited,rejected,New-Corrigendum,24-10-2024 13:02:04,GEM BOT
GEM_2024_B_5528356,"NOZZLE,REVERSE LIGHT SWITCH,SET OF MAIN BEARING,SWITCH ASSY STOP LAMP,BUSH SET,CROSS,DOOR LOCK RH,F",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:31:22,GEM BOT
GEM_2024_B_5528370,"codedless mike,collar mike,gooseneck mike,led bulb chargeble,led focus light 100w,elec bed switch,i",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:07:11,GEM BOT
GEM_2024_B_5528378,"AMC of Integrated Security and Surveillance System - Remote Video Monitoring, Monitor Operations, E",Prisons Administration and Reforms Department Uttar Pradesh,rejected,New-Corrigendum,24-10-2024 13:15:47,GEM BOT
GEM_2024_B_5528878,Surveillance Hard disk,Ministry of Railways Indian Railways,rejected,New-Corrigendum,24-10-2024 05:06:50,GEM BOT
GEM_2024_B_5529376,"Layer 2 Access Switch (V2),Cat 6 Patch Panel (V2)",PMO Department of Atomic Energy,rejected,,31-10-2024 13:12:12,GEM BOT
GEM_2024_B_5529383,"ETHRNT SWITCH,10POE PORT,10-100-1000MBPS,ROUTER,WIRELESS,DBL ANTENNA,CONNECTOR COMM,RJ-45,CABLE COM",Ministry of Coal COAL INDIA LIMITED,rejected,Open,24-10-2024 05:11:10,GEM BOT
GEM_2024_B_5529943,"Two and Half sqmm copper wire,One and half copper sqmm,Modular switch 5 amp,Modular socket 5 amp,Mo",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:32:53,GEM BOT
GEM_2024_B_5530000,"24 port POE Switch,Access Point,POE Switch Adapter,Access Point Adapter,CAT 6 Link Cable",Education Department Dadra and Nagar Haveli,rejected,Open,22-10-2024 13:33:35,GEM BOT
GEM_2024_B_5530285,MINI AERIAL SURVEILLANCE SYSTEM,Ministry of Defence Department of Military Affairs,rejected,Open,23-10-2024 13:13:07,GEM BOT
GEM_2024_B_5530740,LONG RANGE COMBO CAMERA DRONE,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,23-10-2024 05:01:34,GEM BOT
GEM_2024_B_5530848,"Crank Shaft,Connecting Rod,Armature Assy,Isolation Switch,Spark Plug",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,22-10-2024 13:36:02,GEM BOT
GEM_2024_B_5531297,"Wiring with RG 6 Coaxial Cable and 2 core power supply 1.5 mm wire,Laying of cable,Fixing of power ",Ministry of Defence Department of Military Affairs,rejected,Open,23-10-2024 13:02:52,GEM BOT
GEM_2024_B_5531313,"AMC of Integrated Security and Surveillance System - Theft Prevention; Comprehensive; Hardware, Sof",Ministry of Information and Broadcasting Ministry of Information and Broadcasting,rejected,Open,23-10-2024 13:12:51,GEM BOT
GEM_2024_B_5531329,"LV7 TMB FIELD COIL,LV7 TMB ARMATURE,LV7 TATA BTY CUT OFF SWITCH,LV7 MG HOLDER ASSY RECTIFIRE,LV7 TA",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,24-10-2024 13:18:33,GEM BOT
GEM_2024_B_5531387,"IP DAY AND NIGHT VISION DOME CAMERA WITH AUDIO 4 MP,16 CHANNEL NVR,6TB HARD DISK,16 POE SWITCH,CAT6",Ministry of Defence Department of Military Affairs,rejected,Open,24-10-2024 13:04:02,GEM BOT
GEM_2024_B_5531698,Layer 2 Access Switch (V2),Ministry of Railways Indian Railways,rejected,,05-11-2024 13:12:20,GEM BOT
GEM_2024_B_5532054,"server,ups,switch,rack 18 u,cat 6 cable,accssories,installation",Ministry of Defence Department of Defence,rejected,,13-11-2024 05:13:41,GEM BOT
GEM_2024_B_5532108,"Infored with Camera Live View,Black Tape,Knife,Harness Black,Water Pipe,Wall Clock Digital,Belan,Ba",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,23-10-2024 13:09:31,GEM BOT
GEM_2024_B_5532188,"2MP IPBullet Camera,4 Port POE Switch, 2 UPLink Port,Supply and Laying of Cat 6 Cable with PVC Acce",Ministry of Defence Department of Defence,rejected,New-Corrigendum,23-10-2024 13:05:41,GEM BOT
GEM_2024_B_5532195,"Front view camera with coupler fitting and waterproof in metal casing for vehs CCTV system,Rear vie",Ministry of Defence Department of Military Affairs,rejected,Open,23-10-2024 05:01:00,GEM BOT
GEM_2024_B_5532305,Custom Bid for Services - Comprehensive AMC Service cum technical support visit for CCTV camera sys,Ministry of Power SJVN Limited,rejected,,05-11-2024 13:09:51,GEM BOT
GEM_2024_B_5532661,"Video Recorder for CCTV System (V2),Layer 2 Access Switch (V2),CAT 6 Cable for Outdoor,Networking /",Panchayats and Rural Housing Department Gujarat,rejected,,29-10-2024 05:10:30,GEM BOT
GEM_2024_B_5532923,"Voice Collaboration PVC 50 WS 4C plus as per specification,Speaker Bar 1 as per specification,Full ",Ministry of Defence Department of Defence,rejected,,06-11-2024 05:03:52,GEM BOT
GEM_2024_B_5533129,"Layer 2 Access Switch (V2),Professional Large Format Display",Higher Education Department Odisha,rejected,New-Corrigendum,24-10-2024 05:12:23,GEM BOT
GEM_2024_B_5533400,Custom Bid for Services - CAMC for IP based standalone CCTV surveillance system at CSP Guest House ,Ministry of Finance Department of Economic Affairs,rejected,,07-11-2024 13:02:40,GEM BOT
GEM_2024_B_5533401,L3-SWITCH,PMO Department of Atomic Energy,rejected,New-Corrigendum,29-10-2024 13:11:58,GEM BOT
GEM_2024_B_5534016,"8 channel NVR for ANPR Camera,8 Port poE L2 Managed Switch 8x PoE Port,Title A,Title B,Title C",Ministry of Defence Department of Military Affairs,rejected,Open,23-10-2024 13:06:21,GEM BOT
GEM_2024_B_5534130,"Device for Capturing and Testing AR Application,360 degree Camera plus 64 GB micro SD memory card,3",Ministry of Education Department of Higher Education,rejected,New-Corrigendum,23-10-2024 13:09:42,GEM BOT
GEM_2024_B_5534277,"Desktop Computers,Professional Large Format Display,Online UPS (V2),Speakerphone,Video Conferencing",Rural Development and Panchayat Raj Department Tamil Nadu,rejected,,10-11-2024 13:02:06,GEM BOT
GEM_2024_B_5534359,"Repair and Overhauling Service - Camera for CCTV System (V2); HIKVISION; Yes; Buyer Premises,Repair",Health & Family Welfare Department Gujarat,rejected,New-Corrigendum,30-10-2024 05:00:54,GEM BOT
GEM_2024_B_5534441,"Custom Bid for Services - IR Bullet Camera for GE office complex,Custom Bid for Services - IR Bulle",Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:04:25,GEM BOT
GEM_2024_B_5534735,"8 x 8 Matrix Switcher,4 x 4 Matrix Switcher,OFC Media Converter Single Fiber,Optimux 4 x Ethernet w",Ministry of Home Affairs Central Armed Police Forces,rejected,,12-11-2024 05:04:27,GEM BOT
GEM_2024_B_5534819,"PCI LAN CARD,CPU FAN,TEFLON PAPER,PRESSURE ROLLER,GEAR PRINTER,DRUM CLEANING BLADE,DRUM,CLEANING BL",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,24-10-2024 05:03:53,GEM BOT
GEM_2024_B_5534973,"Brake shoe front,Brake shoe rear,Rear wind screen L R,Reverse Light Switch,Check Nut,Wiper Blade LH",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,24-10-2024 05:14:40,GEM BOT
GEM_2024_B_5535316,Reversing pole changing switch,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,26-10-2024 13:17:18,GEM BOT
GEM_2024_B_5535453,Expansion of Network Attached Storage System,Ministry of Education Department of Higher Education,rejected,Open,29-10-2024 05:10:38,GEM BOT
GEM_2024_B_5535597,"Luna Network HSM S750,Client Licenses,Crypto Cmd Ctr, License, Monitoring And Management Per Partit",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,Open,24-10-2024 05:06:36,GEM BOT
GEM_2024_B_5535694,"Comprehensive AMC of Computer Systems, Peripherals and Maintenance of LAN Connectivity",Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,New-Corrigendum,27-10-2024 13:07:14,GEM BOT
GEM_2024_B_5535716,"24 Port Layer 3 Fully managed network switch with as per annexure 1,CAT 6 UTP Cable 305 Meter Box,I",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,Open,24-10-2024 05:06:20,GEM BOT
GEM_2024_B_5535954,Repair and Comprehensive Annual Maintenance Contract of CCTV Surveillance System and Accessories,Ministry of Defence Department of Military Affairs,rejected,Open,24-10-2024 05:02:58,GEM BOT
GEM_2024_B_5536143,Custom Bid for Services - 200136874  HOT LINE WASHING OF 220KV AND 400KV SWITCHYARD AT DGPS FOR THR,Ministry of Power NA,rejected,New-Corrigendum,26-10-2024 13:17:11,GEM BOT
GEM_2024_B_5536313,Custom Bid for Services - Cable Network Support Services,Ministry of Petroleum and Natural Gas ONGC VIDESH Limited,rejected,New-Corrigendum,26-10-2024 13:14:29,GEM BOT
GEM_2024_B_5536471,LEVEL SWITCH MECHANICAL MODULE,Ministry of Chemicals and Fertilizers Department of Fertilizers,rejected,New-Corrigendum,24-10-2024 05:07:54,GEM BOT
GEM_2024_B_5537318,"Vehicle Management System Software,RFID Cards,UTP Cable CAT 6,Desktop PC with Accessories,CP Plus 4",Ministry of Defence Department of Military Affairs,rejected,,06-11-2024 13:07:29,GEM BOT
GEM_2024_B_5538242,"SWITCHBOARD 11KV, 4000A, STC50KA WITH VCB",Ministry of Chemicals and Fertilizers Department of Fertilizers,rejected,,13-11-2024 05:06:58,GEM BOT
GEM_2024_B_5538588,Weather Proof (WP) IP based Fixed Bullet CCTV Camera,Ministry of Petroleum and Natural Gas CHENNAI PETROLEUM Corporation Limited,approved,Not Submitted,24-10-2024 13:01:47,GEM BOT
GEM_2024_B_5538621,Digital Pressure Switch,PMO Department of Atomic Energy,rejected,New-Corrigendum,24-10-2024 13:17:48,GEM BOT
GEM_2024_B_5538932,"Night Vision IP Outdoor Bullet camera 2MP 3.6mm 30 MTR range,PoE Switch,Network Switch,8TB Hard Dis",Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),rejected,,24-10-2024 13:04:14,GEM BOT
GEM_2024_B_5539452,"Cat 06 cable for line connecting security model,Port 08 switch adapter,RJ 45 connector,Power cable ",Ministry of Defence Department of Military Affairs,rejected,,25-10-2024 13:23:21,GEM BOT
GEM_2024_B_5539511,"Welding Cable Twenty Five Sqmm,Two Core Cable Six mm,Fifteen Amp Switch,Ten Amp Switch,Fifteen Amp ",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,25-10-2024 13:26:44,GEM BOT
GEM_2024_B_5539752,MINI DRONE,Ministry of Defence Department of Defence,rejected,New-Corrigendum,25-10-2024 13:11:47,GEM BOT
GEM_2024_B_5540021,"Online UPS (V2),Liquid Crystal Display LCD Panel or Monitors,Cable network tester",Ministry of Defence Department of Military Affairs,rejected,,03-11-2024 13:10:26,GEM BOT
GEM_2024_B_5540266,35 CCTV Surveillance cameras along with accessories and upgradation of hard disk Qty-08(8TB Each),Ministry of Defence Department of Military Affairs,rejected,,25-10-2024 13:03:15,GEM BOT
GEM_2024_B_5540277,"Layer 2 Access Switch (V2),Interactive Panels with CPU,Network Attached Storage (NAS) Device,Online",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:03:28,GEM BOT
GEM_2024_B_5540612,"HDMI 8 x 8 Switcher,Fiber Media converter,Hard disk drives,Hard disk drives",Ministry of Defence Department of Military Affairs,rejected,,03-11-2024 13:14:18,GEM BOT
GEM_2024_B_5540657,Layer - 3 Distribution Switch,Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 13:27:44,GEM BOT
GEM_2024_B_5540695,"SWITCH, MANAGED, 24P, C9200L-24T-4G-E, CISCO",Ministry of Steel Steel Authority of India Limited,rejected,New-Corrigendum,25-10-2024 05:04:08,GEM BOT
GEM_2024_B_5540849,"GREEN FIRE CRACKERS FOR SCARING BIRDS AND ANIMALS,CAMERA TRAP,G.P.S,CAPTURE POLES,REPTILE TONGS,STU",Forest Department Jammu and Kashmir,rejected,New-Corrigendum,25-10-2024 13:04:03,GEM BOT
GEM_2024_B_5540999,"Cat - 6 UTP Ethernet Cable for Wifi Indoor use (MTNL),Cat 6 Patch cord,Layer 2 Access Switch (V2),C",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:07:14,GEM BOT
GEM_2024_B_5541076,"Computer Printers,DVD Writer (Version 2),Cable network tester,Online UPS (V2)",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:03:36,GEM BOT
GEM_2024_B_5541135,"ELECTRIC MOTOR,PNEUMATIC VALVE,FIELD COIL ASSY,SOLENOID SWITCH,ARMATURE,RELAY,POLE SCREW,REGULATOR,",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,25-10-2024 13:36:01,GEM BOT
GEM_2024_B_5541204,"CCTV Camera 2 MP,CCTV Camera 4 MP,Luminous Bty 200AH,Automatic Stabilizer 2KVA,UPS 1550W,Stabilizer",Ministry of Defence Department of Defence,rejected,,25-10-2024 13:03:47,GEM BOT
GEM_2024_B_5541576,AMC of Integrated Security and Surveillance System - Comprehensive AMC for CCTV; Comprehensive; Har,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,New-Corrigendum,25-10-2024 13:08:36,GEM BOT
GEM_2024_B_5541723,"Bullet Camera,NVR,Hard Disk,Switch,Cable Cat 6 Network Cable,4 U Rack,PVC Box RJ 45 Jack,32 Monitor",Ministry of Defence Department of Military Affairs,rejected,,25-10-2024 13:04:16,GEM BOT
GEM_2024_B_5541863,PTZ cameras along with miscellaneous items,Ministry of Science and Technology Department of Science and Technology (DST),rejected,New-Corrigendum,25-10-2024 13:04:25,GEM BOT
GEM_2024_B_5541936,Fixing of New LAN Connections,Ministry of Health and Family Welfare Department of Health Research,rejected,New-Corrigendum,25-10-2024 05:02:53,GEM BOT
GEM_2024_B_5542285,QUADCOPTER WITH DAY AND NIGHT SURVEILLANCE CAPABILITY,Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 13:24:58,GEM BOT
GEM_2024_B_5542335,"CCTV camares, Cables, Monitor with instalation",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,,25-10-2024 13:10:23,GEM BOT
GEM_2024_B_5542601,"Video Recorder for CCTV System (V2),Layer 2 Access Switch (V2),CAT 6 Cable for Outdoor,Networking /",Panchayats and Rural Housing Department Gujarat,rejected,,25-10-2024 13:10:31,GEM BOT
