Tender ID,Name,Customer,Stage,Status,inserted Time,Inserted User ID
GEM_2024_B_5587342,"CARBURATOR ASSY,AIR FILTER,SPARK PLUG,IGNITION SWITCH,BIG BRG CELL,SILENCER GASKET",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:19:21,GEM BOT
GEM_2024_B_5587450,MICROWAVE SWITCH ASSEMBLY STATION,Ministry of Defence Department of Defence Production,rejected,,09-11-2024 13:14:43,GEM BOT
GEM_2024_B_5587473,"COMBINATION SWITCH,ROTOR FINAL ASSY,DUEL BRAKE VALVE,ISOLATOR SWITCH,ASSY FLY WHEEL,REGULATOR,FIELD",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:19:37,GEM BOT
GEM_2024_B_5587542,"Professional Large Format Display,Online UPS (V2),Speakerphone,Video Conferencing Camera / Web Came",Rural Development and Panchayat Raj Department Tamil Nadu,rejected,,09-11-2024 13:02:06,GEM BOT
GEM_2024_B_5587640,Repair and Mainteance of Perimeter Surveillance Grid System,Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:12:22,GEM BOT
GEM_2024_B_5587677,"IO BOX RJ-45 PUNCHING PORT,RJ-45 LAN CONNECTOR NO,CASING PATTEY WALL FITTING,RJ-45 Patch cord D-LIN",Ministry of Labour and Employment NA,rejected,,13-11-2024 05:02:01,GEM BOT
GEM_2024_B_5587808,24 Port managed gigabit switch with 1G SFP Module,Ministry of Defence Department of Defence Research & Development,rejected,,12-11-2024 05:31:50,GEM BOT
GEM_2024_B_5587810,"Boggy Wheel,MASTER CYLINDER ASSEMBLY,SELECTOR SWITCH 3 POSITION,STEERING CYLINDER,BALL JOINT R-H",Ministry of Civil Aviation AI Airport Services Limited,rejected,,09-11-2024 13:13:38,GEM BOT
GEM_2024_B_5587824,"high performance power supplies,Switch Mode Power Supply (SMPS) as per IS 14886:",Department of Space Department of Space,rejected,,13-11-2024 05:08:52,GEM BOT
GEM_2024_B_5587973,Custom Bid for Services - Installation of Wifi devices and Miscellaneous IT and Network at Customs ,Ministry of Railways Railways Public Sector Undertakings,rejected,,09-11-2024 13:10:35,GEM BOT
GEM_2024_B_5588211,ZERO SPEED SWITCH,Ministry of Steel Steel Authority of India Limited,rejected,Open,09-11-2024 13:13:47,GEM BOT
GEM_2024_B_5588360,"Annual Maintenance Contract for Networking Devices (Version 2) - L3 Switch; CISCO,Annual Maintenanc",Ministry of Commerce and Industry Department of Commerce,rejected,,12-11-2024 05:19:00,GEM BOT
GEM_2024_B_5588440,"Salzer Selector Switch Model PART NO 6A-S6-61069-B14-TDYR,Salzer Selector Switch Model 16A-S16- 900",PMO Department of Atomic Energy,rejected,,12-11-2024 05:20:32,GEM BOT
GEM_2024_B_5588608,"LED Light 6inch,Window Blind,PVC flooring,Switch 10 Amp,Shocket 10 Amp,6 modular plate frame,6 modu",Ministry of Labour and Employment NA,rejected,,09-11-2024 13:16:14,GEM BOT
GEM_2024_B_5588713,"AC spare,MCB,Switch,Plug,Flood Light",Ministry of Defence Department of Defence,rejected,,12-11-2024 05:28:01,GEM BOT
GEM_2024_B_5588745,AMC of Integrated Security and Surveillance System - Monitor Operations; Non-Comprehensive; Hardwar,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,,09-11-2024 13:11:54,GEM BOT
GEM_2024_B_5589165,"Adjustable Single Ended Open Jaw Wrench as per IS 6131,Adjustable Single Ended Open Jaw Wrench as p",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:04:50,GEM BOT
GEM_2024_B_5589217,"STEELCABINET FOR STORAGE,aluminium partition for box room in OR line,CCTV For Office,RO Candle,RO F",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:08:22,GEM BOT
GEM_2024_B_5589268,"FUEL PUMP ASSY,COMPRESSED GAS OXYGEN,GAS ACETYLENE,SWITCH ROTARY,FUEL OFF SOLENOID 12V,POLISH WAX,V",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:16:58,GEM BOT
GEM_2024_B_5589278,Camera for CCTV System (V2),Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:00:18,GEM BOT
GEM_2024_B_5589287,"195 cm tripod cum monopod,Tripod stand,133 cm aluminum tripod,2-in-1 Wireless Microphone,14 Inch LE",Ministry of Education Department of Higher Education,rejected,,09-11-2024 13:05:15,GEM BOT
GEM_2024_B_5589290,"PRINTER HEAD,HOT ROLLER,LAN CARD,PRESSURE ROLLER,RELAY 12V DC,LOGIC CARD FOR PRINTER,POWER SUPPLY C",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:10:05,GEM BOT
GEM_2024_B_5589419,"Non - Modular Piano Type Domestic Electrical Switches as per IS 3854,PVC Insulated Unsheathed Cable",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:14:07,GEM BOT
GEM_2024_B_5589436,"HORN CHANGE SWITCH,DRIVER PASSENGER FAN 24V,CLUTCH MASTER CYL ASSY,VALVE BRAKE PNEUMATIC,ARMATURE,B",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:16:45,GEM BOT
GEM_2024_B_5589522,"Radio Log Printed,Screw Driver Set,LAN Tester,Flexible Wire roll 90ft,Bond Paper,Butter Paper A4,Fu",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:11:28,GEM BOT
GEM_2024_B_5589632,"Flex Boards of Drone Characteristics,Wooden Powder colored and Models for Sand model,Fan assembly f",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:08:53,GEM BOT
GEM_2024_B_5589725,"2530017635BRAKEBOOSTER,261054500103COMBINATIONSWITCH,252409120103FUELPIPE,275225400105COVERASSY,L01",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:17:16,GEM BOT
GEM_2024_B_5589893,"SPARK PLUG,BTY CUT OFF SWITCH,HEAD LIGHT BULB 12V 55W,FRONT BRAKE SHOE,REAR BRAKE SHOE,COOLANT HOSE",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:18:12,GEM BOT
GEM_2024_B_5589917,"Bty Cut Off Switch,Rear Dumping Pad,Spider Bearing,Speedo Cable Frt Rear,Knuckle Bush,Bolt,Reverse ",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:17:57,GEM BOT
GEM_2024_B_5589984,"VEHICLE SPEED SENSOR,REPAIR KIT AIR DRIER ASSY,BUSH KING PIN,STOP LIGHT SWITCH,REVERSE LIGHT SWITCH",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:18:31,GEM BOT
GEM_2024_B_5590086,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Theft Prevention, Remote Video Monitoring, Facili",Indigenous and Tribal Faith and Culture Department,rejected,,09-11-2024 13:11:20,GEM BOT
GEM_2024_B_5590105,"TC9755796215 LEVEL SWITCH B7G1X59937 WONDER CEMENT,HY7334001010 LEVEL SWITCH B7G1X59937 WONDER CEME",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,,09-11-2024 13:14:26,GEM BOT
GEM_2024_B_5590161,"Hosts Servers,SAN Switches,TOR Switches,DAC Cables,LC LC Cables,Fiber Modules,Vmware licenses 1 Yea",Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,rejected,,09-11-2024 13:19:07,GEM BOT
GEM_2024_B_5590164,"BRAKE PAD,ACCELERATOR CABLE,THERMOSTAT VALVE,TIMING BELT,CYL HEAD GASKET,IGNITION SWITCH,OUTER HAND",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:18:47,GEM BOT
GEM_2024_B_5590198,Limit Switch,Labour and Employment Department Gujarat,rejected,,09-11-2024 13:19:53,GEM BOT
GEM_2024_B_5590202,"Change Over Switch,Needle Roller Bearing,Brake Shoe Lining Assy Rear,Oil Separator MAHLE,King Pin B",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:19:45,GEM BOT
GEM_2024_B_5590214,"4 Core wire Aluminium,4 Pole MCB,10mm Copper Wire,15 Amp Switch Board,Spray Machine",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:19:31,GEM BOT
GEM_2024_B_5590217,"SPEEDO METER ASSY,FUEL GUAGE,CHANGE OVER SWITCH,BEARING,ROTOR ASSY",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:19:18,GEM BOT
GEM_2024_B_5590242,AMC of Integrated Security and Surveillance System - Outdoor Perimeter Security; Comprehensive; Net,Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:11:05,GEM BOT
GEM_2024_B_5590251,SMALL DRONE,Ministry of Defence Department of Defence,rejected,,10-11-2024 13:09:20,GEM BOT
GEM_2024_B_5590253,"ARMATURE ASSY,BRUSH GEAR ASSY,GASKET CYL HEAD,SOLENOID SWITCH,GEAR WIPER MOTOR,OIL SEAL,DRIVE ASSY,",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:20:11,GEM BOT
GEM_2024_B_5590275,"Wheel Assy,Rubber Bidding,Fuel Filter,Push Starting Switch,Realy",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:20:23,GEM BOT
GEM_2024_B_5590289,LEVEL SWITCH AMPLIFIER UNIT NIVOLARM ALC 541IS MAKE: NIVO CONTROLS PVT. LTD.,Ministry of Power Contracts and Materials,rejected,,13-11-2024 05:08:44,GEM BOT
GEM_2024_B_5590431,"Plastic Basket,Office Curtain,Curtain Rod,Oven,Speaker,Smart LED 56 Inch for CCTV Display,RO Plant ",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:09:12,GEM BOT
GEM_2024_B_5590539,Telescope Camera Pole,Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 13:09:24,GEM BOT
GEM_2024_B_5590589,"D Link Cat 6 Cable,7 Port switch,NVR LAN Extender,12V 2 Amp Adaptor,7 Channel DVR,19mm Ply Board",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:10:03,GEM BOT
GEM_2024_B_5590634,"CARPET 12X18,GRASS MAT 15 MTR X 2 FT,EVEREADY RECHARGEABLE BTY AA,CHANGE OVER SWITCH 63 AMP,WATCH F",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:09:49,GEM BOT
GEM_2024_B_5590649,Operation And Maintenance Of Substation - Maintenance of CCTV04 Nos 220132 KV Switchyard installed ,Energy Department Uttar Pradesh,rejected,,10-11-2024 05:08:49,GEM BOT
GEM_2024_B_5590655,PAN TILT ZOOM CAMERA ALONGWITH ACCESSORIES,Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:05:08,GEM BOT
GEM_2024_B_5590697,"Relay With 6 Pin,Relay 12V,Gear Lever Kit,Relay 12 V,Rotary PTO Switch,Relay 24V Hold Relay,Repair ",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:09:35,GEM BOT
GEM_2024_B_5590751,THREE TACTICAL SURVEILLANCE QUADCOPTER,Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:08:11,GEM BOT
GEM_2024_B_5590758,"Blower Cooler Fan,Fan Belt Blower,Blower Bearing,Cut Off Switch,Fuel Feed Pump,Injector Assy,Soleno",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:09:11,GEM BOT
GEM_2024_B_5590770,IP Based KVM Switch,Ministry of Power NA,rejected,,10-11-2024 13:15:16,GEM BOT
GEM_2024_B_5590872,"MONOCHROME LASER MFC PRINTER,UTP CAT 6 CABLE,HDMI CABLE 5 M,NETWORK PRINTER,HDMI CABLE 10 M",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:05:39,GEM BOT
GEM_2024_B_5590955,"PCI LAN CARD,PCI EXPRESS LAN CARD,KEY BOARD AND MOUSE,RAM DDR III 4GB,PRINTER BELT L565",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:02:44,GEM BOT
GEM_2024_B_5591031,"PCI LAN CARD,HDMI CABLE,PCI EXPRESS CARD,HARD DISK 500GB SEAGATE,LOGIC CARD EPSON PRINTER,RAM DDR I",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:02:16,GEM BOT
GEM_2024_B_5591047,"socket 5 amp electric board,tape roll,15amp eletric board,15 amp top plug,holder,bed switch,5amp pl",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:10:20,GEM BOT
GEM_2024_B_5591141,Cables suitable for CCTV System (Accessories),Urban Development Department Karnataka,rejected,,10-11-2024 05:06:22,GEM BOT
GEM_2024_B_5591143,Time Switch,"Ministry of Ports, Shipping and Waterways NA",rejected,,10-11-2024 05:08:57,GEM BOT
GEM_2024_B_5591204,Drone Station Processing Unit,Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:06:52,GEM BOT
GEM_2024_B_5591205,"Online UPS of 2 KVA,Medicine Storage Racks,Tooth Extraction Forceps Kit 24 instruments,Air Conditio",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:02:54,GEM BOT
GEM_2024_B_5591226,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Home Department Uttar Pradesh,rejected,,10-11-2024 13:13:23,GEM BOT
GEM_2024_B_5591234,Cables suitable for CCTV System (Accessories),Urban Development Department Karnataka,rejected,,10-11-2024 05:06:30,GEM BOT
GEM_2024_B_5591239,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR,Home Department Uttar Pradesh,rejected,,10-11-2024 13:18:40,GEM BOT
GEM_2024_B_5591301,"Camera with zoom, wide angle,video camera,Tele photo lens,Computers,Laptop",Ministry of Education Department of Higher Education,rejected,,10-11-2024 05:03:37,GEM BOT
GEM_2024_B_5591372,"REVERSE SWITCH,SPEEDO CABLE,SIDE INDICATOR ASSY,CLUTCH CABLE COMPLETE",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:10:52,GEM BOT
GEM_2024_B_5591388,"CPU,CCTV Camera,Sensor for Urinal,Curtain,Door Closer,Cardiac Monitor,Thermometer,Printer",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:03:09,GEM BOT
GEM_2024_B_5591447,Repair and Overhauling Service - REPAIR OF DIGITAL SLR CAMERA NIKON D 850 AND D 750; NIKON; Yes; Se,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,10-11-2024 13:00:20,GEM BOT
GEM_2024_B_5591528,AMC of Integrated Security and Surveillance System - Outdoor Perimeter Security; Non-Comprehensive;,Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:13:15,GEM BOT
GEM_2024_B_5591536,"Earth Test meter,LAN Tester,Krone Tool,ten Pair Krone,RJ eleven Connector,Roject Box,Portable Chemi",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:11:49,GEM BOT
GEM_2024_B_5591558,Video Recorder for CCTV System (V2),Ministry of Education Department of School Education and Literacy,rejected,,10-11-2024 13:07:53,GEM BOT
GEM_2024_B_5591584,Helmet Mount (Accessories for Action Camera),Urban Development Department Karnataka,rejected,,10-11-2024 13:02:22,GEM BOT
GEM_2024_B_5591640,"Solenoid Switch,Eng Mtg Pad,Cross,Wheel Bearing,Oil Seal,Cover assy,Air Intake Hose",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:15:54,GEM BOT
GEM_2024_B_5591681,Thermal Imaging Camera for Overhead Equipment with Color Liquid Crystal Dsiplay,Ministry of Housing & Urban Affairs (MoHUA) Ministry of Housing and Urban Affairs,rejected,,12-11-2024 05:13:19,GEM BOT
GEM_2024_B_5592073,Speed Sensor Camera for North Karanpura 300043456,Ministry of Power NA,rejected,,13-11-2024 13:04:26,GEM BOT
GEM_2024_B_5592157,"FLEXIIBLE WIRE,3 CORE MAIN LEAD,LED RED GREEN YELLOW BLUE,DC OUTPUT LEAD CHARGER,SWITCH GUARD SUPER",Ministry of Home Affairs Central Armed Police Forces,rejected,,10-11-2024 13:16:24,GEM BOT
GEM_2024_B_5592203,NETWORK TESTER,Ministry of Power NA,rejected,,13-11-2024 05:03:44,GEM BOT
GEM_2024_B_5592228,"Slave Cylinder,Ignition Switch,Assy Megnatic Valve,Spring Brake Actuator,Clutch Master Cylinder,Tai",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:16:38,GEM BOT
GEM_2024_B_5592319,"Engine oil pressure Hose,Water temp gauge,Amp meter,Switch Night,Stainer Radiator,Cap Radiator,Univ",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:17:38,GEM BOT
GEM_2024_B_5592378,"Outdoor IP Camera 360 view PTZ,08 Port POE Full Gigabit Switch,CAT 6 UTP Cable D Link 305 Meters,Ca",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:05:31,GEM BOT
GEM_2024_B_5592415,"SPARK PLUG,STOP LIGHT SWITCH,CLUTCH CABLE ASSY,SWITCH ASSY,HEAD LIGHT ASSY,BRG 6003,SPEEDOMETER CAB",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:16:58,GEM BOT
GEM_2024_B_5592424,"PARTS KIT MECHANICAL EQUIPMENT,YVEL HYDRAULIC LATCH LOCK WITH SWITCH,SEAL PLAIN,STATOR ASSY,REGULAT",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:17:21,GEM BOT
GEM_2024_B_5592545,DASH CAMERA,Ministry of Defence Department of Defence,rejected,,10-11-2024 13:05:15,GEM BOT
GEM_2024_B_5592577,Dashboard Camera,Forest and Environment Department Odisha,rejected,,10-11-2024 13:02:14,GEM BOT
GEM_2024_B_5592601,"ARM ASSY KICK STARTER,OIL SEAL KIT,ASSY AUXILIARY WATER TANK,BATTERY CUT OFF SWITCH,HEAD LAMP RELAY",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:33:38,GEM BOT
GEM_2024_B_5592610,"Digital Camera 16 Mega Pixel with 125 Optical zoom covering from vide angle 24mm to 3000mm,Dash Boa",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 13:07:37,GEM BOT
GEM_2024_B_5592614,"Fuel Pump Assy Complete,Rotating Diode,Armature Assembly,Switch Push Button,Rubber Disc Coupling",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:17:51,GEM BOT
GEM_2024_B_5592629,"Vehicle Dash Camera,Camera Charger,PPR 50mm Socket and lock,Foot Mat Green,Hair Cutting Machine,Tal",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:06:21,GEM BOT
GEM_2024_B_5592697,"Push switch,Loop safety sensor,Starter pilot unit,Diode,Diode,Pipe pump to injector,Filter Element,",Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 13:18:22,GEM BOT
GEM_2024_B_5592778,"Speedometer Assembly,Solenoid Switch 12V,Cross Kit,Bush CE,Master Cylinder Repair Kit,Cable Acceler",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 05:11:51,GEM BOT
GEM_2024_B_5592780,"KIT PAD ASSY,DISTRIBUTER HEAD,COMBINATION SWITCH,ROLLER BRG,SEALING RING",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 05:11:31,GEM BOT
GEM_2024_B_5592802,"Software for Securing Devices and Networks against Sophisticated Cyber Threats,Win 10 Pro 64 Bit En",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 05:10:19,GEM BOT
GEM_2024_B_5592834,"Luminous Inverter with battery,Motor 1 HP crompton,Emergency light,Electric cable,Electric Golves,B",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 13:03:36,GEM BOT
GEM_2024_B_5592916,"Intractive panel,USB PTZ Camera,Microphone,Sound BAR,Installation",Ministry of AYUSH Central Council for Research in Ayurvedic Sciences,rejected,,11-11-2024 05:07:39,GEM BOT
GEM_2024_B_5592963,Camera for CCTV System (V2),Department of Panchayati Raj,rejected,,11-11-2024 05:06:57,GEM BOT
GEM_2024_B_5592964,CCTV CAMERA,Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 05:07:25,GEM BOT
GEM_2024_B_5592986,"Camera for CCTV System (V2),Video Recorder for CCTV System (V2),Cables suitable for CCTV System (Ac",Directorate of Muncipal Administration,rejected,,13-11-2024 13:04:16,GEM BOT
GEM_2024_B_5593005,"CLUTCH RELEASE BRG,SEAL CRANK SHAFT,LOCK ASSY GATE SIDE LH,ENG MTD PAD,DUMPER ASSY STEERING,SWITCH ",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 05:12:12,GEM BOT
GEM_2024_B_5593026,"Rubber Disc Coupling,Switch Push Button,Starter,Armature Assembly,Alternator",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 05:11:19,GEM BOT
GEM_2024_B_5593048,"C Type cable,CD DVD Writer HP External,AC200 Mech Wi Fi Router,Fibre SFP Module,TP Link 8 Port 1060",Ministry of Defence Department of Defence,rejected,,11-11-2024 13:04:31,GEM BOT
GEM_2024_B_5593153,"Sniper Training,Unit Commanders Ke Dastawez,The History of Caliph Vathok,Six days of Wars,Drone War",Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 13:07:09,GEM BOT
GEM_2024_B_5593172,"Oil Filter,Fan Belt,Knuckle Bush,Bty Cut Off Switch,Clutch Plate,Siren,Road Spring,Sleeve Cyl Assy",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:32:09,GEM BOT
GEM_2024_B_5593178,CCTV SURVEILLANCE SYSTEM WITH INSTALLATION,Ministry of Defence Department of Military Affairs,rejected,,11-11-2024 13:06:55,GEM BOT
GEM_2024_B_5593180,"Accelerator Cable,Gear Lever Repair Kit,Battery Cut off Switch,Card Set High Tension,Oil Seal Housi",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:32:29,GEM BOT
GEM_2024_B_5593199,"CIRCUIT BREAKER BATTERY CUT OFF SWITCH,MANUAL BRAKE VALVE WABCO 961723203.1,REED VALVE,PUMP HAND FU",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:11:46,GEM BOT
GEM_2024_B_5593206,"FIELD COIL,BENDIX DRIVE,SOLONOID SWITCH,SLAVE MASTER CYL ASSY,GEAR LEVER KIT,RADIATOR C AP,24 V SOL",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:32:49,GEM BOT
GEM_2024_B_5593303,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR,Forest and Environment Department Odisha,rejected,,11-11-2024 13:10:16,GEM BOT
GEM_2024_B_5593326,"4 by 4 Matrix Switcher,8 by 1 Matrix Viewer,4 by1 Multi Viewer,Electrical wire 1 mm 10 mtr single n",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:33:03,GEM BOT
GEM_2024_B_5593332,"Starter,Alternator,Armature Assembly,Switch Push Button,Rubber Disc Coupling",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:21:20,GEM BOT
GEM_2024_B_5593583,"KIT FOR TIMING GEAR HOUSING,PUMP FUEL TRANSFER,OIL SEAL,COMBI SWITCH MS HARNESS,STARTER MOTOR 24 VO",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:21:07,GEM BOT
GEM_2024_B_5593690,"TIME SWITCHES- 24 HRS SYNCHRONOUS TIMER,HOUR METER/COUNTER/TIME TOTALIZER-230VAC,ROTARY SWITCH 4POL",Ministry of Defence Department of Defence Production,rejected,,12-11-2024 05:20:16,GEM BOT
GEM_2024_B_5593700,Custom Bid for Services - AMC of CCTV SYSTEM installed at MISC CI areas at NTPC Farakka,Ministry of Power NA,rejected,,12-11-2024 05:17:21,GEM BOT
GEM_2024_B_5593739,SWITCH ROD ASSLY. (HW-279.50. 15) -- AS PER DRG. 21165105005 REV. 00 (HWR. MATL. CODE - W9731165111,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,,12-11-2024 05:19:49,GEM BOT
GEM_2024_B_5593769,VIDEOGRAPHY AND DRONE PHOTOGRAPHY INCLUDING EDITING AND MAKING OF NAVY WEEK VIDEO,Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 13:22:08,GEM BOT
GEM_2024_B_5593904,"Layer 2 Access Switch (V2),Fiber Media converter,CAT 6 Information outlet,Fibre Cable  for Networki",Ministry of Coal COAL INDIA LIMITED,rejected,,12-11-2024 05:18:06,GEM BOT
GEM_2024_B_5593942,Dashboard Camera,Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:00:20,GEM BOT
GEM_2024_B_5594122,Fibre Cable for Networking,"Ministry of Ports, Shipping and Waterways NA",rejected,,12-11-2024 05:18:33,GEM BOT
GEM_2024_B_5594136,"Video Conferencing Camera / Web Camera,Speakerphone,Online UPS (V2)",Rural Development and Panchayat Raj Department Tamil Nadu,rejected,,12-11-2024 05:02:24,GEM BOT
GEM_2024_B_5594193,"Repair Kit Mechanical Transmission,Reverse Light Switch,Arm Wind Screen Wiper S A of Wiper Arm,Hose",Ministry of Defence Department of Defence,rejected,,12-11-2024 05:23:18,GEM BOT
GEM_2024_B_5594195,Digital Fundus Camera,Medical Education Department Uttar Pradesh,rejected,,12-11-2024 05:03:50,GEM BOT
GEM_2024_B_5594231,"Hiring of Professionals for Cloud, Network and Security - Security related roles; Security Administ",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,,13-11-2024 13:22:55,GEM BOT
GEM_2024_B_5594233,"Armature Assy,Field Coil,SOLONOID SWITCH,Drive Assy,Clutch Cyl Assy,Air Comp Kit,Sleeve Cyl Assy",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:23:01,GEM BOT
GEM_2024_B_5594291,"Solenoid Switch 24v,Wheel Cyl Assy,Fuel Feed Assy,Oil Filter,Oil Seal,Air Compressor kit,Tondan Mas",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:27:19,GEM BOT
GEM_2024_B_5594307,"CAPACITOR 2 POINT 5 MFD OIL MAKE HAVELLS OR EQUIVALENT,PT SWITCH 5 AMPS OR 6 AMPS OF ISI STANDARD M","Andaman Public Works Department (APWD), Andaman & Nicobar",rejected,,12-11-2024 05:27:01,GEM BOT
GEM_2024_B_5594328,Custom Bid for Services - AMC for CCTV Cameras in FSD Katni and FSD Seoni under FCI Divisional Offi,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,,12-11-2024 05:02:48,GEM BOT
GEM_2024_B_5594503,"Assy Clutch Master Cyl,Second Leaf,Starter solenoid switch,Battery cut off switch,Feed Pump,Dual Br",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:29:44,GEM BOT
GEM_2024_B_5594506,"Bendix Drive,Field Coil Assy,Bush Set,Solenoid Switch,Regulator SR 60,Coolant Hose,Oil Seal,Complet",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:29:20,GEM BOT
GEM_2024_B_5594536,"Z6/5930-004699, Limit Switch (Push Type-Right Socket)",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:16:02,GEM BOT
GEM_2024_B_5594565,"Fuel Pipe Assembly,Hub Front Wheel,Head Light Switch left,Bearing Outer front,Bearing Inner FR,Fan ",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:28:56,GEM BOT
GEM_2024_B_5594633,"CAPACITOR 2 POINT 5 MFD OIL MAKE HAVELLS OR BAJAJ OR PHILIPS OR CROMPTON OR EQUIVALENT,PT SWITCH 5 ","Andaman Public Works Department (APWD), Andaman & Nicobar",rejected,,12-11-2024 05:31:41,GEM BOT
GEM_2024_B_5594661,"Armature Assy,Field coil assy,Solenoid switch,Drive assy for starter,Sintered bush,Brush gear assy",Ministry of Defence Department of Military Affairs,rejected,,12-11-2024 05:28:35,GEM BOT
GEM_2024_B_5594750,"Assy combi Switch R H D Arm,Assy Pull Cable Accelerator,Assy Blinker Lamp With Bulb LH,Flexible Pip",Ministry of Defence Department of Defence,rejected,,12-11-2024 05:28:20,GEM BOT
