tender_id,name_of_work,customer,inserted_time,inserted_user_id,verification_1,done
GEM_2023_B_4334413,"CCTV BULLET CAMERA,8 PORT POE SWITCH,OTE,UTP CABLE 5 MTR,POWER CABLE 1.5MM 3 CORP,OFC 4 CORE,JOINTI",Ministry of Defence Department of Military Affairs,13-01-2024 13:47:21,GEM BOT,rejected,Open
GEM_2023_B_4335582,Body Worn Camera System,Ministry of Home Affairs Central Armed Police Forces,19-12-2023 13:57:29,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4335913,Custom Bid for Services - AMC of Local Area Network,Ministry of Defence Department of Military Affairs,10-01-2024 05:07:28,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4336113,"SITC of IP 2MP IR Bullet Camera with Motorized Varifocal lens, Perpetual License, Three Years Warra",Public Works Department West Bengal,14-12-2023 07:07:55,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4336195,"Body worn camera,Fast charging system for camera devices,Data backup system,UPS 1.5 KVA,Software",Ministry of Defence Department of Military Affairs,14-12-2023 07:04:34,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4336370,"All in One Desktop,UPS,All in One Printer with ADF,All in One Printer without ADF,QR Printer,QR Rea",Ministry of Health and Family Welfare Department of Health and Family Welfare,07-01-2024 06:20:34,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4337815,"PSR150-A power supply module, for HP make network switches",PMO Department of Atomic Energy,20-12-2023 05:19:06,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4338313,"Dome Camera,Bullet Camera,PTZ Camera,SD Card,VMS software,Device Licenses,Analytics,Analytics,Serve",Ministry of Civil Aviation Airports Authority of India (AAI),14-12-2023 07:15:49,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4338727,"All in One PC,Online UPS (V2),Multifunction Machines MFM,Layer 2 Access Switch (V2),Cat - 6 UTP Eth",Ministry of Defence Department of Military Affairs,21-01-2024 05:17:29,GEM BOT,rejected,
GEM_2023_B_4339992,Procurement of PTZ camera,Ministry of Power POWER GRID Corporation OF INDIA Limited,16-12-2023 14:01:39,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4340582,"LAN EXTENDER ELECTRICAL,LAN EXTENDER OPTICAL,MER",Ministry of Defence Department of Military Affairs,09-01-2024 13:18:23,GEM BOT,rejected,Open
GEM_2023_B_4340915,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,09-01-2024 05:04:43,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4343744,"Fixed IP Camera,Network Video Recorder 16 Ch,Network Video Recorder 8 Ch,Network Video Recorder 4 C",Ministry of Defence Department of Military Affairs,19-12-2023 05:10:02,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4344367,CCTV System,Ministry of Defence Department of Military Affairs,07-01-2024 05:32:53,GEM BOT,approved,Not Submitted
GEM_2023_B_4347676,"sound proofing,interactive flat panel 86inch,speaker with wire,video conf camera,cord less mic,inte",Ministry of Defence Department of Military Affairs,23-12-2023 13:54:39,GEM BOT,approved,Not Submitted
GEM_2023_B_4349093,HERMETICALLY SEALED LIMIT SWITCH,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,30-12-2023 05:16:16,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4349844,"server,Switch,capping casing,Cat 6,UPS 5 KVA,UPS 3 KVA,OTE,4U Rack,Pigtail SC to EC,Fiber Patch Cor",Ministry of Defence Department of Military Affairs,28-12-2023 13:27:58,GEM BOT,approved,Not Submitted
GEM_2023_B_4350329,Web Camera,Health & Family Welfare Department Gujarat,14-01-2024 05:18:50,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4350869,Switch key actuator of Badge Reader Bypass Mechanism of CAB DOOR/RS-2,Ministry of Housing & Urban Affairs (MoHUA) Ministry of Housing and Urban Affairs,19-12-2023 06:02:23,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4351910,"Covert Secure 2 MP Dome Camera,HI Focus Port Fast Ethernet PoE Switch with 2 gigabit uplink 810 100",Ministry of Defence Department of Military Affairs,16-12-2023 06:24:10,GEM BOT,approved,Not Submitted
GEM_2023_B_4351947,"SUPPLY OF MATERIAL FOR 6.6KV, 1250A, 40KA, 1SEC SWITCHBOARD PANELS FOR HT-231 BOARD OF SUBSTATION (",Ministry of Petroleum and Natural Gas GAIL India Limited,21-12-2023 06:23:31,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4352993,Mini Surveillance Drone,Ministry of Defence Department of Military Affairs,27-12-2023 05:06:56,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4353142,"Change Over Switch Assembly to Drg. No. 2A26 cb-10-49 cb.,Switch Assy and Axle with Lever (Assembly",Ministry of Defence Department of Defence Production,16-12-2023 13:47:24,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4354534,Web Camera,Food Civil Supplies and Consumer Affairs Department Gujarat,21-01-2024 13:31:17,GEM BOT,rejected,
GEM_2023_B_4355186,"SMF Battery,Keyboard and Mouse,Landline Phone,Engine Oil,Switch Mode Power Supply",Ministry of Defence Department of Military Affairs,21-12-2023 06:30:17,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4355213,"BULLET CAMERA 5MP,PTZ CAMERA 4MP,DISPLAY UNIT,DISPLAY UNIT,DISPLAY UNIT,32 CHANNEL NVR,16 CHANNEL N",Ministry of Defence Department of Military Affairs,29-12-2023 05:22:00,GEM BOT,approved,Not Submitted
GEM_2023_B_4356863,"Line Interactive UPS with AVR (V2),Network Attached Storage (NAS) Device,Workstation",Ministry of Defence Department of Military Affairs,02-01-2024 05:03:30,GEM BOT,approved,Not Submitted
GEM_2023_B_4358316,Network Attached Storage (NAS) Device,Ministry of Defence Department of Military Affairs,29-12-2023 05:08:03,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4358471,"Fixed Weatherproof Camera,PTZ Weatherproof Camera,Supply of Glass Domes for Indigo Vision B",Ministry of Petroleum and Natural Gas NA,21-12-2023 14:55:39,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4359965,Custom Bid for Services - Installation of Electronic Speed Switch into Belt Conveyors with Integrat,Ministry of Steel NMDC Limited,19-12-2023 06:06:52,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4361155,"Video Conferencing Camera,Bluetooth Speakerphone,32 inchLED TV,Wall mount kit for TV,Wall mount sta",Skill Development and Technical Education Department. Odisha,19-12-2023 07:01:48,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4361218,Unmanned Aerial Vehicle & Payload Systems for Surveillance,PMO Department of Atomic Energy,09-01-2024 05:06:16,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4361689,Flameproof Switch Socket,Ministry of Defence Department of Defence Production,22-12-2023 06:02:01,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4361906,NETWORKING HARDWARE AS PER ANNEXURE-I,Ministry of Defence Department of Defence Production,30-12-2023 13:20:26,GEM BOT,approved,Not Submitted
GEM_2023_B_4362106,"CCTV Cameras,CCTV IP Cameras,POE Switch,Network Video Recorder,UTP Cable,Commercial Grade Monitorin",Ministry of Defence Department of Military Affairs,28-12-2023 13:24:03,GEM BOT,approved,Not Submitted
GEM_2023_B_4362598,"4 MP IP Camera,NVR 16 Channel without HD,2TB HD Disk,CAT 6 Outdoor,8 port Switch,4 Port POE Switch,",Ministry of Defence Department of Military Affairs,19-12-2023 13:54:00,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4362898,"Workstation,Revolving Chair,Online UPS,False Ceiling,Wall Colouring,LAN Networking,Split AC,Elecric",Skill Development and Technical Education Department. Odisha,19-12-2023 13:27:00,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4364046,"Professional Video Camera,HDMI Extender over Wireless,HDMI Extender over OFC,HDMI Switcher,Tripod,A",Information Technology Department Andaman & Nicobar,28-12-2023 13:27:00,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4364469,"Laptop,Computer along with printer,Wifi Routers,Internet Charges,Eight Channel NVR,Ethernet Network",Ministry of Defence Department of Military Affairs,07-01-2024 13:20:57,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4365752,"Camera,Video Recorder,Cable,Laying Installation Charges,Installation Configuration Charges",Ministry of Defence Department of Ex-Servicemen Welfare,20-12-2023 07:36:13,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4366394,Dashboard Camera,Ministry of Defence Department of Military Affairs,20-01-2024 05:16:58,GEM BOT,rejected,
GEM_2023_B_4367016,"Rack Server,Backup Server,SAN Storage,TOR switch,Upgradation of vSphere Standard Per Socket License",Planning and Economic Affairs Department Kerala,20-12-2023 06:24:38,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4367364,Unmanned Aerial Vehicle (Drone Camera) for (MHA),Ministry of Railways Indian Railways,21-12-2023 06:57:31,GEM BOT,rejected,Open
GEM_2023_B_4367451,Custom Bid for Services - Surveillance upkeeping and watch  ward of integrated GD and EWS Stations ,Ministry of Power Hydro Power,11-01-2024 05:04:54,GEM BOT,rejected,Open
GEM_2023_B_4368743,"Hiring of Professionals for Cloud, Network and Security - Data Centre related roles; Data Centre Su",Ministry of Power Bhakra Beas Managemet Board,28-12-2023 13:23:20,GEM BOT,approved,Not Submitted
GEM_2023_B_4368961,"Router Firewall etc,Server AS,Server DB,Storage Solution,48 port Ethernet switch,19 Rack,Router, Et",Home Affairs and Justice Department Punjab,21-12-2023 06:17:08,GEM BOT,approved,Not Submitted
GEM_2023_B_4370387,Custom Bid for Services - SUPPLY OF INSTALLATION OF CCTV AS PER ATTACHED ANNEXURE,Ministry of Defence Department of Defence Production,07-01-2024 05:38:56,GEM BOT,approved,Not Submitted
GEM_2023_B_4370442,"16 CH Terbohd NVR,HDD,Camera,LED Monitor,Port Switch,Port Switch,Rack,Housing,Fibre Optic Cable,Med",Ministry of Defence Department of Military Affairs,11-01-2024 05:18:13,GEM BOT,rejected,Open
GEM_2023_B_4370641,"SANCHAR BODY WORN CAMERA SBWC 02,CHEST MOUNT,CHEST CLIP,SHOULDER VEST BELT,SHOULDER CLIP,HELMET MOU",Ministry of Defence Department of Military Affairs,20-01-2024 05:18:28,GEM BOT,rejected,
GEM_2023_B_4371111,Procurement and installation of CCTV camera Qty 26,Ministry of Defence Department of Military Affairs,07-01-2024 05:38:36,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4371728,"32 CHANNEL 4K NVR WITH 2 SATA SLOT,02 MP IP BULLET CAMERA 30 MTRS,02 MP IP BULLET CAMERA 50 MTRS,SU",Ministry of Defence Department of Military Affairs,07-01-2024 14:00:20,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4371737,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,02-01-2024 13:20:50,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4372551,"Sprint Handle Bar,Stem,Air Pump,Cycle mechanic Tool Box,Push Sledge,Grip Powder Stand,Basket Steel,",Ministry of Youth Affairs and Sports Department of Sports,21-12-2023 15:08:16,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4373215,PRD LIMIT SWITCH,Ministry of Power POWER GRID Corporation OF INDIA Limited,29-12-2023 13:49:28,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4375241,Installation & Commissioning of Lightning Detection Network and Early Warning System,Revenue Department Uttar Pradesh,21-12-2023 13:22:54,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4375684,"Two stage endosseous internal self threading platform switched implant size 3.3 mm diameter11.5 mm,",Ministry of Defence Department of Military Affairs,07-01-2024 13:22:50,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4375972,"2 5 MFD Capacitor,5A 6A Piano type switch,5A 6A 5 Pin Socket,15 A Piano Switch,15 A Socket,Electron",Ministry of Finance Department of Economic Affairs,12-01-2024 05:24:09,GEM BOT,rejected,Open
GEM_2023_B_4377272,Procurement of Misc. CCTV Hardware & Accessories for NTPC FSTPS,Ministry of Power NA,29-12-2023 13:51:26,GEM BOT,approved,Not Submitted
GEM_2023_B_4378210,"Cctv camera,Ptz camera,Dvr,Online UPS 5 KVA for Backup,Cable,Installation charges",Ministry of Defence Department of Military Affairs,13-01-2024 13:48:54,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4378315,"Change over switch 3 phase 200 amp, Havells,Condenser 2,5 mfd,Holder latkan Anchor,Ceiling Fan Baja",Higher Education Department Uttar Pradesh,22-12-2023 05:45:43,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4378724,245 kV three phase isolators with or with out earth switch,Ministry of Power Bhakra Beas Managemet Board,22-12-2023 06:12:43,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4378906,"BELL DING DONG,CAPACITOR FOR CELLING FAN 2 point 5 MFD,CASING CAPING 25 MM,CHANGE OVER SWITCH 4 POL",Ministry of Defence Department of Military Affairs,24-01-2024 13:26:11,GEM BOT,rejected,
GEM_2023_B_4379530,Network Cable Analyzer,Ministry of Housing & Urban Affairs (MoHUA) Ministry of Housing and Urban Affairs,23-12-2023 05:30:42,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4379809,"modular electrical switches and accessories,modular electrical switches and accessories,modular ele",PMO Department of Atomic Energy,29-12-2023 13:49:36,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4379995,"Secure, Enterprise grade, Robust and High Speed Wifi Network in different locations of MCL JV & AV,",Ministry of Coal MAHANADI COALFIELDS LIMITED,02-01-2024 05:03:43,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4380092,SWITCHBOARD-MV: MCC/PCC/PMCC-DRAWOUT (SM/B414-000-XC-MR-0040/32),Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,22-12-2023 06:09:20,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4381248,"PROXIMITY SWITCH WITH 10 MTR LONG CABLE, FOR 2045 MM DIA. DI. BAB-24 FAN,PROXIMITY SWITCH WITH 10 M",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,22-12-2023 13:49:41,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4381330,"Buzzer,Micro Switch,Welding Rod,Acrylic Board,Foam Mat,Square Pipe 1 inch,Square Pipe 2 inch,Clamps",Ministry of Defence Department of Military Affairs,23-12-2023 05:31:59,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4381403,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,11-01-2024 13:19:02,GEM BOT,rejected,Open
GEM_2023_B_4382146,"1000174613 WiFi AND CCTV SOLUTION AS TURNKEY BASIS,1049137 INSTALLATION & COMMISSIONING CHARGE",Ministry of Petroleum and Natural Gas Materials Department,23-12-2023 06:44:08,GEM BOT,approved,Not Submitted
GEM_2023_B_4384079,"ARMATURE ASSY DOZER,SOLENOID SWITCH DOZER,BATTERY CUT OFF SWITCH,4ST RELAY 24V DOZER,RUBBER HOSE",Ministry of Defence Department of Military Affairs,23-12-2023 05:52:32,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4384118,Layer 2 Access Switch (V2),Urban Development and Town and Country Planning Department West Bengal,23-12-2023 06:22:59,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4385171,"Modular Switch 20 A,Modular Socket 20 A,Modular Switch 10 A,Modular Socket 10A,Modular Switch 2 Way",Ministry of Science and Technology Department of Science and Technology (DST),23-12-2023 06:32:56,GEM BOT,approved,Not Submitted
GEM_2023_B_4385807,Local Reference System Switching cum Interface Unit,Ministry of Defence Department of Military Affairs,27-12-2023 05:16:13,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4385917,SDN Enabled L3 Switch,PMO Department of space,23-12-2023 06:28:38,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4386320,Custom Bid for Services - CMC CONTRAT FOR LAN AND NETWORKING,Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),23-12-2023 05:08:04,GEM BOT,approved,Not Submitted
GEM_2023_B_4387005,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,09-01-2024 05:05:02,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4387020,Layer 2 Access Switch (V2),Home Department Odisha,23-12-2023 13:45:14,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4387406,AMC of Integrated Security and Surveillance System - Facility/Asset Protection; Comprehensive; Hard,Ministry of Defence Department of Defence,10-01-2024 05:06:59,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4387478,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,07-01-2024 05:15:06,GEM BOT,approved,Not Submitted
GEM_2023_B_4388249,Belt Rupture Switch,Ministry of Steel Rashtriya Ispat Nigam Limited,24-12-2023 13:29:03,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4388511,"Smart Card Matica XID 8600 PRINTER,Complete Desktop System,Preloaded Card Exchange Sofftware and ad",Home Department Jammu and Kashmir,24-12-2023 13:46:46,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4388524,Layer 2 Access Switch (V2),Urban Development and Town and Country Planning Department West Bengal,24-12-2023 13:36:25,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4388926,"Desktop PC with 4 GB Graphic card,Desktop PC with 8 GB Graphic card,Touch Screen Panel,Display Pane",Ministry of Defence Department of Military Affairs,21-01-2024 13:31:05,GEM BOT,rejected,
GEM_2023_B_4389141,"Camera for CCTV System,Camera for CCTV System,Video Recorder for CCTV System (V2),Video Recorder fo",PMO Department of Atomic Energy,07-01-2024 05:32:59,GEM BOT,approved,Not Submitted
GEM_2023_B_4389296,"Air Filter Aliment,Air Filter Safety Aliment outer,Parking Brake switch,Hours Meter,Bty cut off swi",Ministry of Defence Department of Military Affairs,24-12-2023 13:30:58,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4389978,"765 kV Surge Arresters for Switchyard (ARRESTER, LIGT: GAPLESS, 765 KV)",Ministry of Power NA,03-01-2024 05:16:10,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4390069,Flange Type Flow Switch,Ministry of Steel NMDC STEEL Limited,24-12-2023 13:32:40,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4390677,"WORKSTATION WITH GPU,RTX 4090 GPU,LAN CABLE- 3 MTRS CAT 6 OR CAT 7 CABLE,SERVER,LAN CABLE 3 MTRS CA",Ministry of Education Department of Higher Education,24-12-2023 13:17:57,GEM BOT,approved,Not Submitted
GEM_2023_B_4391133,"Switch Fuse Unit,Switch Fuse Unit,Switch Fuse Unit,Switch Fuse Unit,AC METAL BOX WITH PLUG AND SOCK",Ministry of Defence Department of Military Affairs,03-01-2024 13:21:28,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4391430,Nagar Panchayat Kshetra antargat CCTV camera lagaye jaane ka karya. 41 Nos,Urban Development Department Uttar Pradesh,03-01-2024 05:17:40,GEM BOT,rejected,Open
GEM_2023_B_4391509,"Veh Wooden Frame 5 MM,Veh Wooden Frame 3 MM,Celling Light,Wire,Switch Board,White Paint,Drill Bit 6",Ministry of Defence Department of Military Affairs,25-12-2023 05:04:15,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4393297,"CCTV 4MP IP Night Vision Color,NVR 16 CH NVR 200 MBPS,HDD 2TB,CAT 6 WIRE 305 MTR Bundle,4 U Rack,GI",Ministry of Social Justice and Empowerment Department of Social Justice and Empowerment,09-01-2024 05:25:37,GEM BOT,rejected,Open
GEM_2023_B_4393493,Supply & Installation of 24-Port Storage Area Network Switches,Department of Space Department of Space,27-12-2023 05:08:29,GEM BOT,approved,Not Submitted
GEM_2023_B_4393573,"Transmitter,Receiever,Camera,Gimbal,Charger",Ministry of Defence Department of Military Affairs,30-12-2023 13:22:25,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4394298,"Switch Fuse Unit,Switch Fuse Unit",Ministry of Power SJVN Limited,26-01-2024 05:40:24,GEM BOT,rejected,
GEM_2023_B_4394851,"CSU DSU,UTP Cable Cat 6,E2K to E2K Patch Cord Duplex 5 Mtr,L2 Switch 24 Port,L3 Switch 24 Port with",Ministry of Defence Department of Military Affairs,07-01-2024 13:38:54,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4395714,"Non - Modular Piano Type Domestic Electrical Switches as per IS 3854,Piano Type Non Modular Domesti",Ministry of Information and Broadcasting Ministry of Information and Broadcasting,27-12-2023 05:11:44,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4395819,Video Recorder for CCTV System (V2),PMO Department of Atomic Energy,26-01-2024 05:43:12,GEM BOT,rejected,
GEM_2023_B_4395833,OVER RIDING SWITCH 35A (PCU),Ministry of Defence Department of Military Affairs,03-01-2024 05:13:15,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4396105,Unit Level Switch Board Mk-III,Ministry of Defence Department of Military Affairs,07-01-2024 13:57:13,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4396148,"250W Xenon ARC Lamp,HV Ignitor 220V,HV Ignitor,Rear Gasket,Push to On Switch,250W Xenon ARC Lamp,La",Ministry of Defence Department of Defence,26-01-2024 05:37:06,GEM BOT,rejected,
GEM_2023_B_4396350,Radio Frequency Switch 16-port,Ministry of Education Department of Higher Education,27-12-2023 05:16:26,GEM BOT,approved,Not Submitted
GEM_2023_B_4396407,"Non - Modular Piano Type Domestic Electrical Switches as per IS 3854,Non - Modular Piano Type Domes",Ministry of Power Hydro Power,24-01-2024 05:16:52,GEM BOT,rejected,
GEM_2023_B_4396648,Layer - 3 Distribution Switch,Ministry of Defence Department of Military Affairs,27-12-2023 05:14:21,GEM BOT,approved,Not Submitted
GEM_2023_B_4397138,"High speed high resolution camera,Lens,Safety cover,camera stand for staionary recording,Accessarie",Technical Education and Man Power Planning Department Madhya Pradesh,29-12-2023 13:56:24,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4397903,9M1130303080 INERTIA SWITCH,Ministry of Defence Department of Defence Production,02-01-2024 13:23:37,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4397984,"SWITCH AND CROSSING ASSEMBLY, 52 KG RH,SWITCH AND CROSSING ASSEMBLY, 52 KG LH",Ministry of Steel Rashtriya Ispat Nigam Limited,07-01-2024 13:47:27,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4398157,"30 WATTS LED FLOOD LIGHT, Make-Crompton greaves or Substantially Equivalent,60/63AMP. MAIN SWITCH (",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,29-12-2023 13:44:10,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4399099,"Storage 5PB Usable Capacity with 3 year warranty at DC,SAN Switches 512P x 32 Gbps Host Port with 3",Ministry of Finance BANKING SECTOR,03-01-2024 05:15:47,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4399345,"e-mount 35 mm full frame digital camera,mega pixel 60 or higher,one with camera and one extra batte",Ministry of Health and Family Welfare Department of Health and Family Welfare,29-12-2023 13:56:53,GEM BOT,approved,Not Submitted
GEM_2023_B_4399390,AUDIO PROCESSOR WITH INTERNET RADIO PACKAGE ATC LAB BASIC ANDROID AND IOS APP WEB PLATER PODCAST AN,Ministry of Defence Department of Military Affairs,09-01-2024 13:23:26,GEM BOT,approved,Not Submitted
GEM_2023_B_4400506,"KYOCERA Toner Cartridge TK 1168 OEM,SATA to USB Connector for Hard disk,LAN Cable UTP CAT-6 300mtr,",Ministry of Finance Department of Economic Affairs,26-01-2024 05:12:53,GEM BOT,rejected,
GEM_2023_B_4401197,"Desktop For Urban Health And Wellness Center (U-HWCs),Printer (with Scanner) For Urban Health And W",Amdavad (Ahmedabad) Municipal Corporation (AMC),29-12-2023 05:20:36,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4401344,"CCTV surveillance system for Regional Stores of Lingaraj Area, MCL",Ministry of Coal MAHANADI COALFIELDS LIMITED,29-12-2023 05:05:43,GEM BOT,approved,Not Submitted
GEM_2023_B_4402447,"2 MP IP Bullet Camera 30 Mtrs CP Plus,2 MP IP Bullet Camera 50 Mtrs CP Plus,2 MP IP PTZ 25 x 100 Mt",Ministry of Defence Department of Military Affairs,17-01-2024 05:17:43,GEM BOT,approved,Not Submitted
GEM_2023_B_4404048,"DOME IP CAMERA 5 MP,DOME IP CAMERA 5 MP,64 CHANNEL NVR,24 PORT NETWORK SWITCH POE,CAT 6 UTP CABLE,P",Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),29-12-2023 05:08:42,GEM BOT,approved,Not Submitted
GEM_2023_B_4404404,Endoscopy with laproscopy with camera and Acssesories,Public Health and Family Welfare Department Maharashtra,29-12-2023 05:17:25,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4404847,"HIGH CAPACITY WIRELESS MIMO RADIO,32 dBi ANTENNA,POE INJECTOR,SURGE PROTECTION DEVICE,DC POE SWITCH",Ministry of Defence Department of Military Affairs,21-01-2024 05:17:10,GEM BOT,rejected,
GEM_2023_B_4404871,"86_inch_Interactive_Display,55_inch_Display,HDMI_Switcher,HDMI_Optic_Cable_20Mtr,HDMI_Optic_Cable_1",Ministry of Defence Department of Military Affairs,26-01-2024 13:24:42,GEM BOT,rejected,
GEM_2023_B_4405855,CSI Camera,PMO Department of space,29-12-2023 05:20:15,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4406046,"AMC of Integrated Security and Surveillance System - Facility/Asset Protection, CCTV CAMERA AND ACC",Ministry of Defence Department of Military Affairs,23-01-2024 05:05:11,GEM BOT,rejected,
GEM_2023_B_4406232,ToF Camera,PMO Department of space,29-12-2023 13:56:38,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4407154,"(SR6001D-PH(D) -1: DOWN) (SWITCH PRESSURE WITH SETTING 1-8KGF SQCM),(SR6001D-KP(D) 2-7-5/7-5-2-8(B)",Ministry of Defence Department of Military Affairs,07-01-2024 13:49:46,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4407814,"Bullet Camera,POE switch 4 Port GB,POE switch 8 Port GB,OTE Covertor GB,NVR 32 Chal,HARD Disk Drive",Ministry of Defence Department of Military Affairs,07-01-2024 05:51:03,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4407844,"Supply and installation of PTZ Camera, Expansion Mics, Speakerphones, HDMI Cable and LED Monitor",Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,29-12-2023 13:57:00,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4407974,"Unmanned Aerial Vehicle and Payload Systems for surveillance,UAV Battery Charger with Voltage Trans",Ministry of Defence Department of Military Affairs,09-01-2024 13:19:13,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4408534,"Bullet camera Make - Indian,16 channel NVR Make - Indian,Cat 6 copper cable,8 port POE switch,RJ 45",Ministry of Defence Department of Military Affairs,20-01-2024 05:15:46,GEM BOT,rejected,
GEM_2023_B_4409681,High Speed Camera,Ministry of Education Department of Higher Education,30-12-2023 05:26:44,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4409733,AMC of Integrated Security and Surveillance System - Maintenance and Operation support services for,PMO Department of Atomic Energy,20-01-2024 05:07:51,GEM BOT,rejected,Open
GEM_2023_B_4409932,"Camouflage net,Hassien Cloth Green 150 Mtr,Extension Cord,Switch Board 15 Amp,Electric Kettle 1 ltr",Ministry of Defence Department of Military Affairs,31-12-2023 13:19:04,GEM BOT,rejected,New-Corrigendum
GEM_2023_B_4410186,"Camouflage net 15by 30 ft,Fogging Machine Gun,Extension Cord,Switch Board 15 Amp,Canon Printer G301",Ministry of Defence Department of Military Affairs,31-12-2023 13:18:47,GEM BOT,rejected,New-Corrigendum
