tender_id,name_of_work,customer,inserted_time,inserted_user_id,verification_1,done
2024_NOIDA_882294_1,"M/o Sewerage (Two year repairing, Raising, P/F Manhole Cover Frame and Cleaning of sewer line Manholes in Network Sector-119 and 120 and Repairing of C.I./D.I. Sewer raising main line of SPS-66, 69, 117) Noida",New Okla Industrial Development Authority,24-01-2024 06:35:11,Etenders UP NIC BOT,rejected,
2024_NOIDA_882795_1,Emergency work (Fencing with RCC post vacant noida land for safety of land of different village and sectors of work circle-9) Noida,New Okla Industrial Development Authority,20-01-2024 05:14:48,Etenders UP NIC BOT,rejected,
2024_NOIDA_882974_1,"Reboring and Chlorination Plant in Different Sectors (Reboring of Tube Well No. 4/53, 1/Gijore and Re-Development of Tube Wells in Network- 20-21-25-26, 52-53-61 and Gijhore and 116,117) Noida.",New Okla Industrial Development Authority,24-01-2024 05:15:02,Etenders UP NIC BOT,rejected,
2024_NOIDA_884953_1,"Development of Sector-115 (Barricating work of Noida Land with RCC standard post in Sector-115), Noida",New Okla Industrial Development Authority,26-01-2024 05:48:14,Etenders UP NIC BOT,rejected,
2024_NOIDA_885325_1,"M/o Sewerage (Desiltting of deep sewer line by Super Sucker Machine in network sector - 90, 107, 136, 137, 138, 139, 140 and 140A) Noida.",New Okla Industrial Development Authority,27-01-2024 06:47:24,Etenders UP NIC BOT,rejected,
2024_PDD_242364_2,CREATION OF VARIOUS SUBSTATION ALONG WITH HT/LT NETWORK FOR PWMU IN SUBDIVISION NOWSHERA UNDER DC WORKS,DC-PDD||CE-M and RE Wing Jammu||Rajouri||ED-Rajouri,26-01-2024 06:41:06,J&KTenders GOV NICGEP BOT,rejected,
2024_PDD_242517_2,CREATION OF VARIOUS SUBSTATION ALONG WITH HT/LT NETWORK FOR PWMU IN SUBDIVISION SUNDERBANI UNDER DC WORKS.,DC-PDD||CE-M and RE Wing Jammu||Rajouri||ED-Rajouri,26-01-2024 06:40:47,J&KTenders GOV NICGEP BOT,rejected,
2024_PDD_243413_1,CREATION OF VARIOUS SUBSTATIONS ALONG WITH HT/LT NETWORK FOR VARIOUS WSS IN SUBDIVISION RAJOURI-II UNDER JJM.,DC-PDD||CE-M and RE Wing Jammu||Rajouri||ED-Rajouri,23-01-2024 06:28:46,J&KTenders GOV NICGEP BOT,rejected,
2024_PHBHL_174470_1,"Supply, Installation and Commissioning of CCTV Surveillance System at ERPL Haldia",IndianOil||Pipelines||PHBPL Haldia||Technical Services,07-01-2024 05:50:16,Iocletenders_NIC Nicgep BOT,approved,Not Submitted
2024_PHE_243037_2,Providing adequate drinking water supply to Alamdar Colony C and Salfiya Lane Bank Lane Malla Bagh Srinagar by way of laying and fitting of 25mm dia pipeline.,PHE||CE PHE Kashmir,20-01-2024 06:18:25,J&KTenders GOV NICGEP BOT,rejected,
2024_PHE_243340_1,Improvement of Pipe Network at Parigam-A.,PHE||CE PHE Kashmir||Hydraulic Circle Pulwama,21-01-2024 06:28:02,J&KTenders GOV NICGEP BOT,rejected,
2024_PHE_243433_1,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes for Mains/Sub-Mains/ Distribution Network for Upgradation and Retrofitting of various water supply schemes in Block Ganderbal of District Ganderbal under JJM.",PHE||CE PHE Kashmir,23-01-2024 06:27:40,J&KTenders GOV NICGEP BOT,rejected,
2024_PHE_243433_2,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes for Mains/Sub-Mains/ Distribution Network for Upgradation, Augmentation Retrofitting of various Water Supply Schemes in Block Gund Satrina B of Distt Gbl JJM",PHE||CE PHE Kashmir,23-01-2024 06:26:01,J&KTenders GOV NICGEP BOT,rejected,
2024_PHE_243433_3,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes including anchor / saddle blocks for Mains/Sub-Mains/ Distribution Network for Upgradation and Retrofitting of various WSSs in Block Wakoora etc JJM",PHE||CE PHE Kashmir,23-01-2024 06:28:13,J&KTenders GOV NICGEP BOT,rejected,
2024_PHE_243433_4,"Providing, supplying, laying of various dias of HDPE pipes L/F of of GI pipes including anchor/saddle blocks for mains/sub mains/distribution network for upgradation and retrofitting of various water supply schemes in Block Lar of Distt Gbl etc JJM",PHE||CE PHE Kashmir,23-01-2024 06:27:07,J&KTenders GOV NICGEP BOT,rejected,
2024_PHE_243433_5,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes for Mains/Sub-Mains/ Distribution Network for Upgradation and Retrofitting of various water supply schemes in Block Wakoora (Part-I) of District Ganderbal JJM",PHE||CE PHE Kashmir,23-01-2024 06:26:34,J&KTenders GOV NICGEP BOT,rejected,
2024_PHE_243433_6,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes, including anchor/ saddle blocks for Mains/Sub-Mains/ Distribution Network for Upgradation and Retrofitting of various water supply schemes etc JJM",PHE||CE PHE Kashmir,26-01-2024 06:42:28,J&KTenders GOV NICGEP BOT,rejected,
2024_PHED_652881_3,"Installation of Submerssible Pump (100mm X 50mm X 220 m deep) with pipe lines and 1000 ltr.overhead tank foundation near the land of Anup Pradhan,within Bhagwanpur-I Block under BEUP scheme under Contai Sub-Division of Tamluk Division, PHE Dte.",PHE||WESTERN CIRCLE||TAMLUK DIVISION,27-01-2024 03:08:47,WBtenders GOV NICGEP BOT,rejected,
2024_PVVNV_885139_1,for Electrical work Business Plan 2024-25,Purvanchal Vidyut Vitran Nigam Limited Varanasi,26-01-2024 05:45:36,Etenders UP NIC BOT,rejected,
2024_PVVNV_885465_1,For Electrical work Business Plan 2024-25,Purvanchal Vidyut Vitran Nigam Limited Varanasi,27-01-2024 05:42:23,Etenders UP NIC BOT,rejected,
2024_PWD_12378_1,Providing consultancy service for Field Surveying preparation of DPR all engineering working Drawings Digital layout plan Structural and Architectural design vetting BOQ for Const of Road from Korzok Nurboo Sumdo to Spiti Including Bridges,Public Works Department||Chief Engineer PW(R and B) - Ladakh||PWD Department - Leh||R and B Leh,20-01-2024 06:30:27,LEHTenders GOV NICGEP BOT,rejected,
2024_PWD_12423_5,Construction of Fencing of Land at Minamarg for Animal Quarantine including Construction of Staff Quarter,Public Works Department||Chief Engineer PW(R and B) - Ladakh||PWD Department - Kargil||R and B-II - Kargil,27-01-2024 06:30:49,LEHTenders GOV NICGEP BOT,rejected,
2024_PWD_13729_1,Improvement of Water Supply Network to Chandreshwar Bhuthanath Temple at Paroda in VP Gudi Paroda,PUBLIC WORKS DEPARTMENT||CIRCLE - VIII- Fatorda- Margao||DIVISION - IX- Margao,26-01-2024 05:24:48,GoaTenders GOV NICGEP BOT,rejected,
2024_PWD_13733_1,Replacement of old 80 mm dia AC Distribution network with 100 mm dia DI pipeline behind Felicinta complex and surrounding near Bolshe Circle Gogal under Fatorda Constituency,PUBLIC WORKS DEPARTMENT||CIRCLE - VIII- Fatorda- Margao||DIVISION - IX- Margao,26-01-2024 05:24:16,GoaTenders GOV NICGEP BOT,rejected,
2024_PWD_252362_1,"RMO Electrical and Mechanical Services at Residential Flats/ Bunglow at Rajpur Road, Court Road, Court Lane, Battery Lines, Civil Lines, Delhi-110054. (Sh - SITC of Street light/compound light and EI work at Various Qtrs.)",Public Works Department||CE/SE/M3-M35||EE/M351,20-01-2024 03:40:42,DelhiTenders GOV NICGEP BOT,rejected,
2024_PWD_252474_1,"Running Maintenance , Operation of Specialized Electrical , Mechanical Services installed in 4 Nos Ministers Bungalows at 8 Raj Niwas Marg , 2 Nos. Minister Bungalows at 3 Attur Rehman Lane, Honble LG Residence and Secretariat as per NIT",Public Works Department||CE/SE/M4-M45||EE/M451,26-01-2024 03:42:59,DelhiTenders GOV NICGEP BOT,rejected,
2024_PWD_252478_1,"AR and MO residential buildings under sub division M3221, M3222 and M3223, at Gulabi Bagh, Sindhora Khurd and Sindhora Kalan during 2023 24 (SH Change of tenancy)",Public Works Department||CE/SE/M3-M32||EE/M322,26-01-2024 03:42:40,DelhiTenders GOV NICGEP BOT,rejected,
2024_PWD_252553_1,"AR and MO to residential building under Sub Division M3223 Sindhora Kalan, Delhi 10052 (SH Providing and laying of balance water supply line for the TypeC, D.A Flats in Sindhora Kalan during 2023 24)",Public Works Department||CE/SE/M3-M32||EE/M322,26-01-2024 03:42:02,DelhiTenders GOV NICGEP BOT,rejected,
2024_PWD_35402_100,"MMPPNA_23_24_286 (i) Construction of Road of Milan Bozar Road (Tengani) Ch. 0.00 km to 1.00 km (L 1.00 km), (ii) Construction of Tamuligaon to Khanguri Path from Ch. 0.00 km to 1.600 km (L 1.600 km) under Mukhya Mantrir Pakipath Nirman Achani for",Public Works Roads Department,20-01-2024 02:32:47,Assam GOV NICGEP BOT,rejected,
2024_PWD_35402_129,"MMPPNA_23_24_231, (1)Construction of Chandan Nagar Bye Lane...",Public Works Roads Department,20-01-2024 02:31:55,Assam GOV NICGEP BOT,rejected,
2024_pwd_67875_1,Appointment of Engineering Consultancy Firm for carrying out Survey and preparation of land plan based on requirement of the Uttarkhand Roadside land control act of various state highways in District Almora,PWD||1st Circle Almora,20-01-2024 09:01:15,UKtenders GOV NICGEP BOT,rejected,
2024_pwd_67879_1,"Design and Cost Estimation for Construction of bridges in Ghat Netra Salan Motor Road (chainage 3.250, 4.600 and 6.550) in District Champawat Constituency Lohaghat under State Sector",PWD||3rd Circle Pithoragarh,20-01-2024 09:01:57,UKtenders GOV NICGEP BOT,rejected,
2024_pwd_67935_1,Feasibility Study for 4 lane widening Strenthening and Reconstruction of Gadarpur-Dineshpur-Matkota-Haldwani Motor Road (SH-5) km 1.000 to km 40.600 and Manunagar-Gadarpur-Dineshpur-Matkota-Haldwani Motor Road (SH-5 Extension) Km1 to km 3.90 (Total L,PWD||4th Circle U.S. Nagar,23-01-2024 09:01:50,UKtenders GOV NICGEP BOT,rejected,
2024_pwd_68009_1,rajya yogna varsh 2023-24 ke antragath janpad pauri garhwal ke vidhanshaba chetra lansdowne ke vikaskhand nainidanda ke antragath majeda band se dholiyana motor margh ka km 11 avam 12 me damrikaran ka kariya vistirth aagane ke praskiya avam vitya sw,PWD||12th Circle Pauri,23-01-2024 09:02:25,UKtenders GOV NICGEP BOT,rejected,
2024_pwd_68059_3,Protection work of 300 m span double lane bridge on Sukhrao river near BEL on Kaudia Motadhak motor road under Dugadda development block of Kotdwar assembly of Pauri Garhwal district under state sector plan.,PWD||12th Circle Pauri,23-01-2024 09:00:46,UKtenders GOV NICGEP BOT,rejected,
2024_pwd_68086_1,Consultancy for Design and Cost Estimation for construction of One and half lane (Class A loading) Bridges in Km 25 Km 29 (HM 2 to 4) Km 29 (HM 4 to 6) Km 31 Km 37 Km 42 (HM 0 to 2) Km 42 (HM 4 to 6) Km 44 Km 46 Km 47 Km 48 Km 49 Km 53 Km 54 Km 55,PWD||1st Circle Almora,24-01-2024 09:02:45,UKtenders GOV NICGEP BOT,rejected,
2024_pwd_68089_1,Design and Cost Estimation for construction of 1.50 Lane (Class A loading) bridges in Km 53 (Hectometer 0 to 2) Km 53(Hectometer 4 to 6) Km 65 Km 77 Km 80 Km 90 and Km 92 in Bageshwar Girechhina Someshwar Dwarahat Vimandeshwar Ira Ranikhet MR,PWD||1st Circle Almora,24-01-2024 09:01:54,UKtenders GOV NICGEP BOT,rejected,
2024_PWD_84476_1,Annual Maintenance Plan for the year 2024-2025 (Major District Roads) on Naina Devi Kaula Da Toba Road km 2/000 to 4/000 and 8/000 to 9/230 (SH- Providing and laying 25 mm thick mix seal surfacing Type-A) (MDR-032),PWD,26-01-2024 05:43:42,HPtenders GOV NICGEP BOT,rejected,
2024_PWD_84476_2,Annual Maintenance Plan for the year 2024-2025 (Major District Roads) on Nagaon Beri Road km 7/000 to 10/000(SH- Providing and laying 25 mm thick mix seal surfacing Type-A) (MDR-034),PWD,26-01-2024 05:45:23,HPtenders GOV NICGEP BOT,rejected,
2024_PWD_84476_4,Annual Maintenance Plan for the year 2024-2025 (Major District Roads) on Swarghat Naina Devi Ji Bhakra Road km 1/000 to 3/000(SH- Providing and laying 25 mm thick mix seal surfacing Type-A) (MDR-031),PWD,26-01-2024 05:44:50,HPtenders GOV NICGEP BOT,rejected,
2024_PWD_84476_5,Annual Maintenance Plan for the year 2024-2025 (Village Roads) on (i) Deoth Dabber Road km 3/000 to 5/000 ( VR-0094) (ii) Rajpura to Chilla Road km 0/000 to 2/000 (VR -0065) (SH- Providing and laying 25 mm thick mix seal surfacing Type-A),PWD,26-01-2024 05:44:16,HPtenders GOV NICGEP BOT,rejected,
2024_PWD_84476_7,Annual Maintenance Plan for the year 2024-2025 (Village Roads) on SNB at Ghawandal to Jangal Gatewal Sarani km 1/000 to 4/000 (VR -0120) (SH- Providing and laying 25 mm thick mix seal surfacing Type-A),PWD,26-01-2024 05:43:24,HPtenders GOV NICGEP BOT,rejected,
2024_PWDBL_882728_7,Darulshafa compound stith mandir lane evam mushtak lane ke awaso me civil anuraskshan evam rangai putai ka karya.,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,22-01-2024 09:05:13,Tendersodisha GOV BOT,rejected,
2024_PWDJK_242474_1,SITC of CCTV Cameras and other allied accessories in vital areas of Boys Hostel and Warden Residence Accommodation for guests in Boys Hostel at Govt. Ayurvedic College HospitaL Akhnoor Jammu.,PWD||CE MED Jammu||Mechanical Circle Jammu||Jammu Hospital and Central Heating Division,10-01-2024 06:00:34,J&KTenders GOV NICGEP BOT,approved,Not Submitted
2024_PWDJK_243235_1,Construction of drain from H/o Mohd Yousuf Pathan to downwards at Gaziabad Lane Ashajipora (Phase-1st),PWD||Chief Engineer South Kashmir||Anantnag Circle||Anantnag Division,20-01-2024 06:07:35,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243292_2,UpGradation of Langer to Margalla road by way of providing/laying 75mm thick WBM Grade II shingling Ist Layer.,PWD||CE PWD Jammu||Rajouri Circle||Nowshera Division,20-01-2024 06:03:48,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243316_7,Construction of Covered RCC Drain in Chinar Enclave Lane No. 04 upto Ho Sh. Ali Akbar at Sidhra Jammu,PWD||CE RandB Jammu||SE RandB North Jammu||EE RandB Nagrota,20-01-2024 06:00:25,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243329_1,REPAIR AND RENOVATION WORKS OF ABHINAV THEATRE J and K ART CULTURE AND LANGUAGES ACADEMY JAMMU,PWD||CE RandB Jammu||SE RandB North Jammu||EE RandB Bakshi Nagar,21-01-2024 06:02:43,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243432_1,Construction of 150 Mtr Span Double lane RCC Motorable bridge with 1 2 mtr wide Footpath on bothsides over Mandi Nallah at Sathra Tehsil Mandi District Poonch Under NABARD RIDF XXIX,PWD||CE RandB Pir Panjal,23-01-2024 06:00:25,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243449_2,Construction of lane/stair steps from Main road to H/O Mohd Ashraf Wani,PWD||CE PWD Kashmir||Srinagar Badgam Circle||Budgam Division,24-01-2024 06:08:23,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243449_3,Construction of Lane from Main road to H/O Fayaz Ahmad Shah via Masjid Abu Baker Khansahib,PWD||CE PWD Kashmir||Srinagar Badgam Circle||Budgam Division,26-01-2024 06:24:45,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243470_1,Construction of Lane from Link road to H/o Abdul Gani Dar at Ward No.11,PWD||Chief Engineer Central Kashmir||Budgam Circle||Beerwah Division,26-01-2024 06:26:23,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243470_2,Construction of tiled lane from main road to H/o Mohd Ashraf Dar via H/o Bashir Ahmad Dar at Ward No.2 under IDMT 2023-24,PWD||Chief Engineer Central Kashmir||Budgam Circle||Beerwah Division,24-01-2024 06:11:39,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243507_1,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 1 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:17:58,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243507_2,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 2 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:16:38,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243507_3,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 3 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:16:20,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243507_4,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 4 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,27-01-2024 06:10:53,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243507_5,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 5 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,27-01-2024 06:10:00,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243509_2,Design and Construction of 1x20 mtr intermediate lane composite girder bridge at Kudara Poswal Basti at Bandipora on EPC MODE,PWD||CE PWD Kashmir||Ganderbal Bandipora Circle||Bandipora Spl. Sub. Division,27-01-2024 06:12:57,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243523_1,Repair of lane Drain including tile work at ward no 05 MC Rajouri,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:19:39,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243523_5,Balance work for construction of Lane Drain in Ward No 16 Rajouri,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:19:20,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243563_1,"Construction of 1.Lane/drain with interlock tiles from main road to H/O Th.Rajinder Singh in Ward No-04 2.Construction of Lane/drain with interlock tiles from shop of Ashok Kumar to H/O Kewal Krishan W.No-08, 3.Construction of slab pully over the na",PWD||CE RandB Pir Panjal||SE RandB Poonch,26-01-2024 06:12:26,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243563_2,Construction of link road Moh Bajjran Lower Kunyian UNDER DISTRICT PLAN DDC Plan.3rd Call,PWD||CE RandB Pir Panjal||SE RandB Poonch,27-01-2024 06:07:24,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243587_3,Construction of drain near H/o Foja Singh Lane No. 04 Sector 03 Govind Nagar camp road Jammu(2nd call),PWD||CE RandB Jammu||SE RandB South Jammu||EE RandB Satwari,26-01-2024 06:12:44,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243608_1,"Annual Maintenance Contract of Cameras installed at Chief Secretary Meeting Hall and Chamber, 1st Floor meeting Hall, Honble LG Conference Hall, Audio System Meeting Hall of 2nd Floor at Civil Secretariat Jammu. CNO 288.",PWD||CE RandB Jammu||SE RandB South Jammu||EE RandB PD 3rd,26-01-2024 06:00:09,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243626_1,Construction of 1x15mtr. Span Foot Bridge over Nallah Gohallan at Jabla Sukhdar,PWD||CE PWD Kashmir||Baramulla Kupwara Circle||Uri Spl. Sub. Division,26-01-2024 06:08:13,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243643_2,onstruction of Tile lane from house of Mohd Yousuf shah to house of Nizam ud din shah Peer mohalla ward-B at MC Pulwama,PWD||Chief Engineer South Kashmir||Pulwama-Shopian Circle||Pulwama Division,27-01-2024 06:02:22,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243686_3,Construction of Secondary Library Room at Govt. HS Landoora Shopian,PWD||Chief Engineer South Kashmir||Pulwama-Shopian Circle||Zainpora Division,26-01-2024 06:05:37,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243704_1,Revamping Repairs/ Renovation of internal electrification with controlling and protection switch gear devices with fixtures and LAN networking of District fund office Srinagar.,PWD||Chief Engineer Central Kashmir||Srinagar South Circle,26-01-2024 06:03:26,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243715_1,"Providing and Installation of Boom Barrier System Integrated with ANPR Automatic Number Plate Recognition LPR License Plate Recognition Cameras along with other allied works on turnkey basis at Fruit and Vegetable Market, Narwal, Jammu",PWD||CE MED Jammu||Mechanical Circle Jammu||Jammu Division,27-01-2024 06:00:08,J&KTenders GOV NICGEP BOT,rejected,
2024_PWDJK_243731_4,Construction of protection bund near land of Gh Nabi and parvaiz Ahmad Manzhar to Mirnag road,PWD||CE PWD Kashmir||Baramulla Kupwara Circle||Kupwara Division,27-01-2024 06:00:58,J&KTenders GOV NICGEP BOT,rejected,
2024_PWRDW_35522_13,CE/EAP/ARRBP/OCB/Bridges-2/Golaghat/03 Construction of Bridges in Golaghat district i.Br. No.1/1 Garhgaon Langthajan Road ii.Br. No. 2/2 Uriumghat Rajapukhuri Road,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,20-01-2024 02:31:04,Assam GOV NICGEP BOT,rejected,
2024_RDD_12401_1,Construction of Dry Stone Riser Wall near the land of Ahmad Ali and Others at Mohallah Archo Choskore under CCDA,Rural Development and Panchayati Raj||Directorate of RDD||Command Area Development Kargil,24-01-2024 06:30:25,LEHTenders GOV NICGEP BOT,rejected,
2024_RDPR_242957_21,Construction of land leveling Badi dabed near the land of Gushi ram W. no. 6in PytDevigarh Block Bhomag Distt. Reasi under NRM PMKSY 2.0 (IWMP) for the year 2023-24,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW REASI,20-01-2024 06:19:29,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243133_2,"Constt of lane, drain at village Panjtoot moh school Panchyat Panjtoot Block Samwan.",Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,20-01-2024 06:11:54,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243239_2,Tile work for lane in pyt rakhlachipur wno 2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW KATHUA,20-01-2024 06:03:14,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243265_1,CONSTT. OF LANE AND FIXING OF TILES MOHALLA LABHA RAM GANDHI VILLAGE NANDPUR PYT CHAK NAZIR Block Ramgarh under the scheme MPLAD for the Year 2023-24,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,20-01-2024 06:06:53,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243270_10,DEVELOPMENT OF LANE IN GOVT PRY SCHOOL NAGNARD ARIPAL,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,22-01-2024 06:02:36,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243270_12,DEVELOPMENT OF LANE H/O ABDUL GANI KHAN TOWADS TANTRAY MOHALLA AT ARIPAL,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,20-01-2024 06:00:58,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243270_7,Construction of Lane by way of RCC Slab from Main Road to H/O Mahmood Dar at Wagad,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,23-01-2024 06:03:23,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243270_9,CONSTRUCTION OF LANE FROM H/O RAFIQ AHMAD SOFI TO H/O MOHD YOUNIS DAR AT SATOORA,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,20-01-2024 06:01:44,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243327_14,Construction of RCC Bunkers (individual bunker) Chander Bhag s/o Puran singh at Abtal Katlan Block Samba for the Year 2023-24 (6th call).,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,21-01-2024 06:00:56,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243327_15,Construction of RCC Bunkers (individual bunker) Dharam Paul s/o Shiv ram at Abtal Katlan Block Samba for the Year 2023-24 (6th call).,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,23-01-2024 06:02:21,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243441_6,Constt. Of Community Bunker State land village Glar Block Samba District Samba under Year 2023-24,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,24-01-2024 06:13:03,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243447_2,CONSTRUCTION OF LANE FROM NAZIR AHMAD MIR TO LO ALI MOHD AT AVENDGUND,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,26-01-2024 06:23:18,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243486_4,c/o culvert with approach lane near preposed panchayat ghar site at monghama,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,27-01-2024 06:12:38,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243486_6,REPAIREMENT OF LANE FROM RAJPORA ROAD TO H/O RASOOL YATOO WITH S PIT AT MIDOORA A,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,24-01-2024 06:00:50,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243549_1,C/O Levelling of play ground (stat land ) at jabda ward 4 near the h/o Ab Zahid and Razaq (DDC paranpillan) Block Paranpila,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Baramulla,27-01-2024 06:09:23,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243577_9,C/O of Community Modified Leach pit near Panchayat Ghar Heer Halqa Heer under SBM Plan year 2023_24 Block Tangmarg,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Baramulla,26-01-2024 06:13:46,J&KTenders GOV NICGEP BOT,rejected,
2024_RDPR_243579_9,Construction of Community Sanitary Complex (CSC) near shamshan Ghat at village Gho Rakhwalan w.no 04 Pyt Raika labana Block Ramgarh District Samba under the scheme SBM-G II for the Year 2023-24 (Ist Call),Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,27-01-2024 06:04:48,J&KTenders GOV NICGEP BOT,rejected,
