tender_id,name_of_work,customer,inserted_time,inserted_user_id
GEM_2024_B_4514031,"Rear view camera,Rear view dashboard screen,Cable for rear view camera,RCA Audio Video Jack Rear Vi",Ministry of Defence Department of Military Affairs,21-01-2024 13:24:28,GEM BOT
GEM_2024_B_4505229,"Boring,Pump,Pipe,ThrowPipe,Switch,Wire,Panel,Accessories,Socket Adapter,Jali",Ministry of Defence Department of Military Affairs,21-01-2024 05:06:44,GEM BOT
GEM_2024_B_4512418,"PUMP COOLANT,IGNITION STARTER SWITCH,CLUTCH ASSY FAN,HOSE FILTER FUEL,JOINT ASSY UNIVERSAL,OIL HEAD",Ministry of Defence Department of Military Affairs,21-01-2024 05:09:26,GEM BOT
GEM_2024_B_4516980,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:14,GEM BOT
GEM_2024_B_4517014,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:23,GEM BOT
GEM_2024_B_4517008,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:32,GEM BOT
GEM_2024_B_4517003,"1000 LTR SINTEX,RKP PUMP CRI,RWT LEVEL SWITCH,PWT LEVEL SWITCH,BALL WALL,VESSEL 10 IN TO 54,SAND CA",Department of Panchayati Raj,22-01-2024 05:03:40,GEM BOT
GEM_2024_B_4513898,"Computer System,Wired Headset,Webcam,Printer with Scanner,Electrification in Lab,LAN Networking,Com",Ministry of Education Department of School Education and Literacy,21-01-2024 05:04:05,GEM BOT
GEM_2024_B_4510840,"Epson Eco Tank L15150,Network Card,Power Cable,USB Cable,Printer Software CD",Ministry of Defence Department of Military Affairs,21-01-2024 05:04:26,GEM BOT
GEM_2024_B_4477969,"Desktop Computer,Laptop,Printer,Scanner,UPS,Headset With Mic,Webcamera",Health and Family Welfare Department Odisha,21-01-2024 13:25:11,GEM BOT
GEM_2024_B_4514846,"Desktop Computer,Multifunction Printer,Line Interactive UPS,Anti virus,Web Camera,Desktop Speaker",Works Department Odisha,21-01-2024 13:26:33,GEM BOT
GEM_2024_B_4514162,"Vocational Training For Students,DIY Drone,Humanoid Kit,3D Printer,UPS for 3D Printer,Filament,Meta",Ministry of Education Department of School Education and Literacy,21-01-2024 13:27:30,GEM BOT
GEM_2023_B_4253301,"PTZ Camera,42 inch LED Monitor,4 TB DVR OBLIQE NVR,UPS 1 KVA,UTP Cable,8 Port Switch",Ministry of Defence Department of Military Affairs,21-01-2024 05:16:55,GEM BOT
GEM_2024_B_4515770,"Fuel Filter,Oil Filter,Air Filter,Solenoid Switch,Fan Belt,Fuel Filter,Oil Filter,Hose Pipe Air Cle",Ministry of Defence Department of Military Affairs,21-01-2024 13:21:05,GEM BOT
2024_CEMRT_882521_2,Special repair work of Fatehpur Kalan road from Behat Shakumbari Marg,Cheif Engineer Meerut Zone PWD Meerut||SE SAHARANPUR CIRCLE PWD SAHARANPUR,22-01-2024 09:13:31,Tendersodisha GOV BOT
GEM_2024_B_4511342,"64 Channel Network Video Recorder for BPCL Raiganj LPG Bottling Plant,Supply and installation of 10",Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,21-01-2024 05:04:41,GEM BOT
GEM_2024_B_4487518,"12 U Network Rack Complete,24 U Network Rack Complete,Server,JC Box,Patch Panel,L2 Manage Switch,SF",Ministry of Defence Department of Military Affairs,21-01-2024 05:04:52,GEM BOT
GEM_2024_B_4512807,"SERVER,ZERO CLIENTS,MONITOR,Input,NETWORKING",Ministry of Education Department of School Education and Literacy,21-01-2024 05:04:59,GEM BOT
GEM_2024_B_4514962,vector network analyzer with buy back option,Ministry of Science and Technology Department of Science and Technology (DST),21-01-2024 05:06:06,GEM BOT
GEM_2024_B_4507477,"ARMATURE ASSY,CARBON BUSH SET,REGULATOR SR 60,CHANGE OVER SWITCH,STARING RELAY,SOLENOID SWITCH,BRUS",Ministry of Defence Department of Military Affairs,21-01-2024 05:06:18,GEM BOT
GEM_2024_B_4509868,"HP DVD Writer,HDMI Cable 5 Mtr roll,25 Mtr HDMI to HDMI Cable,HDMI Splitter,5 Port Switch,HDMI Spli",Ministry of Defence Department of Military Affairs,21-01-2024 05:06:36,GEM BOT
GEM_2024_B_4511057,"PRESSURE PLATE FOR MARUTI GYPSY,ASSY SLAVE CYLINDER FOR TATA 2.5 TON,SOLENOID SWITCH FOR TATA 2.5 T",Ministry of Defence Department of Military Affairs,21-01-2024 05:06:52,GEM BOT
GEM_2024_B_4510367,"Desktop computer,spike guard,Projector,Harddisk,switch",Ministry of Education Department of School Education and Literacy,21-01-2024 05:07:09,GEM BOT
GEM_2024_B_4511007,"26260616 26259358 ARMATURE ASSY,2624200126249929 DRIVE ASSY,26248010 SOLINOID SWITCH,26247140 Drive",Ministry of Defence Department of Defence,21-01-2024 05:07:53,GEM BOT
GEM_2024_B_4512466,"443815432020 MASTER SWITCH,NK002805 PNEUMATIC VALVE,NK001854 MTG SUSPENSION MED,NK000563 CLUTCH REL",Ministry of Defence Department of Military Affairs,21-01-2024 05:09:45,GEM BOT
GEM_2024_B_4513224,"Battery to Connector Box Main Lead dia 19mm,Safety Thermo Switch,Lever Launching AM-50,Tail Light A",Ministry of Defence Department of Military Affairs,21-01-2024 05:10:03,GEM BOT
GEM_2024_B_4512832,"16 MODULE BOX,15 A SOCKET,5 A SWITCH,FAN REGULATOR SWITCH TYPE,CASING CAPPING,6 MODULE BOX,15 A SWI",Ministry of Education Department of School Education and Literacy,21-01-2024 05:10:29,GEM BOT
GEM_2024_B_4513376,"5 VOLT ADAPTER,12 VOLT ADAPTER,5 PORT GHZ,8 PORT SWITCH GHZ,POE SWITCH,BNC CONNECTOR,IP CAMERA HIKV",Ministry of Defence Department of Military Affairs,21-01-2024 05:10:56,GEM BOT
GEM_2024_B_4435897,"Computer Work Station Gfx 8 GB, 32,UPS 2.0 KVA Offline,Switch Non POE,UTP Cable,RJ 45 Connector,Col",Ministry of Defence Department of Military Affairs,21-01-2024 05:11:12,GEM BOT
GEM_2024_B_4513621,"Off load Change over switch 16 Amp 2 pole with enclosure,Offload Change over switch 32 Amp 2 pole w",Ministry of Defence Department of Military Affairs,21-01-2024 05:11:28,GEM BOT
GEM_2024_B_4514161,"8411200494 Ethernet TCP/IP managed switch-ConneXium-6TX/2FX-Multimode,8411250063 INDUSTRIAL ETHERNE",Ministry of Petroleum and Natural Gas CHENNAI PETROLEUM Corporation Limited,21-01-2024 05:12:56,GEM BOT
GEM_2024_B_4515117,"Socket Modular 6 AMP make Roma Anchor,Switch Modular 6 Amp make Roma Anchor,Socket Modular 16 Amp m",Ministry of Education Department of Higher Education,21-01-2024 05:13:33,GEM BOT
GEM_2024_B_4515333,"CLI Telephone Set,DMR Bty Charger with Base,DMR Volume Switch Knob,DMR Channel Switch Knob,Bty 7 4 ",Ministry of Defence Department of Military Affairs,21-01-2024 05:13:40,GEM BOT
GEM_2024_B_4515265,"FIELD COIL ASSSY,PINION,ISOLATOR SWITCH,SOLENOID SWITCH,PACK RECTTIFIER,RECTIOFIER ASSY,VOLTAGE REG",Ministry of Defence Department of Military Affairs,21-01-2024 05:13:49,GEM BOT
GEM_2024_B_4515431,"DISTRIBUTOR HEAD,LINING FRICTION,PACK RECTIFIER,LOW OIL PRESSURE SWITCH,RECTIFIER ASSY,CIRCUIT BREA",Ministry of Defence Department of Military Affairs,21-01-2024 05:13:58,GEM BOT
GEM_2024_B_4511214,"10 km Transceiver,10 km Transceiver SFP Module,24 port switch manageable,24 port non manageable swi",Ministry of Defence Department of Military Affairs,21-01-2024 05:14:08,GEM BOT
GEM_2024_B_4514082,"Pendant holder,Bed switch,SSC 16 Amp with G Box,Extension cord 16 Amp,Plug Top 15 Amp,Plug Top 5 Am",Ministry of Defence Department of Military Affairs,21-01-2024 05:16:16,GEM BOT
GEM_2024_B_4512399,Piano Type Non Modular Electrical Switch Socket Combination as per IS 3854 and IS 1293,Ministry of Defence Department of Defence Production,21-01-2024 05:16:22,GEM BOT
GEM_2024_B_4513047,Endress Hauser Make COOLING WATER FLOW SWITCH Range 0-200 LPM,Ministry of Chemicals and Fertilizers Department of Fertilizers,21-01-2024 05:16:29,GEM BOT
GEM_2024_B_4507500,"LED Tube Light,LED Bulb 12 W,Fan Condenser 2point 5 uf,Fan Regulator Switch Size,Tester,Switch 5A,S",Ministry of Education Department of School Education and Literacy,21-01-2024 05:16:39,GEM BOT
GEM_2023_B_4404847,"HIGH CAPACITY WIRELESS MIMO RADIO,32 dBi ANTENNA,POE INJECTOR,SURGE PROTECTION DEVICE,DC POE SWITCH",Ministry of Defence Department of Military Affairs,21-01-2024 05:17:10,GEM BOT
GEM_2024_B_4514937,Drive Unit (Handle Assy) for 250 Amps switch disconnector in 200 Amps socket unit.,Ministry of Coal Materials Management,21-01-2024 05:17:16,GEM BOT
GEM_2024_B_4455986,Supply of HoneyWell Make Micro Switch (Industrial heavy duty limit Switch),PMO Department of Atomic Energy,21-01-2024 05:17:23,GEM BOT
GEM_2023_B_4338727,"All in One PC,Online UPS (V2),Multifunction Machines MFM,Layer 2 Access Switch (V2),Cat - 6 UTP Eth",Ministry of Defence Department of Military Affairs,21-01-2024 05:17:29,GEM BOT
GEM_2024_B_4508100,"Master Node,Computer Node,GPU Node,Primary Switch,Secondary Switch,PFS-200TiB,Software Stack,Server",Ministry of Education Department of Higher Education,21-01-2024 05:17:37,GEM BOT
GEM_2024_B_4511094,"WATER PROOF HEAD LAMP,WINDOW DROPPER,HYD HOSE,GLOW PLUG,OIL FILTER,BATTERY CUTT OFF SWITCH,TANDEM M",Ministry of Defence Department of Military Affairs,21-01-2024 13:19:01,GEM BOT
GEM_2024_B_4516200,Custom Bid for Services - Extension of Surveillance System for SidhoKanho Chouk Dakaita,Ministry of Coal EASTERN COALFIELDS Limited,21-01-2024 13:17:46,GEM BOT
GEM_2024_B_4504785,Spectrum Analyzers and Vector Network Analyzers,Ministry of Defence Department of Defence Production,21-01-2024 13:17:59,GEM BOT
GEM_2024_B_4515440,"Bosch Heavy Duty Jigsaw,GHO 10 to 82 Electric Randa,28 U Network Rack,Capping Casing 25 mm,Capping ",Ministry of Defence Department of Military Affairs,21-01-2024 13:18:09,GEM BOT
GEM_2023_B_4304419,Fibre Cable for Networking,Ministry of Defence Department of Military Affairs,21-01-2024 13:18:26,GEM BOT
GEM_2024_B_4495724,"Change lever Switch 100 Amp 4 Pole For 7.5 KVA Gen,Cutting Pliers,Iron Cutter Wheel Small,Iron Cutt",Ministry of Defence Department of Military Affairs,21-01-2024 13:18:35,GEM BOT
GEM_2024_B_4508589,"Armored cable,Battery,Detectors,Switch,Pipe,Hooter,Wire,PVC Pipe,Digging,Installation",Ministry of Defence Department of Military Affairs,21-01-2024 13:18:53,GEM BOT
GEM_2024_B_4511127,"PRESENTATION DISPLAY BOARD,UPS,SWITCH BOARD,WIRE HY DUTY,WOODEN MULTI PLUG CASE",Ministry of Defence Department of Military Affairs,21-01-2024 13:19:15,GEM BOT
GEM_2024_B_4511336,"Rice or Dal Cleaning Machine,Extension Wire,MCB,Safety Switch,Anchor and Bolt set",Ministry of Defence Department of Military Affairs,21-01-2024 13:19:22,GEM BOT
GEM_2024_B_4512532,"Hose Assy,Side Lamp Type PF 101,Bulb 24 21,Lamp Cabin Type,Switch,Side Indicator,Double Tone Electr",Ministry of Defence Department of Military Affairs,21-01-2024 13:19:40,GEM BOT
GEM_2024_B_4515726,Custom Bid for Services - Repair of  lighting switches at various locations,Ministry of Defence Department of Military Affairs,21-01-2024 13:19:47,GEM BOT
GEM_2024_B_4513765,"Fan Belt 1364,Bty Cut Off Switch,Suspension Bush Kit,Stearing Gear Box Oil Seal,Universal Joint,Doo",Ministry of Defence Department of Military Affairs,21-01-2024 13:19:55,GEM BOT
GEM_2024_B_4515670,"15KVA PCU 1 Ph to 1,15KVA PCU 3 Ph to 1,25KVA PCU 3 Ph to 3,Change Over Switch-63A,Not for quote",Ministry of Petroleum and Natural Gas NA,21-01-2024 13:20:06,GEM BOT
GEM_2024_B_4515756,"ISOLATER SWITCH,BTY CUT OF SWITCH,CLUTCH BOOSTER,HOSE RADIATOR,GIM BAL PIVOT PIN,SEAL PLAIN B-115X1",Ministry of Defence Department of Military Affairs,21-01-2024 13:20:23,GEM BOT
GEM_2024_B_4515820,"Orange HD Propellers 1050,telemetry set,Pixhawk passive buzzer and switch,Propellers Orange CW CCW,",Ministry of Defence Department of Military Affairs,21-01-2024 13:20:32,GEM BOT
GEM_2024_B_4516046,"TAIL LIGHT LH SIDE 4 CHAMBER RECTANGULAR,SOLENOID SWITCH,COVER FUSE BOX,DOOR LOCK FRONT LH,BEARING ",Ministry of Defence Department of Military Affairs,21-01-2024 13:21:31,GEM BOT
GEM_2024_B_4515971,Erection of new 3.3 kV overhead power line from 33/11/33.3 kv substation to new colony switch ro,Ministry of Coal EASTERN COALFIELDS Limited,21-01-2024 13:21:38,GEM BOT
GEM_2024_B_4516176,"UPS Microtek 1 KVA,Power Cable,Processor Fan,Switch Mode Power Supply SMPS,VGA Cable",Ministry of Defence Department of Military Affairs,21-01-2024 13:21:46,GEM BOT
GEM_2024_B_4511835,"CAT 6 OUTDOOR,24 PORT LIU FMS FULLY LOADED,ADAPTER 12V 2 AMP,12 U RACK FULLY LOADED,INSTTALLATION C",Ministry of Defence Department of Military Affairs,21-01-2024 13:22:39,GEM BOT
GEM_2024_B_4512650,"BTY TROLLEY,WALL CLOCK,METAL POT SET,CANON CAMERA,INVERTER WITH BATTERY",Ministry of Defence Department of Military Affairs,21-01-2024 13:23:01,GEM BOT
GEM_2024_B_4512501,"1080P Aeromodel Spy Camera,TS 335 FPV 58G Transmitter,Fastshark 58G RPSM Antenna,Distilled Water,2 ",Ministry of Defence Department of Military Affairs,21-01-2024 13:23:08,GEM BOT
GEM_2024_B_4512659,"RJ 45 D Link,RJ 45 Couple Connector,RJ 45 2 in 1 Connector,HDMI Cable 20 mtr,HDMI Cable 15 mtr,Mini",Ministry of Defence Department of Military Affairs,21-01-2024 13:23:40,GEM BOT
GEM_2023_B_4250219,"binocular,binocular,Mic Lead 15 Mtr Length,Outdoor Trg Hats,Display Board 4x3 Ft,Customized trg bad",Ministry of Defence Department of Military Affairs,21-01-2024 13:26:00,GEM BOT
GEM_2024_B_4492755,"Acetone Liq. 500 ml,ALCON PHACO SLEEVES blue,ALCON PHACO Tip 45,Ammonia 500 ml,Balanced salt soluti",Medical Health and Family Welfare Department Uttar Pradesh,21-01-2024 13:26:18,GEM BOT
GEM_2023_B_4388926,"Desktop PC with 4 GB Graphic card,Desktop PC with 8 GB Graphic card,Touch Screen Panel,Display Pane",Ministry of Defence Department of Military Affairs,21-01-2024 13:31:05,GEM BOT
GEM_2024_B_4516327,Water proof outer cover with digital military pattern for comd post of Composite Surveillance Degra,Ministry of Defence Department of Defence,22-01-2024 05:01:22,GEM BOT
GEM_2024_B_4511451,"CONVERTER,WHITE BOARD TEACHING POINTER,EXTENSION CORD,MCB 32A DOBBLE POLE,SWITCH ANCHOR",Ministry of Defence Department of Military Affairs,22-01-2024 05:01:29,GEM BOT
GEM_2024_B_4515857,"Power cable 40 mtr,Power supply channel,HDMI cable 50 mtr,24 port 10-100 desktop switch dlink,RJ45 ",Ministry of Defence Department of Military Affairs,22-01-2024 05:01:40,GEM BOT
GEM_2024_B_4516297,"chain sprocket kit,shoe comp brake,cylinder,gasket set,armature assy,solenoid switch,drive assy,wip",Ministry of Defence Department of Military Affairs,22-01-2024 05:01:52,GEM BOT
GEM_2024_B_4516351,"INNOVATION OF GSM AND ARDUINO BASE REMOTE SWITCH FOR TECH TRG 1. GSM CALLING CONTROLLED RELAY,GSM 9",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:00,GEM BOT
GEM_2024_B_4516400,"Field Coil Assy 24V,Solenoid Switch 24V,Radiator Assy,Pneumetic Valve,Rear Door Catch,Gear lever As",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:20,GEM BOT
GEM_2024_B_4460356,"HOT PLATE HE OUTER,LIMIT SWITCH,SWITCH FUSE UNIT,BREAKER 40ADP MCB,LIMIT SWITCH,CONTACTOR COIL 73 M",Ministry of Defence Department of Military Affairs,22-01-2024 05:02:59,GEM BOT
GEM_2024_B_4516883,Supply and safe delivery of Limit switch ( Make: Mascot Model no: XFLO-LS2),PMO Department of Atomic Energy,22-01-2024 05:03:06,GEM BOT
GEM_2024_B_4517056,"Bty Libra Jammer,Charger LEO,Dip Switch,Inductor,Charger Libra",Ministry of Defence Department of Military Affairs,22-01-2024 05:03:47,GEM BOT
GEM_2024_B_4472318,"DESKTOP COMPUTER,HDMI CABLE,PROJECTOR,UPS 5 KVA,SMART BOARD,MATRIX SWITCHER,PROJECTOR SCREEN,PRINTE",Ministry of Defence Department of Military Affairs,22-01-2024 05:03:56,GEM BOT
GEM_2024_B_4516544,"Pipe Die Set 40 mm,Pipe Die Set 50 mm,Bulb Holder,Led Light 10mm,MCB 32 Ampere,MCB Box 4 Way,Connec",Ministry of Defence Department of Military Affairs,22-01-2024 05:04:55,GEM BOT
GEM_2024_B_4510950,Camera for CCTV System,Panchayats and Rural Housing Department Gujarat,21-01-2024 05:18:05,GEM BOT
GEM_2024_B_4513516,CCTV,Tribal Welfare and Scheduled Caste (SC) Department Madhya Pradesh,21-01-2024 05:18:32,GEM BOT
GEM_2024_B_4514104,CCTV Camera,Department of Panchayati Raj,21-01-2024 05:19:20,GEM BOT
GEM_2024_B_4517470,"Stabilizer for Xerox machine,Laptop Service1,Laptop Service2,Lan Cable,Wifi Range Extender,Multi Us",Public Works Department Jammu and Kashmir,22-01-2024 13:17:37,GEM BOT
GEM_2024_B_4516921,"MICROSOFT COMPLETE ONLINE TRAINING,NETWORK AND SECURITY ONLINE COURSE",Ministry of Defence Department of Military Affairs,22-01-2024 13:17:43,GEM BOT
GEM_2024_B_4516621,Drone with Camera,Police Department Uttarakhand,22-01-2024 05:06:11,GEM BOT
GEM_2024_B_4516281,Custom Bid for Services - Supply and installation of PTZ camera in magazine house Lalmatia,Ministry of Coal EASTERN COALFIELDS Limited,22-01-2024 13:20:50,GEM BOT
GEM_2024_B_4517290,Custom Bid for Services - Supply and installation of PTZ camera at CAT dumper section and IP Camera,Ministry of Coal EASTERN COALFIELDS Limited,22-01-2024 13:20:58,GEM BOT
GEM_2024_B_4517277,Custom Bid for Services - Supply and installation of Camera 3 Nos at Rail weighbridge RJ siding  1 ,Ministry of Coal EASTERN COALFIELDS Limited,22-01-2024 13:21:05,GEM BOT
GEM_2024_B_4493910,CCTV Camera System,Ministry of Defence Department of Military Affairs,24-01-2024 05:18:03,GEM BOT
GEM_2024_B_4500133,Surveillance Hard disk,PMO Department of Atomic Energy,23-01-2024 05:05:40,GEM BOT
GEM_2024_B_4523335,Q - Switched NDYAG Laser,Medical Education Department Uttar Pradesh,24-01-2024 05:17:05,GEM BOT
GEM_2024_B_4523811,"Storage Device,8 Port LAN Switch box for crew room,Roller Curtain,Window Curtain,Combat Kanat 5.5 x",Ministry of Defence Department of Military Affairs,24-01-2024 05:06:32,GEM BOT
GEM_2024_B_4488707,Spectrum Analyzers and Vector Network Analyzers,Ministry of Civil Aviation Airports Authority of India (AAI),24-01-2024 05:11:09,GEM BOT
2024_BTVP_884547_1,JANPAD MATHURA ME GOVERDHAN BUS STATION PARISAR STISTH MULTILAVEL CAR PARKING KE DAINIK SANCHALAN AVM RAKHRAKHAV KA KARYA,Uttar Pradesh Braj Tirath Vikas Parishad,24-01-2024 05:10:49,Etenders UP NIC BOT
GEM_2024_B_4494784,"Hiring of Professionals for Cloud, Network and Security - Managerial Roles; IT MANAGER; 6 years and",Ministry of Labour and Employment NA,24-01-2024 05:11:28,GEM BOT
GEM_2024_B_4520627,"Fiber Optic Joint Clouser,NETWORK RACK 9U,CAT6 Cable Tester,Rack Fan 230V AC 4 inchx4 inch,1 SIZE S",Ministry of Mines Materials,24-01-2024 05:11:43,GEM BOT
GEM_2024_B_4517228,IP CAMERA HIKVISION 5MP,Ministry of Defence Department of Military Affairs,22-01-2024 13:21:18,GEM BOT
GEM_2024_B_4533302,Layer 2 Access Switch (V2),Ministry of Electronics and Information Technology Department of Electronics and Information Technology,26-01-2024 05:36:25,GEM BOT
GEM_2024_B_4535361,"NVR,Camera,HardDisk,CAT6,SwitchPOE,Box,MediaContro,InstallationCharge",Ministry of Defence Department of Military Affairs,26-01-2024 05:31:41,GEM BOT
GEM_2024_B_4515071,"CCTV 1,CCTV 2,CCTV 3,CCTV 4,PTZ",Revenue Department Gujarat,21-01-2024 05:18:59,GEM BOT
GEM_2024_B_4482972,"ROUTER ASSY,HUB WHEEL ASSY,KNUCKLE ASSY,CORD HIGH TENSION,HD LIGHT ASSY,SWITCH OPENING WINDOW,DRIVE",Ministry of Defence Department of Military Affairs,22-01-2024 13:17:54,GEM BOT
GEM_2024_B_4509627,"Welding cable Heavy copper,Selector Switch 440V,16 Amps Top,Measuring Tape,Drill Bit 2mm Jk,Drill B",Ministry of Defence Department of Military Affairs,22-01-2024 13:18:04,GEM BOT
GEM_2024_B_4513822,"Head light RH,Alternator Belt no 1795,Fog light bulb,Ignition Switch,Spark plug,Repair scorpio incl",Ministry of Defence Department of Military Affairs,22-01-2024 13:18:11,GEM BOT
GEM_2024_B_4516431,"WIPER MOTOR,STARTER MOTOR,SOLENOID SWITCH,DRIVE ASSY,ARMATURE ASSY,FIELD COIL ASSY,BRUSH GEAR ASSY,",Ministry of Defence Department of Military Affairs,22-01-2024 13:18:39,GEM BOT
GEM_2024_B_4516832,"Insulation Tape,Changeover Switch 1 Phase,Changeover Switch 3 Phase,Socket with Switch 15 AMP,Socke",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:18,GEM BOT
GEM_2024_B_4517203,"Bonnet Ram Assy,Reverse Light Switch,Bonnet Pneumatic Coil,Body Fan,Fog Light Assy,Rear Door Ram As",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:28,GEM BOT
GEM_2024_B_4517206,"oil filter,bearing bush,switch assy backup lamp,needle set jet,clutch booster rep kit,relay,cyl hea",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:36,GEM BOT
GEM_2024_B_4517275,"1 TB HDD FOR NVR AND DVR,POE 4 PORT SWITCH,LED 32 INCH,OTE SYROTECH,5 PORT SWITCH GIGA BYTE",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:43,GEM BOT
GEM_2024_B_4517333,"1 Core Copper wire 1point 5 mm,Gatti 6 mm,16 Amp 3 pin top,Switch Board 16 amp,Battery Stand",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:51,GEM BOT
GEM_2024_B_4517357,"MOTOR 24 A,REAR VIEW MIRROR,SWITCH TRW 311 166,PLUG,BRAKE LINING,SWITCH,AIR CYLINDER",Ministry of Defence Department of Military Affairs,22-01-2024 13:19:58,GEM BOT
GEM_2024_B_4517435,"Eng Mtg pad,Pipe flexible for oil pressure,Fuel pipe,Fuel pipe,Amp Meter,Frq meter,Lock Nut,Switch ",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:07,GEM BOT
GEM_2024_B_4517522,"Dise Clutch,Bearing Clutch Release,Solenoid Switch,Field Coil With Thermal Cut Out,Pistion Ring,Res",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:14,GEM BOT
GEM_2024_B_4517541,"AIR CONDITIONER 1.5 TON,SWITCH,CABLE,SOCKET 16 AMP,SS COMB",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:22,GEM BOT
GEM_2024_B_4500766,SWITCH PROXIMITY TYPE: CYL TYPE RANGE: 40MM OUTPUT: PNP (3WIRE) OPERATING VOLTAGE: 10 TO 30 VOLT. D,Ministry of Steel NMDC STEEL Limited,22-01-2024 13:20:29,GEM BOT
GEM_2024_B_4517185,"Laminate Sheet 8 x 4,Angle Iron 25 mm,Curtain,Switch Board,Half inch HP Motor with Accessary",Ministry of Defence Department of Military Affairs,22-01-2024 13:20:36,GEM BOT
GEM_2024_B_4517298,"CRIMPING TOOLS,5V ADOPTER,DLINK CAT 6 UTP CABLE,IP CAMERA HIKVISION 5MP",Ministry of Defence Department of Military Affairs,22-01-2024 13:21:11,GEM BOT
GEM_2024_B_4517261,"Foundation for Gantry Pole,Gantry Pole Painting and Pole accessories,Erection of Gantry Pole,EB Pol",Home Department Kerala,22-01-2024 13:21:28,GEM BOT
2024_DSIDC_252430_1,"Servicing, repairing and replacement of various Electrical Installations installed at PSK, Laxmi Nagar, Delhi i.e., Fire Fighting System, DG Sets, IE Work, Audio System, CCTV Cameras, HT/LT Panel and Sub Station etc., in all respect",DSIIDC||ENGINEERING||ED-VIII,23-01-2024 03:40:40,DelhiTenders GOV NICGEP BOT
GEM_2023_B_4406046,"AMC of Integrated Security and Surveillance System - Facility/Asset Protection, CCTV CAMERA AND ACC",Ministry of Defence Department of Military Affairs,23-01-2024 05:05:11,GEM BOT
2024_ELECT_378401_1,videography and cctv camera arrangement for loksabha election 2024,Election Department||CEO||DEO- SAWAI MADHOPUR,23-01-2024 03:50:08,Eproc Rajasthan GOV BOT
GEM_2024_B_4464729,CCTV SURVEILLANCE SYSTEM WITH INSTALLATION,Ministry of Defence Department of Military Affairs,23-01-2024 05:05:25,GEM BOT
GEM_2024_B_4499989,Surveillance Hard disk,PMO Department of Atomic Energy,23-01-2024 05:05:46,GEM BOT
GEM_2024_B_4457259,"Server,LAN Monitoring System 21 5 inch,Layer 2 Sw Manageable 24 Port,Layer 2 Sw Manageable 8 Port,E",Ministry of Defence Department of Military Affairs,23-01-2024 05:05:03,GEM BOT
GEM_2024_B_4524214,Dashboard Camera,Ministry of Defence Department of Military Affairs,24-01-2024 13:26:38,GEM BOT
GEM_2024_B_4525394,Dashboard Camera,Ministry of Defence Department of Military Affairs,24-01-2024 13:29:41,GEM BOT
GEM_2024_B_4445417,PROCUREMENT AND INSTALLATION OF VIDEO SURVEILLANCE SYSTEM ALONG WITH FULL INTEGRATION OF VIDEO MANA,Ministry of Defence Department of Military Affairs,23-01-2024 05:05:34,GEM BOT
GEM_2024_B_4518405,"Tower Server,Network Switch Firewall Secure,Gigabit Ethernet Unmanaged Desktop switch,8 Port Networ",Ministry of Defence Department of Defence,23-01-2024 05:06:13,GEM BOT
GEM_2024_B_4515865,"Change Over Switch,GVD 16 SQ mm 2 Core Wire,Brass Plate,Hot And Cold Water Dispenser,Stainless Stee",Ministry of Defence Department of Military Affairs,23-01-2024 05:07:26,GEM BOT
GEM_2024_B_4517693,"INJECTOR ASSY FUEL,REGULATOR CONTROLSTARTER ELECT,BALL BEARING,REP KITAIR DRYER ASSY,CLUTCH SWITCH",Ministry of Defence Department of Military Affairs,23-01-2024 05:07:33,GEM BOT
GEM_2024_B_4437273,Annual Maintenance Contract for Networking Devices (Version 2) - As per Bid document; As per Bid do,Ministry of Communications Department of Telecommunications (DOT),23-01-2024 05:06:49,GEM BOT
GEM_2024_B_4519551,Networking / Server Rack,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,23-01-2024 05:06:25,GEM BOT
GEM_2024_B_4515330,NETWORK SWITCH 24 PORT MANAGED,Ministry of Defence Department of Military Affairs,23-01-2024 05:06:19,GEM BOT
