tender_id,name_of_work,customer,inserted_time,inserted_user_id
2024_HRY_347822_1,Construction of water Tanki at Village Gudana Block Jhojhu Kalan Distt. Charkhi Dadri.,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Charkhi Dadri||SDO PR Jhojhu Kalan,26-01-2024 05:43:58,HRYtenders GOV NICGEP BOT
2024_HRY_347904_1,Construction of water Tanki at Village Dhani Gujran Block Jhojhu Kalan Distt. Charkhi Dadri.,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Charkhi Dadri||SDO PR Jhojhu Kalan,26-01-2024 05:44:32,HRYtenders GOV NICGEP BOT
GEM_2024_B_4522784,"Portable Oxygen Cylinder,Dash Board Camera,Water Geyser,Digital Podium,Calling Bell,Kettle Bell,Woo",Ministry of Defence Department of Military Affairs,26-01-2024 05:49:42,GEM BOT
2024_HRY_347082_1,AUGMENTATION WATER SUPPLY SCHEME FOR VILLAGE DANODA KALAN DISTT. JIND,Haryana Government||Engineer- in- Chief PHED Panchkula||Jind Circle||Narwana PHED,26-01-2024 06:01:59,HRYtenders GOV NICGEP BOT
2024_PHE_243433_6,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes, including anchor/ saddle blocks for Mains/Sub-Mains/ Distribution Network for Upgradation and Retrofitting of various water supply schemes etc JJM",PHE||CE PHE Kashmir,26-01-2024 06:42:28,J&KTenders GOV NICGEP BOT
2024_WSS_116328_1,BIFURCATION OF DHAUL KALAN MVS FROM EXISTING WATER SUPPLY SCHEME WADALA BHITTEWAD BLOCK VERKA DISTT AMRITSAR UNDER 15TH FINANCE COMMISSION ZILA Parishad,"Water Supply and sanitation||Department of Water Supply and Sanitation||Division No. 3, Amritsar",26-01-2024 08:13:52,PBTenders GOV NICGEP BOT
2024_DLG_116209_1,"Providing Tap Connections to consumers, Extension and Augmentation of Water Supply System at Mullanpur Dhaka District Ludhiana for Distribution Network under AMRUT 2.0 Scheme, Part-1, Phase-1",Department of Local Government||Punjab Water Supply and Sewerage Board||Division - Moga,26-01-2024 08:17:28,PBTenders GOV NICGEP BOT
2024_DLG_116349_1,"Providing Tap Connections to consumers, Extension and Augmentation of Water Supply System at Bariwala District Sri Muktsar Sahib for Distribution Network under AMRUT 2.0 Scheme, Part-1, Phase-1",Department of Local Government||Punjab Water Supply and Sewerage Board||Division - Bathinda-II,26-01-2024 08:32:16,PBTenders GOV NICGEP BOT
GEM_2024_B_4526802,"COVER ASSY,WATER PUMP,SLEVE CYL CLUTCH,DUAL BRAKE VALVE REPAIR KIT,EXHAUST BRAKE SWITCH,DIA 3or8 HO",Ministry of Defence Department of Military Affairs,26-01-2024 13:18:51,GEM BOT
GEM_2024_B_4537304,"White Bed Sheet,Coordless Phone,Bucket Hamam,Water Heaiting Coil 1500W,Camera Bag,Bathroom Mat",Ministry of Defence Department of Military Affairs,26-01-2024 13:32:55,GEM BOT
2024_WRDD_654575_3,All in one Bid for Construction of Tubewell for drinking water supply purpose of size 150 MM NB. (PVC PIPES ) 150M depth at Kharagpur(A-E) Sub-Division Campus Within Midnapore (A.M) Division in the district of Paschim Medinipur under Non Plan 2023-24,WATER RESOURCES DEV. DTE.||MIDNAPORE (AM) CIRCLE||MIDNAPORE (AM) DVN,27-01-2024 02:27:58,WBtenders GOV NICGEP BOT
2024_GTA_652945_2,"Construction of Drain for Grey Water from Karki Tole to Firoj Land, Sansad No. II",GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Rangli Rangliot Panchayat Samiti||TAKLING-I,27-01-2024 02:28:30,WBtenders GOV NICGEP BOT
2023_ZPHD_628842_7,Construction of Grey Water Management System with Cover and Soakpit from Hazari para Krishna Shop Towards Chanchal ghosh Land at Briddhapara Wo,Zilla Parishad||Zilla Parishad||PURBA BARDHAMAN||KALNA- I||ATGHORIA SIMLON,27-01-2024 02:37:04,WBtenders GOV NICGEP BOT
2024_HRY_347947_1,"Const. of Water Tanki From Near Ramalwas road out of Rambag, 2 From Near Colllage 3. From Village Mandoli Near Bus Stand at Village Jhojhu Kalan (ZP)",Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Charkhi Dadri||SDO PR Jhojhu Kalan,27-01-2024 05:43:49,HRYtenders GOV NICGEP BOT
2024_HRY_347952_1,SUDKAIN KALAN ESTIMATE FOR RENOVATION AND UPGRADATION OF WATER SUPPLY SCHEME AND BALANCE DISTRTIBUTION PIPE LINE VILL. SUDKAIN KALAN DISTT JIND,Haryana Government||Engineer- in- Chief PHED Panchkula||Jind Circle||Narwana PHED,27-01-2024 05:45:35,HRYtenders GOV NICGEP BOT
2024_WR_116511_4,Relining of Watercourses of O/L RD 15560-TF of Dangarh Mr. of Uppli Disty of Village Dhanaula Kalan Distt. Barnala,Department of Water Resources||Punjab Water Resources Management and Development Corporation||DE - Lining Division No. - 2 - Mansa,27-01-2024 08:10:25,PBTenders GOV NICGEP BOT
2024_GTA_654407_1,Construction of PLUM GUARD WALL NEAR CHANDRA BAHADUR LAND,GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Mirik Panchayat Samiti||CHENGA PANIGHATA,26-01-2024 02:13:49,WBtenders GOV NICGEP BOT
2024_GTA_654636_1,Construction of SAUSAGE GUARD WALL AT BIJULEY KHOLA NEAR ASHWARIYA DARJEE LAND,GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Mirik Panchayat Samiti||CHENGA PANIGHATA,26-01-2024 02:15:10,WBtenders GOV NICGEP BOT
2024_ZPHD_654565_1,Construction of Pucca Drain at Kartik Sarkar Land to Radha Gobinda Mondir at sansad VII,Zilla Parishad||Zilla Parishad||North 24-Parganas||BASIRHAT - I||GOCHHA AKHARPUR,26-01-2024 02:15:57,WBtenders GOV NICGEP BOT
2024_GTA_652945_1,"Construction of Drain at Sena Tshering Land, Sansad No. I",GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Rangli Rangliot Panchayat Samiti||TAKLING-I,26-01-2024 02:16:24,WBtenders GOV NICGEP BOT
2024_ZPHD_654480_6,"Construction of Pucca Drain from Darrappur 2 Nos Chember Drain to land of Srinath Biswas, Sansad No-V GP Hingnara (AAP-68308795 (2023-24)",Zilla Parishad||Zilla Parishad||Nadia||CHAKDAHA,26-01-2024 02:17:16,WBtenders GOV NICGEP BOT
2024_ZPHD_654565_10,Construction of Pucca Drain at Haran Gazi Land to Faraz Gazi Land at sansad VIII,Zilla Parishad||Zilla Parishad||North 24-Parganas||BASIRHAT - I||GOCHHA AKHARPUR,26-01-2024 02:18:59,WBtenders GOV NICGEP BOT
2024_GTA_652945_5,"Construction of Public Toilet at Anand Lepcha Land, Lower Takling Sansad No. IV",GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Rangli Rangliot Panchayat Samiti||TAKLING-I,26-01-2024 02:20:16,WBtenders GOV NICGEP BOT
2024_GTA_652945_20,"Construction of CC Road from Pushpa Tamang House to Bikash Tamang Land at Takling Busty-100 Metres, Sansad No II",GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Rangli Rangliot Panchayat Samiti||TAKLING-I,26-01-2024 02:21:06,WBtenders GOV NICGEP BOT
2024_GTA_652945_4,"Construction of Public Toilet at Katerbotay at Sukmit Lepcha Land, Sansad No IV",GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Rangli Rangliot Panchayat Samiti||TAKLING-I,26-01-2024 02:22:46,WBtenders GOV NICGEP BOT
2024_ZPHD_654168_3,CONSTRUCTION OF CONCRETE ROAD WITH ROAD PROTECTION WALL FROM SARDARPARA MANSAR THAN TO LAND OF KRISHAN BAIDAYA SAN-IX,Zilla Parishad||Zilla Parishad||South 24-Parganas||MAGRAHAT-II||JUGDIA,26-01-2024 02:23:27,WBtenders GOV NICGEP BOT
2024_ZPHD_654055_1,Construction of PCC Drain with soak pit and cover slab from Chandi Charan house towards Madhai Saha land at Hat Beluti under Bara saota Gram Panchayat within Nanoor P.S. Scheme I D 67254773 Location Mouza Kurchandi J.L. 50 under 15 th CFC/BG/ UNTI,Zilla Parishad||Zilla Parishad||Birbhum||NANUR||BARASAOTA,26-01-2024 02:26:46,WBtenders GOV NICGEP BOT
2024_ZPHD_654316_1,Construction of field chanel from north side Sadhan Mondal land to south side Madhusudhan Ghosh at Gabtala Mini,Zilla Parishad||Zilla Parishad||Hooghly||PANDUA||SHIKHIRACHANPTA,26-01-2024 02:27:47,WBtenders GOV NICGEP BOT
2024_ZPHD_654146_2,Construction of concrete road from Manmatha Bera land to land of Amar Giri Dekhali XIV,Zilla Parishad||Zilla Parishad||Purba Midnapore||KHEJURI-II||HALUDBARI,26-01-2024 02:29:19,WBtenders GOV NICGEP BOT
2024_ZPHD_645277_4,Construction of Road Protection wall from Amirul Shop towards Abdur Noor Land at Babupur GS V under Lakshmijola G. P.,Zilla Parishad||Zilla Parishad||Murshidabad||RAGHUNATHGANJ-II||LAKSHMIJOLA,26-01-2024 02:29:55,WBtenders GOV NICGEP BOT
2024_ZPHD_654010_7,Construction of culvert with drain and shutter near Dipak Mondal land Haludbari VIII,Zilla Parishad||Zilla Parishad||Purba Midnapore||KHEJURI-II||HALUDBARI,26-01-2024 02:30:14,WBtenders GOV NICGEP BOT
2024_ZPHD_654010_6,Construction of culvert with drain and shutter near land of Tarapada Das Chouddochuli IX,Zilla Parishad||Zilla Parishad||Purba Midnapore||KHEJURI-II||HALUDBARI,26-01-2024 02:30:33,WBtenders GOV NICGEP BOT
2024_ZPHD_654010_5,Construction of culvert with drain and shutter near land of Gobardhan Mondal Chouddochuli IX,Zilla Parishad||Zilla Parishad||Purba Midnapore||KHEJURI-II||HALUDBARI,26-01-2024 02:30:52,WBtenders GOV NICGEP BOT
2024_BoTC_35691_1,"Construction of 4 Nos. of ACR (G 1)at Naokata Milan Higher Secondary school, Baksa under BTC, funded by Samagra Siksha, Assam for the year 2023-24.",Bodoland Territorial Council||Education-BTC,26-01-2024 02:31:08,Assam GOV NICGEP BOT
2024_DMM_653869_11,Construction of CC Road from Khuku Oraon land to Akalu land at Chandi Maheshpur under Kshempur GP,DISTRICT MAGISTRATE MALDA||SDO - CHANCHAL||BDO - CHANCHAL - II,26-01-2024 02:32:42,WBtenders GOV NICGEP BOT
2024_DOP_792192_1,"Construction of Post office building at Kunihar, Dist. Solan H.P. 2nd Call SH Soil Investigation","Department of Posts||Himachal Pradesh Circle, Dept of Posts||Chief Postmaster General,HP,POST",26-01-2024 03:48:54,Centerl GOV BOT
2024_BSF_791573_1,Construction of 01 Nos (Gplus1) Surveillance Cum OP Points at BOP Panithar and 02 Nos (Gplus2) Surveillance Cum OP Point at BOP Gojadanga and Khalshi in AOR of 102 Bn BSF under SHQBSF Kolkata,"DG,BSF,MHA||South Bengal(Kolkata),BSF,MHA",26-01-2024 03:54:58,Centerl GOV BOT
2024_BSF_791575_1,Construction of 02 Nos (Gplus2) Surveillance Cum OP Points at BOP Barunhat and Taki of 85 BN BSF under SHQ BSF Kolkata,"DG,BSF,MHA||South Bengal(Kolkata),BSF,MHA",26-01-2024 03:55:18,Centerl GOV BOT
2024_DOP_791441_1,Construction of Proposed Small Post Office Building(Double handed office at Departmental land of Bahiri under Birbhum Division,"Department of Posts||West Bengal Circle,Dept. of Posts||CPMG,WB Circle,Kolkata,POST||EE(Civil),PCD I,Kolkata,POST",26-01-2024 03:59:07,Centerl GOV BOT
2024_LTHPL_791256_1,"Construction of wire Crates for slope protection of damaged G E Store land on the right bank of river bank towards Kanan Khola at TeestaVI H E Project Pamphok, South Sikkim, Sikkim",Lanco Teesta Hydro Power Limited||Procurement and Contracts Division - LTHPL,26-01-2024 04:00:15,Centerl GOV BOT
2024_HPIPH_84527_1,Repair and Maintenance of LWSS Gummu Pletch in Tehsil Kasauli District Solan (HP) (SH Construction of storage tank at village Gummu Pletch in Dharampur Block 75000 Litre capacity).,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nalagarh,Irrigation and Public Health,HP",26-01-2024 05:31:09,HPtenders GOV NICGEP BOT
2024_HRY_341593_2,Construction of auditorium at Ballabgarh in Faridabad District (Providing CCTV camera system),Haryana Government||Engineer-in-Chief PW(B and R) Department||SE (Elect.) Karnal||EE Elect. Gurgaon,26-01-2024 05:40:08,HRYtenders GOV NICGEP BOT
2024_HPIPH_84505_1,Repair maintenance of GWSS Matkunda in Tehsil Kasauli District Solan (HP) (SH Construction of Storage tank at village Matkunda in Dharampur Block 30000 liter capacity) (D.C. Deposit).,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nalagarh,Irrigation and Public Health,HP",26-01-2024 05:31:28,HPtenders GOV NICGEP BOT
2024_HRY_347703_1,CONST OF B/WALL OF SHAMSHAN GHAT AT VILL KASOLI ( D PLAN ),Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Rewari||SDO Panchayati Raj Dharuhera,26-01-2024 05:51:32,HRYtenders GOV NICGEP BOT
2024_HRY_347637_1,CONST. OF NALA FROM PLOT OF RISHIPAL TO CHAKKI AT VILLAGE KORWA KALAN BLOCK SHAHZADPUR (PANCHAYAT SAMITI),Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Ambala||SDE Panchayati Raj Shahzadpur,26-01-2024 05:52:08,HRYtenders GOV NICGEP BOT
2024_HRY_347764_1,CONST OF IPB FIRNI FROM KRISHEN S/O MAHINDER TO SAHEED BHAGAT SINGH CHONK VILL DHARSUL KALAN BLOCK TOHANA HRDF,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Fatehabad,26-01-2024 05:52:26,HRYtenders GOV NICGEP BOT
2024_HRY_347724_1,Construction of 2 nos. Chowk in Village Jhumpa Kalan FFC,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Bhiwani||SDO Panchayati Raj Kairu,26-01-2024 05:52:45,HRYtenders GOV NICGEP BOT
2024_HRY_347740_1,CONST OF B/WALL SC.CHOUPAL AT VILLAGE -KHOR UNDER D/PLAN -2023-24,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Gurugram||SDO Panchayati Raj Pataudi,26-01-2024 05:53:23,HRYtenders GOV NICGEP BOT
2024_HRY_347739_1,CONST OF HALL IN MAHILA SANSKRITI KENDRA AT VILLAGE -PAHARI UNDER D/PLAN 2023-24,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Gurugram||SDO Panchayati Raj Pataudi,26-01-2024 05:53:42,HRYtenders GOV NICGEP BOT
2024_HRY_347420_1,Construction of Shed on GP Land Near Baba Band Nath Bagichiat Vill- Hetampura,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Bhiwani,26-01-2024 05:56:45,HRYtenders GOV NICGEP BOT
2024_HRY_347038_1,CONST. OF HALL AT VILLAGE SURPURA KALAN BLOCK BEHAL SCHEME Z.P RE TENDER,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Bhiwani||SDO Panchayati Raj Behal,26-01-2024 05:58:02,HRYtenders GOV NICGEP BOT
2024_HRY_346267_1,CONST WORK IN HAALU CHAUPAL AT VILL MANDI KALAN BLOCK UCHANA DISTT JIND Scheme MP LADS,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Jind,26-01-2024 06:04:41,HRYtenders GOV NICGEP BOT
2024_PWDJK_243686_3,Construction of Secondary Library Room at Govt. HS Landoora Shopian,PWD||Chief Engineer South Kashmir||Pulwama-Shopian Circle||Zainpora Division,26-01-2024 06:05:37,J&KTenders GOV NICGEP BOT
2024_RDPR_243664_1,Constt. of Lane/Drain near h/o Joginder singh w.no 06 Pyt. Raipur Lower Domana Block Bhalwal under UT Capex Budget CD and Pyt 2023-24.,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,26-01-2024 06:06:28,J&KTenders GOV NICGEP BOT
2024_RDPR_243664_2,Constt. of Lane/Drain near h/o Ranvijay singh Pyt. Kote Lower Garhi Morh Block Bhalwal under UT Capex Budget CD and Pyt 2023-24,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,26-01-2024 06:07:05,J&KTenders GOV NICGEP BOT
2024_PWDJK_243626_1,Construction of 1x15mtr. Span Foot Bridge over Nallah Gohallan at Jabla Sukhdar,PWD||CE PWD Kashmir||Baramulla Kupwara Circle||Uri Spl. Sub. Division,26-01-2024 06:08:13,J&KTenders GOV NICGEP BOT
2024_HAUDD_243575_8,Construction of lane and drain near Masjid Zaman at Sajad Abad Chattabal near Babul Hawai Shrine upto Paul Brothers,HAUDD||Srinagar Municipal Corporation||City Roads Division Srinagar,26-01-2024 06:08:56,J&KTenders GOV NICGEP BOT
2024_HAUDD_243575_10,Construction of lane and drain from H/o Mehraj -ud-Din Kashroo upto Nisar Ah Bhat near Chattabal.,HAUDD||Srinagar Municipal Corporation||City Roads Division Srinagar,26-01-2024 06:09:48,J&KTenders GOV NICGEP BOT
2024_PWDJK_243563_1,"Construction of 1.Lane/drain with interlock tiles from main road to H/O Th.Rajinder Singh in Ward No-04 2.Construction of Lane/drain with interlock tiles from shop of Ashok Kumar to H/O Kewal Krishan W.No-08, 3.Construction of slab pully over the na",PWD||CE RandB Pir Panjal||SE RandB Poonch,26-01-2024 06:12:26,J&KTenders GOV NICGEP BOT
2024_PWDJK_243587_3,Construction of drain near H/o Foja Singh Lane No. 04 Sector 03 Govind Nagar camp road Jammu(2nd call),PWD||CE RandB Jammu||SE RandB South Jammu||EE RandB Satwari,26-01-2024 06:12:44,J&KTenders GOV NICGEP BOT
2024_DWSD_81492_5,Construction 45 Nos. of 125 mm dia x 115 mm dia x 120 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan DisConstruction 42 Nos. of 125 mm dia x 115 trict. Group-5,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,26-01-2024 06:13:01,JKDTenders GOV NICGEP BOT
2024_PWDJK_243507_3,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 3 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:16:20,J&KTenders GOV NICGEP BOT
2024_PWDJK_243507_2,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 2 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:16:38,J&KTenders GOV NICGEP BOT
2024_DWSD_81334_16,Construction 50 Nos. of 125 mm dia x 115 mm dia x 70 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan District. Group-16,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,26-01-2024 06:17:28,JKDTenders GOV NICGEP BOT
2024_PWDJK_243507_1,Preparation of DPR Site plan conducting of detailed survey Rendering of service for Providing of Architectural structural design of RCC as per Indian Standard codes of practice and service including BOQ supporting with detailed estimate for 1 Const,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:17:58,J&KTenders GOV NICGEP BOT
2024_PWDJK_243523_5,Balance work for construction of Lane Drain in Ward No 16 Rajouri,PWD||CE PWD Jammu||Rajouri Circle||Rajouri Division,26-01-2024 06:19:20,J&KTenders GOV NICGEP BOT
2024_HAUDD_243419_7,Upgradation of lane drain along the Ho Kamal Kishore and Construction of drain from main road upto House of Kamal Kishore at back side of petrol pump near Kangra Fort Barnai in ward No 65,HAUDD||Jammu Municipal Corporation,26-01-2024 06:20:08,J&KTenders GOV NICGEP BOT
2024_DWSD_81334_1,Construction 54 Nos. of 125 mm dia x 115 mm dia x 70 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan District. Group-1,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,26-01-2024 06:20:26,JKDTenders GOV NICGEP BOT
2024_DWSD_81334_3,Construction 50 Nos. of 125 mm dia x 115 mm dia x 70 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan District. Group-3,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,26-01-2024 06:21:27,JKDTenders GOV NICGEP BOT
2024_HAUDD_243419_5,Construction of lane and drain at back and front side of Kailash Ashram by Wo laying of Paver Tile in Ward no 62 Jammu,HAUDD||Jammu Municipal Corporation,26-01-2024 06:21:32,J&KTenders GOV NICGEP BOT
2024_HAUDD_243419_3,Construction of lane and drain in DIGs lane Neel Sheel Vihar Paloura Dokh from HNo 61 to 67 in Ward No 60 Jammu,HAUDD||Jammu Municipal Corporation,26-01-2024 06:22:16,J&KTenders GOV NICGEP BOT
2024_RDPR_243447_2,CONSTRUCTION OF LANE FROM NAZIR AHMAD MIR TO LO ALI MOHD AT AVENDGUND,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,26-01-2024 06:23:18,J&KTenders GOV NICGEP BOT
2024_DWSD_81334_11,Construction 50 Nos. of 125 mm dia x 115 mm dia x 70 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan District. Group-11,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,26-01-2024 06:24:08,JKDTenders GOV NICGEP BOT
2024_PWDJK_243449_3,Construction of Lane from Main road to H/O Fayaz Ahmad Shah via Masjid Abu Baker Khansahib,PWD||CE PWD Kashmir||Srinagar Badgam Circle||Budgam Division,26-01-2024 06:24:45,J&KTenders GOV NICGEP BOT
2024_MPPGC_326437_1,"Excavation, loading of Pond ash from Ash dyke/Silos of SSTPP, Dongaliya, transportation and unloading at construction site of 4 lanning of Raghogarh to Nanasa section of NH-47 under Bharat Mala Pariyojna Phase-I Economic Corridor in the state of MP",Madhya Pradesh Power Generating Company Limited||Executive Director(Gen.)-Shri Singaji Thermal Power Station-Khandwa - MPPGCL,26-01-2024 07:33:41,Mptenders GOV BOT
GEM_2024_B_4526348,Dashboard Camera,Ministry of Defence Department of Military Affairs,26-01-2024 05:49:26,GEM BOT
2023_DRDP_113490_11,Construction of Health and Wellness Centre at Village Boparai Kalan Block Chogawan,Department of Rural Development and Panchayats||Panchayati Raj (Engineering Wing)||Division - Amritsar,26-01-2024 08:16:00,PBTenders GOV NICGEP BOT
2024_ZPHD_654947_2,Construction Of PCC Road from Atul Singh Land To Kabiraj Bauri Land at Ichadih,Zilla Parishad||Zilla Parishad||Purulia||MANBAZAR-I||BISRI,27-01-2024 02:12:08,WBtenders GOV NICGEP BOT
2024_ZPHD_654937_3,Construction Of Drain from Subhash Goswami Land To Kultanr Culvert At Pedda,Zilla Parishad||Zilla Parishad||Purulia||MANBAZAR-I||BISRI,27-01-2024 02:12:27,WBtenders GOV NICGEP BOT
2024_ZPHD_654788_1,Construction of Solar power operated deeptubwell at the land of Santosh Roy,Zilla Parishad||Zilla Parishad||Nadia||KRISHNAGAR-I||DEYPARA,27-01-2024 02:12:46,WBtenders GOV NICGEP BOT
2024_GTA_653830_1,Construction of Septic tank at Milan busty sansad 2 Singtam Soom Gram Panchayat,GORKHALAND TERRITORIAL ADMINISTRATION||Darjeeling District||Darjeeling pulbazar Panchayat Samiti||SINGTAMN SOOM,27-01-2024 02:32:31,WBtenders GOV NICGEP BOT
2024_DMM_653869_10,Construction of CC Road from Arjabul land to Makbul land at Kashimpur Khathalpara under Kshempur GP.,DISTRICT MAGISTRATE MALDA||SDO - CHANCHAL||BDO - CHANCHAL - II,27-01-2024 02:36:09,WBtenders GOV NICGEP BOT
2024_ZPHD_653193_1,"Construction of irrigation field channel from the L/o Prabir Biswas towards land of Balaram Biswas at Shibnibas , Sansad No- VI, under Shibnibas GP under 15th FC (Tied Fund), AC NO- 89769526/23-24, SAAP NO - 01/15th FC(Tied)/2023-24, GP G.B. Meeting",Zilla Parishad||Zilla Parishad||Nadia||KRISHNAGANJ||SHIBNIBAS,27-01-2024 02:40:02,WBtenders GOV NICGEP BOT
2024_ZPHD_653292_2,Construction of Pucca drain with Concrete cover form Pirkhali FP School to Rabindranath Halder land,Zilla Parishad||Zilla Parishad||South 24-Parganas||MATHURAPUR-II||NAGENDRAPUR,27-01-2024 02:41:17,WBtenders GOV NICGEP BOT
2024_ZPHD_652695_2,"Construction of Marriage Hall (1st Floor) at Motiganj Milan Sangha under Samsi G.P. under Ratua-I Dev. Block, Malda.",Zilla Parishad||Zilla Parishad||Maldah,27-01-2024 02:42:33,WBtenders GOV NICGEP BOT
2024_ZPHD_652603_3,Construction of Road from HO Tarun Ghosh to HO Tulsi Ghosh by concrete at Harisabha Lane SN6.,Zilla Parishad||Zilla Parishad||Hooghly||SRIRAMPUR UTTARPARA||KANAIPUR,27-01-2024 02:42:52,WBtenders GOV NICGEP BOT
2024_ZPHD_651930_5,Construction of Pucca Drain with cover from Mansur Land to Mojibur Land,Zilla Parishad||Zilla Parishad||Maldah||HARISHCHANDRAPUR-II||VALUKA,27-01-2024 03:02:33,WBtenders GOV NICGEP BOT
2024_ZPHD_652778_1,Const.of Culvert from Riyajuddin land to Ebrahim land -VI,Zilla Parishad||Zilla Parishad||Maldah||HARISHCHANDRAPUR-II||VALUKA,27-01-2024 03:03:15,WBtenders GOV NICGEP BOT
2024_ZPHD_652162_1,"Construction CC Road from Kulia Bila Santra House to Anjan Mondal Land, Sanshad No.- V, Kulia under Nakunda Gram Panchayet",Zilla Parishad||Zilla Parishad||Hooghly||GOGHAT-I||NAKUNDA,27-01-2024 03:03:34,WBtenders GOV NICGEP BOT
2024_HRY_347598_1,"Const. of Hall in Panchayat Land in village Ghatal Mohniawas At Block Dharuhera,Distt Rewari CM Code 25284",Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Rewari||SDO Panchayati Raj Dharuhera,27-01-2024 05:47:16,HRYtenders GOV NICGEP BOT
2024_HRY_347324_1,"Construction of Toilet in Govt. Sr. Sec. School at Village Nezadelan Kalan, Block Sirsa, Distt. Sirsa.(ZP)",Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Sirsa,27-01-2024 05:51:12,HRYtenders GOV NICGEP BOT
2024_HRY_347071_1,Village - RAMNAGAR 156 Block -Babain Assembly Constituency - Ladwa ( Kurukshetra) NAME OF WORK - CONSTRUCTION OF 1.867 KM KATCHA RASTA WITH FIRST CLASS DRY BRICK ON EDGE PAVING FROM 1. H/O BALWINDER SINGH S/O BALDEV SINGH TO LAND OF AVTAR SINGH S/O S,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Kurukshetra,27-01-2024 05:51:43,HRYtenders GOV NICGEP BOT
2024_HRY_346991_1,BIBIPUR KALAN Const. of rasta from main road to Panchayat Land (0.91 K.M.) Block Pehowa,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Kurukshetra,27-01-2024 05:52:39,HRYtenders GOV NICGEP BOT
2024_PWDJK_243731_4,Construction of protection bund near land of Gh Nabi and parvaiz Ahmad Manzhar to Mirnag road,PWD||CE PWD Kashmir||Baramulla Kupwara Circle||Kupwara Division,27-01-2024 06:00:58,J&KTenders GOV NICGEP BOT
