,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_WRRAJ_183062_1,IndianOil||Pipelines||WRPL Rajkot||Technical Services,Rajkot,"PWRJT24075-Design, Supply, Installation, Testing and commissioning of portable explosion proof CCTV cameras for tank form locations of WRPL",2025-02-07 15:00,2025-02-21 15:00,10900,,4332454,09-02-2025 11:01:06,Iocletenders_NIC Nicgep BOT
