,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2024_SKF_693157_2,Sports Kerala Foundation,Pathanamthitta,"Renovation works, Additional Air Conditioning, and CCTV",2024-10-15 12:45,2024-10-23 15:00,9700,,386099,16-10-2024 04:04:25,KeralaTenders GOV NICGEP BOT
1,2024_PWD_696304_1,PWD||Chief Engineer (Buildings)||Electronics Division Thrissur,gmc kalamassery,"DEPOSIT-Replacement of UPS battery - GMC Kalamassery-Supply and Installation of 12v, 26Ah SMF battery (16 Nos) for the existing 6KVA 192V UPS of CCTV Surveillance system in the GMC Kalamassery -General Electronics Work",2024-10-14 17:00,2024-10-21 15:00,1800,,71992,16-10-2024 04:04:46,KeralaTenders GOV NICGEP BOT
