,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_ED_19787_1,ELECTRICITY DEPARTMENT||DIVISION - II (STORES),Executive Engineer Div II S and W Aquem Margao,"Supply of 11KV, 630Amps, 50Hz, 3Way 2LBS 1CB Non Extensible Two 2 Motor operated LBS with Manual operated Earth Switch, Outdoor, SF6, Ring Main Unit",2025-02-03 18:00,2025-02-17 17:30,620750,,31037500,09-02-2025 04:40:51,GoaTenders GOV NICGEP BOT
