,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_HBC_426373_1,Haryana Board Corporation||HVPNL||CE TS Hisar||XEN 400 KV Daultabad,Daultabad,Replacement of 220kV bus isolators and Line and Earth switch installed on 220kV Daultabad Sector 107 line bay and 220kV Daultabad Nuna Majra line bay at 220kV Sstn HVPNL Daultabad,2025-01-28 10:00,2025-02-12 13:00,7967,,398333,09-02-2025 10:46:32,HRYtenders GOV NICGEP BOT
