,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
131,2024_RDPR_266257_9,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,"repair of lane with allied worksnhoravindersingh, sukhdevsinghand others at w.no.2, pyt. kc upper, block nagrota under scheme capex (pri component) for the year 2024-25 (BLOCK LEVEL)",2024-11-29 18:00,2024-12-04 18:00,6220,,311000,02-12-2024 18:47:01,J&KTenders GOV NICGEP BOT
132,2024_RDPR_266357_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE DRAIN AT KANTOWALA WARD NO 7 PYT SHAMMACHAK BLOCK MARH PRI 2024-2025. (2nd Call) (Block Level),2024-11-29 18:00,2024-12-06 18:00,2900,,145000,02-12-2024 18:47:20,J&KTenders GOV NICGEP BOT
133,2024_RDPR_266357_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,"Construction of both side edge wall and rbm filling from main road to saran singh land at shammachak pyt shammacha, Block MARH Distt Jammu Under the head of PRI CAPEX BUDGET for the year of 2024-25. (2nd Call)",2024-11-29 18:00,2024-12-06 18:00,8280,,414000,02-12-2024 18:47:38,J&KTenders GOV NICGEP BOT
134,2024_RDPR_266383_2,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,c/o Lane from main road to GH Mohd Bhat and others at isso. PYT HALQA issoo BLOCK ACHABAL,2024-11-29 18:00,2024-12-06 18:00,1960,,98000,02-12-2024 18:47:57,J&KTenders GOV NICGEP BOT
135,2024_RDPR_266357_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE DRAIN AT KANTOWALA WARD NO 7 PYT SHAMMACHAK BLOCK MARH PRI 2024-2025. (2nd Call) (Block Level),2024-11-29 18:00,2024-12-06 18:00,2900,,145000,02-12-2024 18:48:15,J&KTenders GOV NICGEP BOT
136,2024_RDPR_266357_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,"Construction of both side edge wall and rbm filling from main road to saran singh land at shammachak pyt shammacha, Block MARH Distt Jammu Under the head of PRI CAPEX BUDGET for the year of 2024-25. (2nd Call)",2024-11-29 18:00,2024-12-06 18:00,8280,,414000,02-12-2024 18:48:41,J&KTenders GOV NICGEP BOT
137,2024_RDPR_266357_5,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,"Construction of both side edge wall and rbm filling from main road to saran singh land at shammachak pyt shammacha, Block MARH Distt Jammu Under the head of PRI CAPEX BUDGET for the year of 2024-25. (2nd Call)",2024-11-29 18:00,2024-12-06 18:00,8280,,414000,02-12-2024 18:48:59,J&KTenders GOV NICGEP BOT
138,2024_HAUDD_266407_3,HAUDD||Jammu Municipal Corporation,jammu,"Construction of road by way of laying WBM in lane no 05, Friends Colony in ward no 65.",2024-11-29 17:00,2024-12-20 14:00,4240,,212000,02-12-2024 18:49:25,J&KTenders GOV NICGEP BOT
139,2024_HAUDD_266407_1,HAUDD||Jammu Municipal Corporation,jammu,"Construction of Road by way of laying Premix Carpet surface in lane no 5, friends Colony in ward no 65.",2024-11-29 17:00,2024-12-20 14:00,7120,,356000,02-12-2024 18:49:52,J&KTenders GOV NICGEP BOT
140,2024_HAUDD_266407_1,HAUDD||Jammu Municipal Corporation,jammu,"Construction of Road by way of laying Premix Carpet surface in lane no 5, friends Colony in ward no 65.",2024-11-29 17:00,2024-12-20 14:00,7120,,356000,02-12-2024 18:50:11,J&KTenders GOV NICGEP BOT
141,2024_SPV_266396_1,Jammu Smart City Limited,Jammu,Construction of 4 lane connecting road of Tawi Riverfront Development Project and Pre Stressed Concrete bridge over Ranbir Canal RC and distributary 9 on right bank at Tawi Riverfront Jammu,2024-11-29 17:00,2024-12-30 18:00,4612510,2024-12-09 15:00,230625175,02-12-2024 18:50:30,J&KTenders GOV NICGEP BOT
142,2024_PWDJK_266390_1,PWD||CE PWD Kashmir||Baramulla Kupwara Circle||Sopore Division,Sopore,Restoration of Balance portion of road at Nowpora Kalan by way of Nallah muck in stretches and WBM grade 2nd.,2024-11-29 16:00,2024-12-06 16:00,4000,,200000,02-12-2024 18:51:05,J&KTenders GOV NICGEP BOT
143,2024_HAUDD_266142_2,HAUDD||Jammu Municipal Corporation,W No 35,Const. Of Lane near H/o Sh. Ravi Kumar Sawhney Indira Vihar Jammu in W No 35 under Own Sources / GIA 2024-25,2024-11-29 12:30,2024-12-07 18:00,17920,,896000,02-12-2024 18:52:55,J&KTenders GOV NICGEP BOT
144,2024_RDPR_266315_11,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,constt. Of lane and Drain from main road to shop of Subash Singh ward no.5 Gowar Panchayat Sarwal Block Pargwal under ABDP 2024-25 2nd Call,2024-11-29 12:00,2024-12-04 18:00,7800,,390000,02-12-2024 18:53:23,J&KTenders GOV NICGEP BOT
145,2024_RDPR_266316_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXECUTIVE ENGINEER REW TALAB TILLO JAMMU,Maintence of lane drain near h/o Yashpal at gharani Ward number 4 at pyt gharana Block Suchetgarh District Capex Budget PRI Component for the FY 2024-25,2024-11-29 10:00,2024-12-06 18:00,976,,48800,02-12-2024 18:53:41,J&KTenders GOV NICGEP BOT
146,2024_RDPR_266316_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXECUTIVE ENGINEER REW TALAB TILLO JAMMU,"Construction of Lane Drain From Main Road to House of Girdhari Lal at Vill. Sidhar , Pyt. Badyal Qazian , Block Suchetgarh Under District Capex Budget BDC for the FY 2024-25.",2024-11-29 10:00,2024-12-06 18:00,1960,,98000,02-12-2024 18:54:00,J&KTenders GOV NICGEP BOT
147,2024_RDPR_266307_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt. Of lane drain at village Rangpur W.no.3 and 4 Panchayat Sarwal Block Pargwal under PRI Capex 2024-25 (Block Level) 2ND Call,2024-11-29 09:00,2024-12-04 18:00,5860,,293000,02-12-2024 18:54:18,J&KTenders GOV NICGEP BOT
148,2024_RDPR_266307_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,Constt. Of lane drain at village Rangpur W.no.3 and 4 Panchayat Sarwal Block Pargwal under PRI Capex 2024-25 (Block Level) 2ND Call,2024-11-29 09:00,2024-12-04 18:00,5860,,293000,02-12-2024 18:54:36,J&KTenders GOV NICGEP BOT
149,2024_RDPR_266307_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,jammu,constt. Of lane drain at village Sarwal W.no.1 and 2 Panchayat Sarwal Block Pargwal under PRI Capex 2024-25(Block Level) 2ND Call,2024-11-29 09:00,2024-12-04 18:00,5920,,296000,02-12-2024 18:54:56,J&KTenders GOV NICGEP BOT
150,2024_RDPR_266301_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,Constt. Of Lane/Drain from H/O Haji Farooq Ahmed Mir to Main Road Lane No.4 Gulmarg colony Pyt Narwal Bala Block Satwari (BDC,2024-11-29 09:00,2024-12-05 18:00,5820,,291000,02-12-2024 18:55:14,J&KTenders GOV NICGEP BOT
151,2024_RDPR_266301_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,Constt. Of Lane/Drain from H/O Haji Farooq Ahmed Mir to Main Road Lane No.4 Gulmarg colony Pyt Narwal Bala Block Satwari (BDC,2024-11-29 09:00,2024-12-05 18:00,5820,,291000,02-12-2024 18:55:33,J&KTenders GOV NICGEP BOT
152,2024_RDPR_266301_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,Constt. Of Lane/Drain from H/O Haji Farooq Ahmed Mir to Main Road Lane No.4 Gulmarg colony Pyt Narwal Bala Block Satwari (BDC,2024-11-29 09:00,2024-12-05 18:00,5820,,291000,02-12-2024 18:55:51,J&KTenders GOV NICGEP BOT
153,2024_RDPR_266301_2,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,XEN REW JAMMU,laying of slab over drain and allied works at Gulmarg colony Lane no 4 . Pyt Sunjwan Lower Block Satwari ( CD and Panchayat,2024-11-29 09:00,2024-12-05 18:00,4380,,219000,02-12-2024 18:56:09,J&KTenders GOV NICGEP BOT
154,2024_RDPR_266192_24,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O TILE LANE FROM SHOPIAN ROAD TO SAMAD WANI LAKTIPORA AT RAKH MOOMAN WARD 8 LAKTIPORA BLOCK BIJBEHARA,2024-11-28 18:00,2024-12-03 18:00,2700,,135000,02-12-2024 18:56:42,J&KTenders GOV NICGEP BOT
155,2024_RDPR_266172_9,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,xen REW Jammu,Construction of Lane with allied works from Govt. Hr. Secondary School to Peer baba W.No.5 Block Nagrota . (open),2024-11-28 18:00,2024-12-04 18:00,4280,,214000,02-12-2024 18:57:16,J&KTenders GOV NICGEP BOT
156,2024_RDPR_266192_9,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O LANE NEAR MAIN ROAD THO GULL MOHDSHALLA AND OTHERS BLOCK D.PORA Pyt.Halqa.Khiram Dargah,2024-11-28 18:00,2024-12-03 18:00,2000,,100000,02-12-2024 18:57:34,J&KTenders GOV NICGEP BOT
157,2024_RDPR_266190_12,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE/DRAIN FROM SHUKKAR RAM HOUSE TO SUNIL SINGH HOUSE AT WARD NO 7 PYT KANACHAK BLOCK MARH PRI 2024-2025. (Block Level),2024-11-28 18:00,2024-12-05 18:00,3880,,194000,02-12-2024 18:58:02,J&KTenders GOV NICGEP BOT
158,2024_RDPR_266172_9,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,xen REW Jammu,Construction of Lane with allied works from Govt. Hr. Secondary School to Peer baba W.No.5 Block Nagrota . (open),2024-11-28 18:00,2024-12-04 18:00,4280,,214000,02-12-2024 18:58:28,J&KTenders GOV NICGEP BOT
159,2024_RDPR_266192_9,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Anantnag,ANANTNAG,C/O LANE NEAR MAIN ROAD THO GULL MOHDSHALLA AND OTHERS BLOCK D.PORA Pyt.Halqa.Khiram Dargah,2024-11-28 18:00,2024-12-03 18:00,2000,,100000,02-12-2024 18:58:46,J&KTenders GOV NICGEP BOT
160,2024_PWDJK_266272_1,PWD||CE MED Kashmir||Mechanical Circle Kashmir||Kashmir Hospital and Central Heating Division,hospital and protocal,"Annual Maintenance Servicing and Operation of Central Heating systems Installed at Nehru Guest House, Cheshmashahi Srinagar State Guest House East and west Church Lane, Sonwar Srinagar covering the period from 06-12-2024 to 15-03-2025",2024-11-28 18:00,2024-12-05 12:00,8500,,425000,02-12-2024 18:59:12,J&KTenders GOV NICGEP BOT
161,2024_RDPR_266190_7,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,"Construction of culvert near land of jang bahadur at beli azmat pyt kanachak, Block MARH Distt-Jammu Under the head of DDC CAPEX BUDGET for the year of 2024-25",2024-11-28 18:00,2024-12-05 18:00,3880,,194000,02-12-2024 18:59:33,J&KTenders GOV NICGEP BOT
162,2024_RDPR_266230_8,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW KATHUA,Lohai Malhar,"Constt. of T/road from Main road to bank, bank to Horticulture office and lane at Raja Mohalla Pyt. Machhedi Block Lohai Malhar",2024-11-28 18:00,2024-12-04 16:00,9800,,490000,02-12-2024 18:59:52,J&KTenders GOV NICGEP BOT
163,2024_RDPR_266190_9,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE/DRAIN FROM BODH RAJ HOUSE TO SAIN DASS HOUSE AT WARD NO 4 PYT KANACHAK BLOCK MARH PRI 2024-2025. (Block Level),2024-11-28 18:00,2024-12-05 18:00,3880,,194000,02-12-2024 19:00:11,J&KTenders GOV NICGEP BOT
164,2024_RDPR_266190_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE/DRAIN FROM KAMAL KUMAR HOUSE TO DHANNI RAM HOUSE AT WARD NO 5 PYT KANACHAK BLOCK MARH PRI 2024-2025. (Block Level),2024-11-28 18:00,2024-12-05 18:00,3880,,194000,02-12-2024 19:00:44,J&KTenders GOV NICGEP BOT
165,2024_RDPR_266190_10,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE/DRAIN FROM KAMAL KUMAR HOUSE TO DHANNI RAM HOUSE AT WARD NO 5 PYT KANACHAK BLOCK MARH PRI 2024-2025. (Block Level),2024-11-28 18:00,2024-12-05 18:00,3880,,194000,02-12-2024 19:01:10,J&KTenders GOV NICGEP BOT
166,2024_IFC_266228_1,I and FC||CE- I and FC Jammu||Mechanical I and FC Circle Jammu||MICD Jammu,Langar Nowshera,Restoration of Electrical machinery of LIS Langar Nowshera damaged due to flooding in month of August 2024 with allied works,2024-11-28 17:00,2024-12-05 12:00,7500,,NA,02-12-2024 19:01:52,J&KTenders GOV NICGEP BOT
167,2024_HAUDD_266251_1,HAUDD||Jammu Municipal Corporation,jammu,Uogradation of Lane and Drain from H.o Harwant Singh chib to Mohalla Bhagatan in Ward no 59.,2024-11-28 17:00,2024-12-05 14:00,42820,,2141000,02-12-2024 19:02:13,J&KTenders GOV NICGEP BOT
168,2024_RDPR_266190_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,Executive Engineer REW Talab Tillo Jammu,CONSTRUCTION OF LANE DRAIN FROM MAIN ROAD TO GURTEJ SINGH HOUSE AT GOLE GUJRAL PYT GOLE GUJRAL BLOCK MARH PRI 2024-2025. (Block Level),2024-11-28 17:00,2024-12-05 18:00,5820,,291000,02-12-2024 19:02:32,J&KTenders GOV NICGEP BOT
169,2024_PWDJK_266266_2,PWD||CE RandB Pir Panjal||SE RandB Rajouri||EE RandB Rajouri,Rajouri,Installation of Zipline gaint wheel gaint Swing 360 cycle reverse bangi and 02 No high mast light at Makote park Under Capex Plan 2024 25 3rd Call,,2024-12-09 16:00,600,,5150000,02-12-2024 19:02:58,J&KTenders GOV NICGEP BOT
170,2024_RDPR_266233_3,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Baramulla,Baramulla,CONSTRUCTION DRAIN FROM DAILOW KHUL TO LAND OF M RAMZAN WANI AT WANIKHALUNDER BLOCK LALPORA ( ADP/ PRI),2024-11-28 16:00,2024-12-03 18:00,3000,,150000,02-12-2024 19:03:31,J&KTenders GOV NICGEP BOT
171,2024_IFC_266187_2,I and FC||CE- I and FC Jammu||HYD Circle Udhampur||IFCD Udhampur,Udhampur,Construction of Protection work at Lanki Nallah/Local nallah at Dalsar near the house of Smt. Sushma Devi and others(UT Capex),,2024-12-03 16:00,500,,192000,02-12-2024 19:04:19,J&KTenders GOV NICGEP BOT
172,2024_IFC_266187_2,I and FC||CE- I and FC Jammu||HYD Circle Udhampur||IFCD Udhampur,Udhampur,Construction of Protection work at Lanki Nallah/Local nallah at Dalsar near the house of Smt. Sushma Devi and others(UT Capex),,2024-12-03 16:00,500,,192000,02-12-2024 19:04:40,J&KTenders GOV NICGEP BOT
173,2024_SSC_266216_1,Srinagar Smart City Limited SPV,Lal Chowk Srinagar,"Upgradation of Central Market Abi Guzar Lane, Lambert Lane, Regal Lane and SBI Lane",2024-11-28 14:05,2024-12-03 16:00,162280,,8114000,02-12-2024 19:04:58,J&KTenders GOV NICGEP BOT
174,2024_RDPR_266201_1,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Srinagar,Srinagar,Imp. of lane BWO laying of trashes from H/O Gh.Rasool Bhat via Ab. Rehman Bhat Pall Mohalla Khonmoh-A,2024-12-02 19:05,2024-12-03 18:00,17640,,588000,02-12-2024 19:05:17,J&KTenders GOV NICGEP BOT
175,2024_FD_255770_4,FOREST DEPARTMENT||Deptt of Wildlife Protection/ Chief Wildlife Warden||CF (WL)/ Regional Wildlife Warden JAMMU||Wildlife Warden Chenab-Kishtwar,"Kibar,Dachhan.",Repair Renovation of BABW fencing in Kibar Nallah Dachhan under mitigation plan of KHANP traditionally maintained by Wildlife Chenab Division Kishtwar,2024-11-28 13:00,2024-12-04 16:00,1860,,62000,02-12-2024 19:06:06,J&KTenders GOV NICGEP BOT
176,2024_PWDJK_266183_1,PWD||CE RandB Pir Panjal||SE RandB Rajouri||EE RandB Koteranka,Kotranka,Preparation of DPR / Site plan conducting of detailed survey Rendering of service for Providing of Architectural / structural design of RCC as per Indian Standard codes of practice and service for Multipurpose Hall at GDC Budhal,,2024-12-04 16:00,600,,310000,02-12-2024 19:06:47,J&KTenders GOV NICGEP BOT
177,2024_RDPR_266174_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXECUTIVE ENGINEER REW TALAB TILLO JAMMU,"Construction of lane drain Jagmeet singh to Jagdev singh house w.no 1 at Rangpur Mullana ,Pyt. Rangpur Mullana, Block Suchetgarh under PRI capex budget for the year 2024-25",2024-11-28 12:00,2024-12-05 18:00,5840,,292000,02-12-2024 19:07:05,J&KTenders GOV NICGEP BOT
178,2024_RDPR_266174_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXECUTIVE ENGINEER REW TALAB TILLO JAMMU,"Constt of lane drain from Sukhdev house to Jagir Singh at Rangpur Mulana, Pyt. Rangpur Mullana, Block Suchetgarh under BDC capex budget for the year 2024-25",2024-11-28 12:00,2024-12-05 18:00,5840,,292000,02-12-2024 19:07:24,J&KTenders GOV NICGEP BOT
179,2024_RDPR_266174_3,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXECUTIVE ENGINEER REW TALAB TILLO JAMMU,"Constt of lane drain from Sukhdev house to Jagir Singh at Rangpur Mulana, Pyt. Rangpur Mullana, Block Suchetgarh under BDC capex budget for the year 2024-25",2024-11-28 12:00,2024-12-05 18:00,5840,,292000,02-12-2024 19:07:42,J&KTenders GOV NICGEP BOT
180,2024_RDPR_266174_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXECUTIVE ENGINEER REW TALAB TILLO JAMMU,"Construction of lane drain Jagmeet singh to Jagdev singh house w.no 1 at Rangpur Mullana ,Pyt. Rangpur Mullana, Block Suchetgarh under PRI capex budget for the year 2024-25",2024-11-28 12:00,2024-12-05 18:00,5840,,292000,02-12-2024 19:08:01,J&KTenders GOV NICGEP BOT
181,2024_RDPR_266174_6,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW JAMMU,EXECUTIVE ENGINEER REW TALAB TILLO JAMMU,"Construction of lane drain Jagmeet singh to Jagdev singh house w.no 1 at Rangpur Mullana ,Pyt. Rangpur Mullana, Block Suchetgarh under PRI capex budget for the year 2024-25",2024-11-28 12:00,2024-12-05 18:00,5840,,292000,02-12-2024 19:08:24,J&KTenders GOV NICGEP BOT
182,2024_RDPR_266055_34,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,CONST OF 4 NO LANES FROM H O FAYAZ AH DAR TO H O M YOUSUF LONE HO AJAZ AH DAR TO GATE OF M MAQBOOL GANIE AT WAGAY MOHALLA FROM CIRCULAR ROAD TO HO SARTAJ AH MIR AND HO M MAGBOOL MIR AT BANIMPORA RATNIPORA B BLOCK KAKAPORA,2024-11-27 18:55,2024-12-05 18:55,2228,,111400,02-12-2024 19:09:20,J&KTenders GOV NICGEP BOT
183,2024_RDPR_266055_27,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110723-(CONST OF LANE FROM MASJID SHARIEF BONGAM TO SHOP OF MAJID AHMAD AT TAHAB PULWAMA),2024-11-27 18:55,2024-12-05 18:55,1980,,99000,02-12-2024 19:09:41,J&KTenders GOV NICGEP BOT
184,2024_RDPR_266055_10,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110880-(C O LANE BWO TILES NHO MOHD AYOUB MUSHTAQ AHMAD BILAL AH AND OTHERS PULWAMA),2024-11-27 18:55,2024-12-05 18:55,2000,,100000,02-12-2024 19:09:59,J&KTenders GOV NICGEP BOT
185,2024_RDPR_266055_10,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110880-(C O LANE BWO TILES NHO MOHD AYOUB MUSHTAQ AHMAD BILAL AH AND OTHERS PULWAMA),2024-11-27 18:55,2024-12-05 18:55,2000,,100000,02-12-2024 19:10:18,J&KTenders GOV NICGEP BOT
186,2024_RDPR_266055_2,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101497-(CONSTT OF LANE FROM NEW HOUSE OF BILAL AHMAD AHANGER TO ONWARDS AT AHANGER MOHALLA DIVER TRAL),2024-11-27 18:55,2024-12-05 18:55,3962,,198100,02-12-2024 19:10:45,J&KTenders GOV NICGEP BOT
187,2024_RDPR_266055_29,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110234-(CONST OF LANE FROM NAZIR AHMAD KHAN TO HOUSE OF GH HASSAN CHOKIDAR PULWAMA),2024-11-27 18:55,2024-12-05 18:55,1994,,99700,02-12-2024 19:11:04,J&KTenders GOV NICGEP BOT
188,2024_RDPR_266055_10,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110880-(C O LANE BWO TILES NHO MOHD AYOUB MUSHTAQ AHMAD BILAL AH AND OTHERS PULWAMA),2024-11-27 18:55,2024-12-05 18:55,2000,,100000,02-12-2024 19:11:37,J&KTenders GOV NICGEP BOT
189,2024_RDPR_266055_2,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425101497-(CONSTT OF LANE FROM NEW HOUSE OF BILAL AHMAD AHANGER TO ONWARDS AT AHANGER MOHALLA DIVER TRAL),2024-11-27 18:55,2024-12-05 18:55,3962,,198100,02-12-2024 19:12:33,J&KTenders GOV NICGEP BOT
190,2024_RDPR_266055_10,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110880-(C O LANE BWO TILES NHO MOHD AYOUB MUSHTAQ AHMAD BILAL AH AND OTHERS PULWAMA),2024-11-27 18:55,2024-12-05 18:55,2000,,100000,02-12-2024 19:12:57,J&KTenders GOV NICGEP BOT
191,2024_RDPR_266055_29,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110234-(CONST OF LANE FROM NAZIR AHMAD KHAN TO HOUSE OF GH HASSAN CHOKIDAR PULWAMA),2024-11-27 18:55,2024-12-05 18:55,1994,,99700,02-12-2024 19:13:22,J&KTenders GOV NICGEP BOT
192,2024_RDPR_266055_10,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425110880-(C O LANE BWO TILES NHO MOHD AYOUB MUSHTAQ AHMAD BILAL AH AND OTHERS PULWAMA),2024-11-27 18:55,2024-12-05 18:55,2000,,100000,02-12-2024 19:13:41,J&KTenders GOV NICGEP BOT
193,2024_RDPR_266055_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109488-(IMP REPAIRMENT OF LANE FROM HOUSE OF OF MOHD AYOUB DAR TO HOUSE OF AB QAYOOM MALLA AT ARIGAM KUCHMULLA TRAL),2024-11-27 18:55,2024-12-05 18:55,2576,,128800,02-12-2024 19:13:59,J&KTenders GOV NICGEP BOT
194,2024_RDPR_266055_5,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,Pulwama,RDDDC2425109488-(IMP REPAIRMENT OF LANE FROM HOUSE OF OF MOHD AYOUB DAR TO HOUSE OF AB QAYOOM MALLA AT ARIGAM KUCHMULLA TRAL),2024-11-27 18:55,2024-12-05 18:55,2576,,128800,02-12-2024 19:14:18,J&KTenders GOV NICGEP BOT
