,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_WRD_395475_1,Engineer-in-Chief - Water Resources Department||Chief engineer Procurement(Bhopal) - WRD,Panna 488001,"Drone based Photogrammetry and DGPS survey and investigation, design, drawing and preparation of DPR for Bearma Barrage 1, Bearma Barrage 2, and Bearma Reservoir for CCA 115000 Ha. in Panna- Damoh District proposed under Ken-betwa link project",2025-02-17 12:15,2025-03-10 17:30,1000000,2025-02-28 12:30,143316000,28-02-2025 23:47:57,Mptenders GOV BOT
