,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_PWDRB_399978_1,PWD- Roads and Bridges||Sagar CE Sagar Zone - PWD||Damoh EE Zone Sagar PWD,Damoh,BT Renuaval Work Under HQ Road Hatta Sub Division,2025-02-05 17:00,2025-02-19 17:30,225580,,NA,09-02-2025 17:43:56,Mptenders GOV BOT
1,2024_UAD_360377_2,Directorate Urban Administration and Development||Join Director-Jabalpur Division - UAD||Mandla-Nagar Parishad Nainpur - UAD,Work,"Construction of C.C. Road Renuaval Work At Khadeshwari Mandir To Mangal Ward No. 04, NAINPUR",2025-01-21 09:05,2025-02-25 17:30,9200,,1213534,09-02-2025 17:44:24,Mptenders GOV BOT
