,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
0,2025_OUTR_109728_1,Odisha University of Technology and Research,"OUTR, BBSR",A drone is required to be purchase for the project work.,2025-01-22 18:00,2025-02-12 18:00,16000,,NA,10-02-2025 12:40:25,Tendersodisha GOV BOT
